Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date
Jose Maria,@Escrvas7,,1,,1,35,https://x.com/Escrvas7/status/1815253496569921830,https://x.com/Escrvas7,@KenyaPower_Care we are incurring serious business losses in our area due to an 18 hour blackout. Despite reporting to the Nyeri office and calling several times. My farm has lost a lot tonight. Do better!,22-Jul
David,@David8013316828,,,,,74,https://x.com/David8013316828/status/1815250647144386653,https://x.com/David8013316828,"Our transformer was taken two months ago and we have not been given any up-to-date. We've been living in blackout since then and this has given thieves the opportunity to steal from our shops. Please please we need a transformer at Ndegoriedo centre in Rongo constituency, Migori",22-Jul
At Angeleezy,@angie__daisy,,,,1,52,https://x.com/angie__daisy/status/1815198498964296018,https://x.com/angie__daisy,Kindly restore power. Day 2 in blackout.  Account no 45999364. Good morning!,22-Jul
nickie nicks,@nickiezii,,,,1,17,https://x.com/nickiezii/status/1815099876213944631,https://x.com/nickiezii,@KenyaPower_Care am a disturbed kenyan citizen. We have been in blackout for almost 3 months now. Reason being our transformer broke down replacing it has been hard with empty promises and yet it's your responsibility to do so. Area Suneka. Please act. @StateHouseKenya,21-Jul
mwangi_JmN,@Jamesmwangingu6,,,,,7,https://x.com/Jamesmwangingu6/status/1815058450738520125,https://x.com/Jamesmwangingu6,"The Mtr:37186805695 has frequent power loss. Almost every day, there must be a few hours of blackout. It is becoming serious inconvenience. Kindly address the issue.",21-Jul
The_Influencer,@The_Inff,,,,,13,https://x.com/The_Inff/status/1815039350826045462,https://x.com/The_Inff,@KenyaPower_Care why have you subjected us to an unannounced blackout for close to 5 hrs now? Is it the incompetence or what?,21-Jul
"Wafula Wekesa,",@Alwafu,,,,,8,https://x.com/Alwafu/status/1815014141549003061,https://x.com/Alwafu,@KenyaPower_Care Account 92100359980 has been without power since 7am. No notice of scheduled blackout exists.,21-Jul
John Kogi Mwangi,@JohnKogiM,,,,1,79,https://x.com/JohnKogiM/status/1814970592191250891,https://x.com/JohnKogiM,Do we have any scheduled maintenance at Umoja Innercore? We are in a blackout. A/C number 01452238627,21-Jul
John Kogi Mwangi,@JohnKogiM,,,,1,64,https://x.com/JohnKogiM/status/1814970127990804684,https://x.com/JohnKogiM,@KenyaPower_Care power has gone off at Umoja Innercore. We are in a blackout. A/C number 01452238627,21-Jul
NELLIE,@Nellie_mandela,,,,,265,https://x.com/Nellie_mandela/status/1814961048639660260,https://x.com/Nellie_mandela,@KenyaPower_Care is there a scheduled power blackout in syokimau?,21-Jul
marynotthevirgin,@onlyfansofmary,,,,,72,https://x.com/onlyfansofmary/status/1814894942520811950,https://x.com/onlyfansofmary,Blackout in car wash for 3 days now surely. Lights came back at 11pm yesterday this morning hakuna Meter number 14420301286,21-Jul
mwangi_JmN,@Jamesmwangingu6,,,,,7,https://x.com/Jamesmwangingu6/status/1815058450738520125,https://x.com/Jamesmwangingu6,"The Mtr:37186805695 has frequent power loss. Almost every day, there must be a few hours of blackout. It is becoming serious inconvenience. Kindly address the issue.",21-Jul
The_Influencer,@The_Inff,,,,,13,https://x.com/The_Inff/status/1815039350826045462,https://x.com/The_Inff,@KenyaPower_Care why have you subjected us to an unannounced blackout for close to 5 hrs now? Is it the incompetence or what?,21-Jul
"Wafula Wekesa,",@Alwafu,,,,,8,https://x.com/Alwafu/status/1815014141549003061,https://x.com/Alwafu,@KenyaPower_Care Account 92100359980 has been without power since 7am. No notice of scheduled blackout exists.,21-Jul
John Kogi Mwangi,@JohnKogiM,,,,1,79,https://x.com/JohnKogiM/status/1814970592191250891,https://x.com/JohnKogiM,Do we have any scheduled maintenance at Umoja Innercore? We are in a blackout. A/C number 01452238627,21-Jul
John Kogi Mwangi,@JohnKogiM,,,,1,64,https://x.com/JohnKogiM/status/1814970127990804684,https://x.com/JohnKogiM,@KenyaPower_Care power has gone off at Umoja Innercore. We are in a blackout. A/C number 01452238627,21-Jul
NELLIE,@Nellie_mandela,,,,,265,https://x.com/Nellie_mandela/status/1814961048639660260,https://x.com/Nellie_mandela,@KenyaPower_Care is there a scheduled power blackout in syokimau?,21-Jul
marynotthevirgin,@onlyfansofmary,,,,,72,https://x.com/onlyfansofmary/status/1814894942520811950,https://x.com/onlyfansofmary,Blackout in car wash for 3 days now surely. Lights came back at 11pm yesterday this morning hakuna Meter number 14420301286,21-Jul
WILLIS OMONDI OKECH,@wilimoke,,,,,53,https://x.com/wilimoke/status/1814885085100851275,https://x.com/wilimoke,we are on blackout and no help,21-Jul
Kenneth Otieno,@kenneth_ot39699,,,,1,49,https://x.com/kenneth_ot39699/status/1814769927359713660,https://x.com/kenneth_ot39699,"@KenyaPower_Care blackout again in some parts of Kayole matopeni area, next to Kayole police station, this is insane!!!!",21-Jul
Dave,@rikkodou,,,,2,44,https://x.com/rikkodou/status/1814717683621109824,https://x.com/rikkodou,@KenyaPower_Care Blackout in Palm Valley Apartments Masanduku Road a/c 25429176 kindly assist,20-Jul
Eugine,@EugineOchieng,,,,2,35,https://x.com/EugineOchieng/status/1814653080551494143,https://x.com/EugineOchieng,@KenyaPower_Care I sent you a DM about metre activation but you didn't even look at it. Should I stop using the metre and use power direct without metre because we can't be in blackout now the 4th day? RESPOND!!!,20-Jul
Portgas D Azula,@Azulllaa,,,,,90,https://x.com/Azulllaa/status/1814601250094092706,https://x.com/Azulllaa,@KenyaPower_Care kuna scheduled blackout Gikambura kwani? Lights went in the morning yawa.,20-Jul
The Digital Media Hawker,@Digital_Hawker,,,,,28,https://x.com/Digital_Hawker/status/1814593104973791688,https://x.com/Digital_Hawker,"@KenyaPower_Care  unscheduled power blackout at Great Wall Gardens, Athi River , Phase 3 area . Account number 54400439771 . What could be the issue? Kindly assist.",20-Jul
dmbarasa,@dmbarasa1,,,1,2,332,https://x.com/dmbarasa1/status/1814577626062766379,https://x.com/dmbarasa1,Why are we facing blackout here and no response,20-Jul
𝕏,@TipsyRomeo,,,,,63,https://x.com/TipsyRomeo/status/1814356158683259040,https://x.com/TipsyRomeo,Why is there a blackout in Kakamega town with no warning?,19-Jul
rochmule,@rochmule,,,,,68,https://x.com/rochmule/status/1814354372341428477,https://x.com/rochmule,Account  102557857.....blackout  for 8hrs no response,19-Jul
Rotich Kibiego,@RotichKibiego,,,,,175,https://x.com/RotichKibiego/status/1814343536197939623,https://x.com/RotichKibiego,Since i updated my token meter wen i load token it reject what is the problem kplc pls help am going on blackout,19-Jul
Raquel Osman,@raquel_osman,https://pbs.twimg.com/media/GS3G1MIWYAAoCrD?format=jpg&name=small,,,1,23,https://x.com/raquel_osman/status/1814324845938725204,https://x.com/raquel_osman,@KenyaPower_Care it's been hours and no change from the blackout. What is wrong with your services? You say 24/hr customer service but till now we are still in the dark... Literally! Be serious buana. Muache kucheza brikicho.,19-Jul
chebzzz,@stubbyhead,,,,2,49,https://x.com/stubbyhead/status/1814287615287275625,https://x.com/stubbyhead,"What's up with my meter, it's rejecting tokens. Been in blackout for 3 days and it's not updated.

Mtr no. 14272631111
@KenyaPower @KenyaPower_Care",19-Jul
januszy,@januszy2,,,,,71,https://x.com/januszy2/status/1814271000059482504,https://x.com/januszy2,"@KenyaPower_Care Hey 
I am experiencing a power blackout in Utawala 
My meter number is 14245762316 
Kindly assist",19-Jul
januszy,@januszy2,,,,,71,https://x.com/januszy2/status/1814271000059482504,https://x.com/januszy2,"@KenyaPower_Care Hey 
I am experiencing a power blackout in Utawala 
My meter number is 14245762316 
Kindly assist",19-Jul
januszy,@januszy2,,,,1,184,https://x.com/januszy2/status/1814234372783923584,https://x.com/januszy2,"@KenyaPower_Care Hey 
I am experiencing a power blackout in Utawala 
My meter number is 14245762316",19-Jul
Willy Tyler,@TylerWilly40043,,,,1,111,https://x.com/TylerWilly40043/status/1814207200522272837,https://x.com/TylerWilly40043,Everyday blackout Bamburi bana  kwani hamtaki kutupea stima,19-Jul
Xols,@HObwogo,,,,1,71,https://x.com/HObwogo/status/1814190252870828312,https://x.com/HObwogo,@KenyaPower_Care @KenyaPower Ngong is not on the list of planned maintenance but we’re in a blackout since morning kindly address this.,19-Jul
Diana Babu,@Dinahbabu,,,,,6,https://x.com/Dinahbabu/status/1814189945973526949,https://x.com/Dinahbabu,"We have unscheduled power blackout
54400789225",19-Jul
Zuma Dembe,@ZumaDembe1,,,,2,60,https://x.com/ZumaDembe1/status/1814003292806226308,https://x.com/ZumaDembe1,"@KenyaPower_Care Blackout on Lemiso Road, Ngong. Metre number is 14468147369. Surrounding neighbors have power. Kindly assist.",18-Jul
jeff odhiambo,@jeffchizmo245,,,,2,89,https://x.com/jeffchizmo245/status/1814002797643182432,https://x.com/jeffchizmo245,@KenyaPower_Care blackout in utawala (Around Astrol). There is a phase that's experiencing a power outage so some buildings and houses don't have power. Meter No: 22171291994 (Kings Apartments) . Kindly look into the issue.,18-Jul
Nicholas Mosoti,@MosotiMoturi,,,,1,108,https://x.com/MosotiMoturi/status/1813996363841147232,https://x.com/MosotiMoturi,Is Tana river county affected.  We have had a blackout the whole day up to now still in darkness on 18.07.2024,18-Jul
Vincent Agade,@Agadesenior,,,1,,19,https://x.com/Agadesenior/status/1813986893635408073,https://x.com/Agadesenior,"@KenyaPower_Care
Jericho area we have had a power blackout for more than a week.
We are tired of being in darkness.",18-Jul
T_tttttttt,@tonycyril0,,,,,4,https://x.com/tonycyril0/status/1813982516766019884,https://x.com/tonycyril0,We've had a blackout since 8am acc 54602607282,18-Jul
Ibree.87,@BreeRuto,,,,1,30,https://x.com/BreeRuto/status/1813957866891739393,https://x.com/BreeRuto,No power in kitisuru since yesterday.... They were restored for an hour then blackout again!!!... Hii Ni nini,18-Jul
JOSEH,@Joseh__,"https://pbs.twimg.com/media/GSx0fReXgAAZaq9?format=jpg&name=large, https://pbs.twimg.com/media/GSx0fReXgAAZaq9?format=jpg&name=large",3,2,,82,https://x.com/Joseh__/status/1813952840509059324,https://x.com/Joseh__,"@KenyaPower_Care  your USSD isn't working I have been contacting you for some time now without success 
Kindly, we're experiencing a Blackout 
@KenyaPower 
Hatutaingia online Sasa?",18-Jul
Dorcas Nyachihi,@NyachihiDorcas,,,,2,94,https://x.com/NyachihiDorcas/status/1813952614138343576,https://x.com/NyachihiDorcas,@KenyaPower_Care blackout Foward Close AC 24304206,18-Jul
Anonymous,@XIREMAJ,https://pbs.twimg.com/media/GSxz4GWXcAAQeQc?format=jpg&name=large,1,1,1,49,https://x.com/XIREMAJ/status/1813952202290971122,https://x.com/XIREMAJ,"@KenyaPower_Care  your USSD isn't working I have been contacting you for some time now without success 
Kindly, we're experiencing a Blackout 
@KenyaPower 
Hatutaingia online Sasa?",18-Jul
Dorcas Nyachihi,@NyachihiDorcas,,,,,10,https://x.com/NyachihiDorcas/status/1813756297084653738,https://x.com/NyachihiDorcas,@KenyaPower_Care blackout Foward Close AC 24304206,18-Jul
Riako David KE,@david_riako,,,,,21,https://x.com/david_riako/status/1813630408191340889,https://x.com/david_riako,"@KenyaPower_Care @kisiicounty 
What is this issue which can't be solve once and for all at Nyamataro kisii ? At 8pm we must have blackout and it really inconvenience alot. @KenyaPower_Care kisii find us permanent solution and it shouldn't be that frequently please.",17-Jul
Joyce Mgendi,@shisunu,,,,1,30,https://x.com/shisunu/status/1813607309467369857,https://x.com/shisunu,@KenyaPower_Care we have a blackout kindly sort us out acc no. 01450475114,17-Jul
Christine Kavinya,@KavinyaKristin,,,,1,38,https://x.com/KavinyaKristin/status/1813606327014637933,https://x.com/KavinyaKristin,"We are in blackout 22213114311
Miwani.Machakos teachers 
College Road Mwanzo .",17-Jul
Pheonah Hans.,@Pheonah24,,,1,2,135,https://x.com/Pheonah24/status/1813595667304181966,https://x.com/Pheonah24,Kindly check on kasarani sunton chieko... blackout since Sunday.,17-Jul
BareMinimumIsRutoMustGo,@abigailtey,,,,3,423,https://x.com/abigailtey/status/1813580488063463484,https://x.com/abigailtey,We’ve been experiencing a full day blackout yet we aren’t listed - Kyumbi (St Teresa Delima),17-Jul
lyniet gacheri,@lynsheri3,,,1,3,784,https://x.com/lynsheri3/status/1813504360384483474,https://x.com/lynsheri3,"Kasarani sportview estate, 24hrs of blackout. Not to mention frequent blackouts for the last 2months...",17-Jul
Nyambura Beatrice,@beatricekuhutha,,,,,32,https://x.com/beatricekuhutha/status/1813482494831796380,https://x.com/beatricekuhutha,"@KenyaPower_Care there is a power blackout in umoja 2 estate along moi drive
A kplc truck came on Monday the staff with kplc overalls went to the transformer removed fuse we don't have power
I reported on Monday power was restored
I reported here last night after the power black",17-Jul
Martha Bonareri,@bona_amari,,,,2,30,https://x.com/bona_amari/status/1813465832304803974,https://x.com/bona_amari,"@KenyaPower_Care there a blackout in Kilimani, acc.562553. kindly look into it.",17-Jul
Ti Ng'ang'a,@cgachichio,,,,3,24,https://x.com/cgachichio/status/1813278585857450028,https://x.com/cgachichio,"@KenyaPower_Care 
Day 2 in blackout...Tinganga Kiambu a/c 44465367",16-Jul
The fool.,@AbonyoBilly,,,,1,28,https://x.com/AbonyoBilly/status/1813154756744843290,https://x.com/AbonyoBilly,How do you update token in an arae where blackout has been there for 2 years,16-Jul
Purity,@Purity97702945,,,,1,372,https://x.com/Purity97702945/status/1813076578789654538,https://x.com/Purity97702945,Meru igembe north laare blackout since yesterday morning,16-Jul
Nyamisa Chelagat,@Nyamisa_Chela,,,1,2,240,https://x.com/Nyamisa_Chela/status/1813072994883059985,https://x.com/Nyamisa_Chela,@KenyaPower_Care blackout at 7am? We know what you are doing,16-Jul
Polaris,@Polaris_883,,,,1,332,https://x.com/Polaris_883/status/1813066443275092389,https://x.com/Polaris_883,"power blackout in Shiranga area, Njiru Ward, Nairobi for the past one week, filled the complaint but still nothing",16-Jul
XialinNoir,@ShalinGitari,,,,2,323,https://x.com/ShalinGitari/status/1813054316539769065,https://x.com/ShalinGitari,Why do I keep on having blackout every single day in the house @KenyaPower_Care this is getting tiring every single time and I am not in one of these areas you mentioned fix this problem kindly its irritating meter number 54607817373,16-Jul
Charles Mwalimu,@Mathuva_MCM,,,,,36,https://x.com/Mathuva_MCM/status/1812909872658485683,https://x.com/Mathuva_MCM,@KenyaPower_Care we are experiencing power blackout at some houses in Peniel Estate Kitengela,15-Jul
Anthony.M,@anthony08544175,,2,,1,161,https://x.com/anthony08544175/status/1812886035145122087,https://x.com/anthony08544175,@KenyaPower_Care @KenyaPower BLACKOUT on a/c 54601713156 since morning.I have raised two tickets in the morning and evening.Kindly do the needful.,15-Jul
Specter Ross,@deno254,,,,,18,https://x.com/deno254/status/1812877845133205677,https://x.com/deno254,@KenyaPower_Care 6 days blackout in  Dagoretti near Gitiba Pri Sch area yet no response on whats going on a/c 37176914200 pls look into it,15-Jul
kevin obote,@obote_kevin,,,,1,81,https://x.com/obote_kevin/status/1812820279074148433,https://x.com/obote_kevin,"@KenyaPower_Care
kindly look at this outage issue on Mtr: 37172713010 , since 12th July 2024 , there has been a blackout.  Kindly assist",15-Jul
phoenix,@ndinda_k,,,,,27,https://x.com/ndinda_k/status/1812758325315928229,https://x.com/ndinda_k,Hi. No scheduled maintenance in kite and yet there's no power. Every week there's blackout. What's not working?,15-Jul
BonesM1,@BonieM1,,,,1,12,https://x.com/BonieM1/status/1812711239166160978,https://x.com/BonieM1,@KenyaPower_Care  Send your team to restore power. Blackout 12 hours now A/C  46201197301 ticket number 11554981. Your speedy response is highly appreciated,15-Jul
D-Man,@Thee_Ngich,,,,1,217,https://x.com/Thee_Ngich/status/1812674442922750276,https://x.com/Thee_Ngich,"@KenyaPower_Care we have a blackout in our area, Thogoto, all the way to TTC. Please fix asap and here is the ref no. 115555806",15-Jul
Charles Mwalimu,@Mathuva_MCM,,,,,36,https://x.com/Mathuva_MCM/status/1812909872658485683,https://x.com/Mathuva_MCM,@KenyaPower_Care we are experiencing power blackout at some houses in Peniel Estate Kitengela,15-Jul
Anthony.M,@anthony08544175,,2,,1,161,https://x.com/anthony08544175/status/1812886035145122087,https://x.com/anthony08544175,@KenyaPower_Care @KenyaPower BLACKOUT on a/c 54601713156 since morning.I have raised two tickets in the morning and evening.Kindly do the needful.,15-Jul
Specter Ross,@deno254,,,,,18,https://x.com/deno254/status/1812877845133205677,https://x.com/deno254,@KenyaPower_Care 6 days blackout in  Dagoretti near Gitiba Pri Sch area yet no response on whats going on a/c 37176914200 pls look into it,15-Jul
kevin obote,@obote_kevin,,,,1,81,https://x.com/obote_kevin/status/1812820279074148433,https://x.com/obote_kevin,"@KenyaPower_Care
kindly look at this outage issue on Mtr: 37172713010 , since 12th July 2024 , there has been a blackout.  Kindly assist",15-Jul
phoenix,@ndinda_k,,,,,27,https://x.com/ndinda_k/status/1812758325315928229,https://x.com/ndinda_k,Hi. No scheduled maintenance in kite and yet there's no power. Every week there's blackout. What's not working?,15-Jul
BonesM1,@BonieM1,,,,1,12,https://x.com/BonieM1/status/1812711239166160978,https://x.com/BonieM1,@KenyaPower_Care  Send your team to restore power. Blackout 12 hours now A/C  46201197301 ticket number 11554981. Your speedy response is highly appreciated,15-Jul
D-Man,@Thee_Ngich,,,,1,217,https://x.com/Thee_Ngich/status/1812674442922750276,https://x.com/Thee_Ngich,"@KenyaPower_Care we have a blackout in our area, Thogoto, all the way to TTC. Please fix asap and here is the ref no. 115555806",15-Jul
XialinNoir,@ShalinGitari,,,,2,231,https://x.com/ShalinGitari/status/1812650934083715449,https://x.com/ShalinGitari,"Hello ,there's a blackout in my area kindly look it up 54607817373",15-Jul
MB,@KE_MikeDev,,,1,1,123,https://x.com/KE_MikeDev/status/1812569784090771796,https://x.com/KE_MikeDev,"@KenyaPower_Care Hi we're in a blackout at Kibos Kisumu, acc no. 21557277",14-Jul
Elmad GILA,@Lmad7684,,,,1,80,https://x.com/Lmad7684/status/1812556157984153911,https://x.com/Lmad7684,@KenyaPower_Care @KenyaPower What’s wrong with line serving this AC: 39840440? For the last two weeks our area can’t have power for more than one day before experiencing blackout. Kindly sort this once and for all. It’s becoming too much.,14-Jul
Mathew Kiprop,@MathewK65989108,,,,1,38,https://x.com/MathewK65989108/status/1812554533681144280,https://x.com/MathewK65989108,"@KenyaPower_Care Hello, Banda to Chepsonoi line in blackout for almost 3 hours now. Kindly help restore before 10 pm. Thank you.",14-Jul
Rahma Idd,@Swt_Rahma,,,1,,82,https://x.com/Swt_Rahma/status/1812416232710127745,https://x.com/Swt_Rahma,"@KenyaPower_Care Dear Kenya Power Customer Service,I am writing to express my concern regarding the persistent power blackout issues we have been experiencing in  Tiwi Mwachema. Since friday we have no power and nothing has been done despite calling Kplc ukunda.",14-Jul
Arthur mapogo,@mapogo5150,,,,,22,https://x.com/mapogo5150/status/1812376268832133191,https://x.com/mapogo5150,"@KenyaPower_Care , we are currently experiencing a blackout in quickmart, kikuyu road, waithaka. Meter no 54607161814",14-Jul
Oliver,@oliver_yeh572,,,,1,55,https://x.com/oliver_yeh572/status/1812374196573331627,https://x.com/oliver_yeh572,Hello...we have been experiencing blackout since last night around Meru university and it's environs..kindly assist,14-Jul
Fk,@FShirekuli,,,,,9,https://x.com/FShirekuli/status/1812365688612208915,https://x.com/FShirekuli,"We raised a complain under reference number 11548763 , meter number 14140631293. Since Friday we have been having blackout in Greenfields phase six Nairobi.This is not fair keeping in mind that our foodstuffs are spoiling .",14-Jul
zKm,@ZNakitare,,,,,35,https://x.com/ZNakitare/status/1812364058974200251,https://x.com/ZNakitare,But kuna blackout in Khwisero and it's not on the list,14-Jul
Jim The Lion,@otijamoh,,,,,35,https://x.com/otijamoh/status/1812197158927712638,https://x.com/otijamoh,Nowadays u just bring blackout even on a weekend without notice,13-Jul
Fk,@FShirekuli,,,,,2,https://x.com/FShirekuli/status/1812196106735886503,https://x.com/FShirekuli,"@KenyaPower_Care we have a blackout from yesterday in Donholm greenfields estate phase 6, what is happening?",13-Jul
Mwalimu_Nick,@nickmwalimu1,,,1,1,778,https://x.com/nickmwalimu1/status/1812192214589600200,https://x.com/nickmwalimu1,"Kindly note that a section of Umoja 3 around Superloaf Primary has experienced blackout for a week now. No action despite the calls from the residents. We have children, businesses and hard economy...",13-Jul
Edom-N,@Edom_ON18,,,,,47,https://x.com/Edom_ON18/status/1812182818640003551,https://x.com/Edom_ON18,"KPLC under JOSEPH SIROR is a complete circus!!
A human brain has evolved over the years in such a way that common sense dictates one that YOU CAN'T by any means subject consumers to a blackout on a WEEKEND!!!!
In my heart I strongly believe KPLC offices will be occupied soon!!",13-Jul
Loyal Kenyan,@loyal_kenyan,,,,,78,https://x.com/loyal_kenyan/status/1812165700875681871,https://x.com/loyal_kenyan,@KenyaPower_Care kindly note with concern areas within Alsops and GSU Drivein Logistic section flats been on blackout frm yesterday 4pm until now. Pls restore asap. #Kenyapower #powerblackout #Alsops #Kware #MukuruDarkestHour,13-Jul
KING JAMES 4,@mainajameskuria,,,,1,14,https://x.com/mainajameskuria/status/1812151431039734234,https://x.com/mainajameskuria,@KenyaPower_Care What is this blackout??,13-Jul
KING JAMES 4,@mainajameskuria,,,,1,14,https://x.com/mainajameskuria/status/1812151431039734234,https://x.com/mainajameskuria,@KenyaPower_Care What is this blackout??,13-Jul
Moses_A.r.t,@MosesArt3,,,,,12,https://x.com/MosesArt3/status/1812131285504049523,https://x.com/MosesArt3,Kindly assist us we have a blackout in kamulu estate our metre number 87032490,13-Jul
Kimberley Riziki,@KimberleyRiz,,,,2,23,https://x.com/KimberleyRiz/status/1812108314085392706,https://x.com/KimberleyRiz,"@KenyaPower_Care blackout in Ruaka, Mulberry Court Apartments and environs, any update?",13-Jul
Christopher Mboya,@ChrisMboya,"https://pbs.twimg.com/media/GSXGJS-XsAA-rwG?format=png&name=900x900, https://pbs.twimg.com/media/GSXGJS-XsAA-rwG?format=png&name=900x900",,,2,30,https://x.com/ChrisMboya/status/1812072325245731205,https://x.com/ChrisMboya,@KenyaPower_Care Still in blackout 6 days later,13-Jul
Paul Njihia,@paulnjihia,,,,2,42,https://x.com/paulnjihia/status/1812062397231714397,https://x.com/paulnjihia,@KenyaPower_Care power blackout for the last three days. ruiru matangi stage called preri next to preri academy account number 37164168264,13-Jul
Kenyan.draft.ke,@KovuMwas254,,,,,23,https://x.com/KovuMwas254/status/1812061150705500274,https://x.com/KovuMwas254,@KenyaPower_Care hey there have been a blackout in katangi machakos since yesterday afternoon please kindly assist.,13-Jul
Stanley Ndono,@archymaseno,,,,3,26,https://x.com/archymaseno/status/1812031791517061479,https://x.com/archymaseno,"@KenyaPower_Care 3 days and counting, in total blackout for this meter #37167716564. It does not make sense anymore. do your thing asap.",13-Jul
Jim The Lion,@otijamoh,,,,1,34,https://x.com/otijamoh/status/1812023611483414678,https://x.com/otijamoh,@KenyaPower_Care why are we experiencing power blackout on a Saturday morning when there wasn't a scheduled list in Everestpark Aparts & environs in Athirive Mombasa rd  area,13-Jul
Chemical ugaska,@ugaska_che73426,,,,,2,https://x.com/ugaska_che73426/status/1812010684026061040,https://x.com/ugaska_che73426,@KenyaPower_Care kindly assist blackout from friday at 4:30 upto now account no 2385615,13-Jul
Japhar Barasa,@JapharAnderson,,,,1,65,https://x.com/JapharAnderson/status/1812001470012645415,https://x.com/JapharAnderson,Nairobi kayole junction.chemichemi street we're in blackout since yesterday. Kenya power wake up please,13-Jul
Wycliffe Osoro,@yclfosoro,,,,,24,https://x.com/yclfosoro/status/1811992200319848452,https://x.com/yclfosoro,Why are you lying to us that youre going to restore power. 4 days blackout seems fine to you. Na calls hamchukui 14234698265 meter number.,13-Jul
Mr B,@BecahAntique,,,,,13,https://x.com/BecahAntique/status/1811989418149867961,https://x.com/BecahAntique,"Hi, day 3 of us still in blackout  @KenyaPower_Care.   Meter Number: 14271944952.",13-Jul
Nyandia Ndiho,@nyandiaswahi,,,,1,10,https://x.com/nyandiaswahi/status/1811967416785596747,https://x.com/nyandiaswahi,@KenyaPower_Care we have a blackout in our area. Ac 38315560,13-Jul
Kiunga Dakwell,@KDakwell,,,,1,387,https://x.com/KDakwell/status/1811853614320877975,https://x.com/KDakwell,"Hello ,we are on total blackout in likoni vijiweni mombasa.please help meter number 14469069588",12-Jul
Thee Dutchess of Khwisero1,@DebrahMakabirah,,,,,8,https://x.com/DebrahMakabirah/status/1811823634727542876,https://x.com/DebrahMakabirah,@KenyaPower_Care hallo kindly restore power in Khwisero.  My moms vigil is being disrupted by the blackout. Restore power in Khwisero kindly.,12-Jul
Justin Ambani,@justin_ambani,,1,1,,71,https://x.com/justin_ambani/status/1811789469038592123,https://x.com/justin_ambani,We the residents of Mumbaka and imulembo in Kakamega County we have not receive support from your team since Wednesday despite submitting our complain to your officers of power blackout.,12-Jul
Doris,@Doris58184861,,,,,8,https://x.com/Doris58184861/status/1811788131860942850,https://x.com/Doris58184861,We've been on blackout since last week in Kinoo. Surely?????what's up,12-Jul
SYLVIA ATEMA,@SylviaAtema,,,,,13,https://x.com/SylviaAtema/status/1811735496915063097,https://x.com/SylviaAtema,Here in kinoo mama ngina its been one week blackout,12-Jul
Specter Ross,@deno254,,,,4,34,https://x.com/deno254/status/1811733615044112771,https://x.com/deno254,@KenyaPower_Care blackout in  Dagoretti near Gitiba Pri Sch area since yesterday a/c 37176914200 pls look into it.,12-Jul
Tessyy,@Tessyy_olive,,,,1,25,https://x.com/Tessyy_olive/status/1811685320636739905,https://x.com/Tessyy_olive,@KenyaPower_Care Kindly restore power in Matasia. There has been an outage since 7 in the morning and we are relying on electricity to work. There is no planned outage in this area and its environs yet we have a blackout. Account number is 32705642.,12-Jul
SYLVIA ATEMA,@SylviaAtema,,,,,13,https://x.com/SylviaAtema/status/1811735496915063097,https://x.com/SylviaAtema,Here in kinoo mama ngina its been one week blackout,12-Jul
Specter Ross,@deno254,,,,4,34,https://x.com/deno254/status/1811733615044112771,https://x.com/deno254,@KenyaPower_Care blackout in  Dagoretti near Gitiba Pri Sch area since yesterday a/c 37176914200 pls look into it.,12-Jul
Tessyy,@Tessyy_olive,,,,1,25,https://x.com/Tessyy_olive/status/1811685320636739905,https://x.com/Tessyy_olive,@KenyaPower_Care Kindly restore power in Matasia. There has been an outage since 7 in the morning and we are relying on electricity to work. There is no planned outage in this area and its environs yet we have a blackout. Account number is 32705642.,12-Jul
MR GOOD VIBES,@BwireEstaban,,,1,1,86,https://x.com/BwireEstaban/status/1811647881960472974,https://x.com/BwireEstaban,And what is happening in njiru kasarani kuna Blackout,12-Jul
Justin Ambani,@justin_ambani,,,,,16,https://x.com/justin_ambani/status/1811526556185157786,https://x.com/justin_ambani,Our area has experience blackout for 3 days.Non of your officers has come to help us despite raising our complain to them.,12-Jul
Mr B,@BecahAntique,,,1,,43,https://x.com/BecahAntique/status/1811497250368962740,https://x.com/BecahAntique,"Hi, we're in blackout  @KenyaPower_Care.  The issue had stopped for a while but it has started recurring lately. Meter Number: 14271944952.",11-Jul
Mwalimu Mfanyibiashara,@gkuria01,,,,,33,https://x.com/gkuria01/status/1811461323613425826,https://x.com/gkuria01,@KenyaPower_Care Kiambu town is experiencing a blackout. Kindly restore power soonest,11-Jul
Deborah Dzuya,@DeborahDzuya,,,,,36,https://x.com/DeborahDzuya/status/1811459655203233812,https://x.com/DeborahDzuya,@KenyaPower_Care We have had a blackout for days. You have not responded to our calls. We are at Mirema Road opposite Safari Park Gardens. When are you going to restore power? We are counting loses.,11-Jul
Karanja Simon,@engkaranja,,,,,36,https://x.com/engkaranja/status/1811448157990994273,https://x.com/engkaranja,@KenyaPower_Care blackout in a section of Kiambu town. Mtr:14228958402 kindly resolve asap,11-Jul
Chemical ugaska,@ugaska_che73426,,,,1,11,https://x.com/ugaska_che73426/status/1811435015344882003,https://x.com/ugaska_che73426,@KenyaPower_Care kindly advice still we are on blackout  account no  2385615,11-Jul
