Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
Sonii Ndung'u,@Soniisugar,@KenyaPower Hey. We don't have power in Madaraka. Please assist.,27-Sep-16,,,,https://x.com/Soniisugar,https://x.com/Soniisugar
Humpho M,@Humphoblue,@KenyaPower You can pretend to be mute.....no power on 2751030-01 account. @KenyaPower_Care wake up!!,26-Oct-16,,,1,https://x.com/Humphoblue,https://x.com/Humphoblue
Kwaela News Network,@KwaelaDotCom,"@KenyaPower  to put up sh300m to boost power supply in Wundanyi

 http://kwaela.com/kenya-power-to-put-up-sh300m-to-boost-power-supply-in-wundanyi/…",27-Sep-16,,1,,https://x.com/KwaelaDotCom,https://x.com/KwaelaDotCom
DAVID KIANA,@Davi_kiana,@KenyaPower why these power outages in migori county? Right now no power,22-Sep-16,,,,https://x.com/Davi_kiana,https://x.com/Davi_kiana
Kemphi Novelas,@kemphi_novelas,"@KenyaPower we need power guys, we can't miss our favorite show! 
#ForevermoreOnKTNKenya https://x.com/vivian_aliv/st/vivian_aliv/status/791299162234953729…",26-Oct-16,1,1,1,https://x.com/kemphi_novelas,https://x.com/kemphi_novelas
Bijay Shah (Dubai),@bijayshah,"@KenyaPower @KenyaPower_Care I have lost power at my residence in general mathenge
A/C 0095987/01/1870/11/11/254B",24-Oct-16,,,1,https://x.com/bijayshah,https://x.com/bijayshah
Beth,@bkoskei,@KenyaPower @KenyaPower_Care we have power issues on account 14140157141 and our surrounding neibours have power. Kindly assist,29-Sep-16,,,,https://x.com/bkoskei,https://x.com/bkoskei
nomadic-kenyan,@nomadickenyan,@KenyaPower @KenyaPower_Care 14140979569. No power. Intermittent cuts. Can't work. Help?,28-Oct-16,,1,1,https://x.com/nomadickenyan,https://x.com/nomadickenyan
Eng. J. N. Opany.,@nyaisangajo,@KenyaPower @KenyaPower_Care we are having power outages that is very risky. Power coming on and off. Naivasha rd. In kawangware area.,25-Oct-16,,,1,https://x.com/nyaisangajo,https://x.com/nyaisangajo
Kavilanì,@fcarstone,@kenyapower when will we ever have stable power with/out rains?,24-Oct-16,,,,https://x.com/fcarstone,https://x.com/fcarstone
Nahodha,@onesyoki,@KenyaPower is there a power maintance schedule around Nairobi west?,21-Oct-16,,,,https://x.com/onesyoki,https://x.com/onesyoki
Armani,@AremanPeter,@KenyaPower we no power since yesterday.. Bought tokens. No reply from your side.  14140131849. That is my meter Namba.,2-Nov-16,,,,https://x.com/AremanPeter,https://x.com/AremanPeter
Retreat Rehab Centre,@TheRetreatRehab,@KenyaPower the account number is 312329-02. Phone 0715003150. Still no power since yesternight.,18-Oct-16,,,,https://x.com/TheRetreatRehab,https://x.com/TheRetreatRehab
Retreat Rehab Centre,@TheRetreatRehab,"@KenyaPower  we have not had power since yesternight. Redhill area, The Retreat Rehab. Next to St. Julians. Kindly assist.",18-Oct-16,,,,https://x.com/TheRetreatRehab,https://x.com/TheRetreatRehab
Tukero Ole Kina,@Oltipipini,@KenyaPower Happening now along Heron Road Off Lamu Road. Now we have no power along Golf Course Drive.,25-Aug-16,,,,https://x.com/Oltipipini,https://x.com/Oltipipini
Mwatha Kinyua,@MKinyua53,@kenyapower @kenyapower_care no power at 14235234961 the whole day today,14-Sep-16,,,1,https://x.com/MKinyua53,https://x.com/MKinyua53
Kelvis Ghali Andrew,@Kellyghali,@KenyaPower power outage at Kawangware area from 6am,4-Sep-16,,,1,https://x.com/Kellyghali,https://x.com/Kellyghali
Kevin Mmbaya,@kevmmbaya,@KenyaPower act no37174668899 no power for the last two days reported to Mbale kenya power office though no responce from them.kindly advice,30-Aug-16,,,1,https://x.com/kevmmbaya,https://x.com/kevmmbaya
Akinyi Okinyo,@akinyiMCokinyo,day 34 without power. ref no 2893852 & 2915806 @BenChumo this is so unfair @ConsumersKenya @KenyaPower_Care,17-Sep-16,,4,4,https://x.com/akinyiMCokinyo,https://x.com/akinyiMCokinyo
Father Lengthy Appendages,@fatherlegzy,@kenyapower whats up with the isiolo electricity The power going out has brought business to a standstill here When will the power be back,25-Aug-16,,,1,https://x.com/fatherlegzy,https://x.com/fatherlegzy
Village Boy,@MunyokiJr,"@Kenyapower @Kenyapower_care no power since morning.  a,c 14242433-051",1-Sep-16,,,1,https://x.com/MunyokiJr,https://x.com/MunyokiJr
John Mae,@johnmae,@KenyaPower  we have power surges a/c 22120037449 checked mains the cable is melting see attached photo,15-Aug-16,,,1,https://x.com/johnmae,https://x.com/johnmae
Daniel Ominde,@IamOminde,@KenyaPower @KenyaPower_Care do I have to come and shout at your emergency office to get our power restored?,16-Aug-16,,,1,https://x.com/IamOminde,https://x.com/IamOminde
Tororey,@V_Tosh91,@KenyaPower whats up there is no power in parts of nandi since 1pm @kenyapower_care,18-Sep-16,,,1,https://x.com/V_Tosh91,https://x.com/V_Tosh91
JOY,@Joy_Wanyonyi,@KenyaPower @KenyaPower_Care Pls note power was restored to all buildings around except mine. A/c 4136287. Recurring problem too,8-Sep-16,,,1,https://x.com/Joy_Wanyonyi,https://x.com/Joy_Wanyonyi
James Ngwiri,@ngwiriharun,"@KenyaPower @KenyaPower_Care We have a power blackout now around Kahugu-ini area, Gatundu. My Ac is 3055028",17-Sep-16,,,1,https://x.com/ngwiriharun,https://x.com/ngwiriharun
Patrick Oketch,@KOketchpat,@kenyapower no power in wendani from 4am please do something,26-Aug-16,,,,https://x.com/KOketchpat,https://x.com/KOketchpat
theAtlas,@mwangikhimani,"@KenyaPower How can we have no power for 2 days in CbD with businesses that are dependent on power? 
Pls do something 201273",20-Aug-16,,,,https://x.com/mwangikhimani,https://x.com/mwangikhimani
James Ngwiri,@ngwiriharun,@KenyaPower @KenyaPower_Care  We have been without power since 2030hrs yesterday around Kahugu-ini Area Gatundu. My Ac is 3055028,11-Sep-16,,,1,https://x.com/ngwiriharun,https://x.com/ngwiriharun
Robert,@salg_ooh,@KenyaPower @KenyaPower_Care again we don't have power. Kirigiti 04215665961.. Why is this happening everyday at this hour??,26-Aug-16,,,1,https://x.com/salg_ooh,https://x.com/salg_ooh
Retreat Rehab Centre,@TheRetreatRehab,@KenyaPower we have been continuously experiencing power outage in our facility kindly. Acc 0312329-02.kindly act accordingly!,23-Aug-16,,,1,https://x.com/TheRetreatRehab,https://x.com/TheRetreatRehab
Ingutia Junior,@AIngutiaaggrey,@KenyaPower What happens here at Brigadier centre in Matunda where there's no power 24/7.is it switched off intentionally or what?,9-Sep-16,,,,https://x.com/AIngutiaaggrey,https://x.com/AIngutiaaggrey
Active254#,@Mugambii,"@KenyaPower @KenyaPower_Care hi advise on status of Ref no. 2885582 Kithaku Meru,power has been off since yesterday 9am",25-Aug-16,2,1,1,https://x.com/Mugambii,https://x.com/Mugambii
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower_Care  no power in Kitale @ConsumersKenya,12-Aug-16,,,1,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
boroinside,@here_is_patrick,@KenyaPower @KenyaPower_Care two power cables are dangling dangerously here at Njathaini along mwimuto-wangige.,23-Jul-16,,,1,https://x.com/here_is_patrick,https://x.com/here_is_patrick
T I S H,@Muzame_,@kenyapower @kenyapower_care l've paid twice for AC 37164505242 no power yet. What thing be it? 0721411480,5-Aug-16,,,1,https://x.com/Muzame_,https://x.com/Muzame_
Stone,@Kastonious,@KenyaPower power. https://x.com/kenyansam/stat/KenyanSam/status/755818146779521025…,21-Jul-16,,,1,https://x.com/Kastonious,https://x.com/Kastonious
Vick Muchiri,@VicksMe,@KenyaPower power outage next to Kitsuru substation in Gachie after a loud bang since 7pm. Help. The building is in darkness.,1-Aug-16,,1,,https://x.com/VicksMe,https://x.com/VicksMe
aura  for aura,@ThatGirlPenny,@KenyaPower Power is still yet to be restored!!! 48hours and counting https://x.com/kenyapower_car/KenyaPower_Care/status/752873585157480448…,12-Jul-16,,,,https://x.com/ThatGirlPenny,https://x.com/ThatGirlPenny
Chigs,@chigs_s,power returned at 4am and then now want to take it away already??? What nonsense is this!!!!!,28-Jun-16,,,,https://x.com/chigs_s,https://x.com/chigs_s
"𝐂𝐡𝐚𝐫𝐥𝐞𝐬 𝐌. 𝐖𝐚𝐰𝐞𝐫𝐮, 𝐇𝐒𝐂",@CharlesBhavik,@KenyaPower @KenyaPowerAlert @KenyaPower_Care Kindly resolve this power issue in Diani! We been having erratic outages since Wednesday!,8-Aug-16,,,1,https://x.com/CharlesBhavik,https://x.com/CharlesBhavik
newto,@newtojuma,@KenyaPower @KenyaPowerAlert @KenyaPower_Care we don't have power in imara and this is becomeing a nom what's happening,11-Aug-16,,,1,https://x.com/newtojuma,https://x.com/newtojuma
aura  for aura,@ThatGirlPenny,"@KenyaPower @KenyaPower_Care we have a blackout today, same as yesterday in Tena estate..is there power rationing???",11-Jul-16,,1,1,https://x.com/ThatGirlPenny,https://x.com/ThatGirlPenny
David Manza,@manzadavid2,"@KenyaPower how soon are you going to restore power back to us ,",6-Aug-16,,,1,https://x.com/manzadavid2,https://x.com/manzadavid2
Felix Kilonzo,@starkolix,@kenyapower wacheni kutuzoea.. Third day with no power,29-Jul-16,,,,https://x.com/starkolix,https://x.com/starkolix
Kagemah,@kagemah,@KenyaPower how long should we stay without power? Acc 393976-01 low voltage since yesterday noon,2-Aug-16,,,2,https://x.com/kagemah,https://x.com/kagemah
Kenny.,@wangai_kenny,"@KenyaPower @KenyaPower_Care What's going on guys , no power since jana . what's up?",24-Jul-16,,,1,https://x.com/wangai_kenny,https://x.com/wangai_kenny
Gitonga Nicholas,@wagitossh,@KenyaPower meter3677324-01 near gacharage junction no power for 2 days.... A pole was knocked down by a speeding vehicle please assist,23-Jul-16,,,,https://x.com/wagitossh,https://x.com/wagitossh
Kagemah,@kagemah,@KenyaPower how long should we stay without power? Acc 393976-01 low voltage since yesterday noon,2-Aug-16,,,2,https://x.com/kagemah,https://x.com/kagemah
Kenny.,@wangai_kenny,"@KenyaPower @KenyaPower_Care What's going on guys , no power since jana . what's up?",24-Jul-16,,,1,https://x.com/wangai_kenny,https://x.com/wangai_kenny
Gitonga Nicholas,@wagitossh,@KenyaPower meter3677324-01 near gacharage junction no power for 2 days.... A pole was knocked down by a speeding vehicle please assist,23-Jul-16,,,,https://x.com/wagitossh,https://x.com/wagitossh
Matheru Macharia,@Georgi_waYuni,"@KenyaPower kindly assist Metre 37174915639 no power since yesterday Isebania town.
Tel 0722244127",21-Jul-16,,,1,https://x.com/Georgi_waYuni,https://x.com/Georgi_waYuni
Sheila Chumo,@ms_chumo,is power back in Ruaka?,6-Aug-16,,,,https://x.com/ms_chumo,https://x.com/ms_chumo
john.njui,@jnjui,@KenyaPower no power in ruaka ACC NO 2432669-01 P kimani.,5-Jul-16,1,,1,https://x.com/jnjui,https://x.com/jnjui
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower_Care Kindly restore power in Kitale we are in blackout,10-Aug-16,,,1,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower_Care kindly restore power in Kitale! We are in darkness,2-Aug-16,,,1,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Sue'woo,@SuzieSueSuzanne,@KenyaPower no power in donholm. Fix it please @KenyaPower_Care,13-Jul-16,,,1,https://x.com/SuzieSueSuzanne,https://x.com/SuzieSueSuzanne
Salvador Agina,@SalvadorAgina,@KenyaPower power outtage 04202239937,23-Jun-16,,,,https://x.com/SalvadorAgina,https://x.com/SalvadorAgina
David Toywa,@davidtoywa,"@KenyaPower please check 3988873, low power all through evening.",20-Jun-16,,1,,https://x.com/davidtoywa,https://x.com/davidtoywa
Irate Ambassador,@Reccudo,@KenyaPower @KenyaPower_Care we've not had power in Embakasi Aviation area since yesterday morning. Kindly do something.,4-Jun-16,,,1,https://x.com/Reccudo,https://x.com/Reccudo
Dicki,@nicholasN30,@KenyaPower @KenyaPower_Care  Account number 0017906-01 havent had power since yesterday the Ref number is 2747440 surely with no feedback,3-Jun-16,,,2,https://x.com/nicholasN30,https://x.com/nicholasN30
Ezekiel Masitsa,@EMasitsa,@KenyaPower we have a power black out at Donholm ph8 Undugu court. Kindly assist. My is 3298450-01,10-Jun-16,1,,1,https://x.com/EMasitsa,https://x.com/EMasitsa
TheGerman,@EricErasturs,"@kenyapower @kenyapower_care Am watching ""How 2 Be Single"" but ur power interruptions are killing the plot. #Sobs",27-Jun-16,,,1,https://x.com/EricErasturs,https://x.com/EricErasturs
Endlessly_curious,@chimamy254,"@KenyaPower no power in Bamburi, Vescon n its environs since morning. Whatsup??",26-Jun-16,,,,https://x.com/chimamy254,https://x.com/chimamy254
Kuria Mwangi,@KuriawaMwangi01,@KenyaPower @KenyaPower_Care there is no power on a/c 14252238879 1> off desai road,27-Jun-16,,,1,https://x.com/KuriawaMwangi01,https://x.com/KuriawaMwangi01
Джеймс,@Jamesthou,@KenyaPower @KenyaPower_Care what is going on in kahawa sukari. Low power supply or on n off? Nkt@,16-Jun-16,,,1,https://x.com/Jamesthou,https://x.com/Jamesthou
Bitcoin_Simba,@Morray_Morris,@KenyaPower Hello since monday no power at Kitindo-Transami area near Taj Mall Please help!!,2-Jun-16,1,,1,https://x.com/Morray_Morris,https://x.com/Morray_Morris
simon mburu,@mansaimo,@KenyaPower thanks for solving our power problem. 14106802698,1-Jun-16,4,,,https://x.com/mansaimo,https://x.com/mansaimo
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower_Care  no power at Kitale kwa Gatua,24-Jun-16,,,1,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Ulopa Ngoma | SideBRecords,@ulopangoma,"@KenyaPower since Monday we have had blackouts, Tuesday and Wednesday no power completely, jana a few hrs then off,   cc @KenyaPower_Care",27-May-16,,,,https://x.com/ulopangoma,https://x.com/ulopangoma
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower_Care  no power in Kitale kwa Gatua cc @ConsumersKenya,22-Jun-16,,,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
carryme,@Itsmylane,"@KenyaPower @kenyapower_care Donholm harambee, no power whatsup!!",3-Jun-16,,,1,https://x.com/Itsmylane,https://x.com/Itsmylane
Ninoy Ninoir,@Ninour,@KenyaPower no power on Ralph bunche rd. Opal court. I need to warm the house for my infant child!,26-Jun-16,,,1,https://x.com/Ninour,https://x.com/Ninour
Njeru,@NjeruSamuel,"@KenyaPower @KenyaPower_Care there is no power in Kitale kwa Gatua, cc @ConsumersKenya",20-Jun-16,,,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Sam Odhiambo™,@sizzla_bounty,@KenyaPower no power from kasarani all along to kahawa,8-Jun-16,,,,https://x.com/sizzla_bounty,https://x.com/sizzla_bounty
Sauti ya Haki,@DicksonKitavi,so how long will it for you to restore power?,7-Jun-16,,,,https://x.com/DicksonKitavi,https://x.com/DicksonKitavi
james amayo,@amayoz,@KenyaPower hi any update on the Mt view power situation?still in darkness for 24 hrs now,27-Jun-16,,,1,https://x.com/amayoz,https://x.com/amayoz
Paul Njoga,@PaulNjoga1,"@KenyaPower @KenyaPower_Care Power blackout for over 24 hours in not fair at all
2105897-04.Quick response please",12-May-16,,,1,https://x.com/PaulNjoga1,https://x.com/PaulNjoga1
Binghi,@DanAlumasa,"@KenyaPower @KenyaPower_Care Hey, no power since Sunday morning in Zimmerman. What's happening? Mtr No. 14106652168",24-May-16,,,1,https://x.com/DanAlumasa,https://x.com/DanAlumasa
curvighel,@curvigal,@kenyapower @KenyaPower_Care it is unfair for all our complaints to be ignored. 6days without power is unacceptable,3-May-16,,,,https://x.com/curvigal,https://x.com/curvigal
Kaburu Mutuaruchiu,@MutuaPattoh,"@KenyaPower 
What time do you take to respond to a customers query? 
2 days now without power at 3335419-01
Other service lines have power.",23-May-16,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh
Kaburu Mutuaruchiu,@MutuaPattoh,"@KenyaPower 
Power in this 3335419-01 region is now history for two days now. 
Any assistance will be highly appreciated.",28-Apr-16,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh
Kaburu Mutuaruchiu,@MutuaPattoh,"@KenyaPower
Do you ever respond to our queries via twitter anymore? 
3335419-01 four days now without power. 
Issue a reference number pliz",25-May-16,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh
Eng. Mutuku R. M.,@mutukurich,@KenyaPower can i use the online forms to apply for power connection?,11-May-16,,,,https://x.com/mutukurich,https://x.com/mutukurich
Kaswi,@Kaswitweetybird,@KenyaPower @KenyaPower_Care No power in Imara Daima since last night. @ElijahMiano @SemeyianN,8-May-16,,1,,https://x.com/Kaswitweetybird,https://x.com/Kaswitweetybird
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower  no power in Kitale kwa Gatua cc @ConsumersKenya,12-May-16,,,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Kaburu Mutuaruchiu,@MutuaPattoh,"@KenyaPower
@KenyaPower_Care
We don't have power on 3335419-01 though the other service lines from the same transformer have power.",23-May-16,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh
"Mutinda, Joseph Mutisya",@JosephMutinda,@KenyaPower Trans ID: 1605071990762 You have sent 500Ksh to My Power in reference to account 14104455341 @AIRTEL_KE. Yet to receive token,5-May-16,,,1,https://x.com/JosephMutinda,https://x.com/JosephMutinda
Apudo Macharia,@barryblacks,"@KenyaPower ref number 2676505 no one has ever responded to our outcry since last week , just 7 house no power in buruburu phase 4 dakabuko",6-May-16,,,,https://x.com/barryblacks,https://x.com/barryblacks
Kieni Githinji,@KieniGithinji,@KenyaPower  @KenyaPower_Care how does it feel to stay 2days without power.. Even in your own backyard... Its all unexplained,7-May-16,,,1,https://x.com/KieniGithinji,https://x.com/KieniGithinji
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower_Care  Kindly note there is no Power in Kitale kwa Gatua,8-May-16,,,1,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Andrew Joe,@drews,@kenyapower ACCOUNT NUMBER 3356602-01 no poWER heeeeeelp,21-May-16,,,,https://x.com/drews,https://x.com/drews
Young At Heart,@jmmacharia,@KenyaPower @KenyaPower_Care Power to my house in Murang'a (Ac. No. 3766284-01) was cut but all bills are paid up. Please help to reconnect.,9-May-16,,,1,https://x.com/jmmacharia,https://x.com/jmmacharia
Elonia Musk,@elonia_musk,@KenyaPower @KenyaPower_Care  we have not had power since 5 a.m in the morning,18-May-16,,,1,https://x.com/elonia_musk,https://x.com/elonia_musk
Sir Davie,@davitez,@kenyapower We are experiencing power outage at Koiwa In Konoin pliz assist,3-May-16,,,,https://x.com/davitez,https://x.com/davitez
Cliff,@orimbacliff,"@Kenyapower Having power is a privilege, infact I can easily predict that tomorrow I will not have power. #NajihurumiaKuwaMtejaWenu",25-May-16,,,,https://x.com/orimbacliff,https://x.com/orimbacliff
nomadic-kenyan,@nomadickenyan,@KenyaPower @KenyaPower_Care power outage mombasa. What. Is. Happening???@ZainabDaham @coldtusker,5-May-16,,,2,https://x.com/nomadickenyan,https://x.com/nomadickenyan
isaac omondi opon,@itsisaacopon,@kenyapower @kenyapower_care  please get crious this is an emergency kenya power,22-Apr-16,,,1,https://x.com/itsisaacopon,https://x.com/itsisaacopon
isaac omondi opon,@itsisaacopon,@kenyapower this got to be seriouse no power in dominion farms ltd and whole of siaya for three days .we informed buh no responce.,22-Apr-16,1,,1,https://x.com/itsisaacopon,https://x.com/itsisaacopon
SidX® ツ,@sidneykiprop,@KenyaPower hey...after one sumbits the application form of consumer power supplyit takes how long for a feedback??,17-Apr-16,,,,https://x.com/sidneykiprop,https://x.com/sidneykiprop
Muraya,@xrismuraya,"@KenyaPower Can you guys work a little bit faster, we have been having power issues for the last 3 days in Imara and Sunrise Estates",12-Apr-16,,,1,https://x.com/xrismuraya,https://x.com/xrismuraya
James Ngwiri,@ngwiriharun,@KenyaPower @KenyaPower_Care Power blackout since 1700hrs around Kahugu-ini Gatundu.  My Ac no is 3055028,16-Apr-16,,,1,https://x.com/ngwiriharun,https://x.com/ngwiriharun
sheila wa Kenya,@ingaairu,@KenyaPower 3093215-01 has been credited by Ksh 698.00. MPESA Ref: KD19EK1M57...and then my power had been disconected plz explain,5-Apr-16,,,1,https://x.com/ingaairu,https://x.com/ingaairu
pineapple papi,@edu_mudi,"@kenyapower @kenyapower_care been having  these frequent power outages in kayole since thursday,what is  wrong",3-Apr-16,,,1,https://x.com/edu_mudi,https://x.com/edu_mudi
Arch. Nemesis,@kingmwangi,"@kenyapower @KenyaPower_Care I paid my power bill via MPesa on 4/4/16, no confirmation message still, MPesa ref. KD49FB394H. Kindly asssist",7-Apr-16,,,1,https://x.com/kingmwangi,https://x.com/kingmwangi
SidX® ツ,@sidneykiprop,@KenyaPower todays power outage was not on ur 7th April notice 4462841-01 @ConsumersKenya,10-Apr-16,1,,,https://x.com/sidneykiprop,https://x.com/sidneykiprop
Jaki Mebur,@Jepngetitch,"@KenyaPower , @KenyaPower_Care , No power since last week, REF 265950, your technicians have not showed up yet.",8-Apr-16,,,1,https://x.com/Jepngetitch,https://x.com/Jepngetitch
small dic,@Dick_Aseri,"@KenyaPower hello,there is no power in navakholo area..kakamega for a week now,account 3372270-01",14-Apr-16,,,1,https://x.com/Dick_Aseri,https://x.com/Dick_Aseri
Salim Kenyan,@EKOKWAOCHANGO,@Kenyapower Please assist there is a transformer that is burning in Majengo next to salvation Army church hence no power in parts of site,22-Apr-16,,,,https://x.com/EKOKWAOCHANGO,https://x.com/EKOKWAOCHANGO
Karugo Gathere™,@thesheef,@KenyaPower power outage in buruburu a/c no 01450421217,14-Apr-16,,,,https://x.com/thesheef,https://x.com/thesheef
Krushil Shah,@krushil,@KenyaPower @KenyaPower_Care power fluctuations on 5th parklands affecting electrical applications send team to verify,19-Apr-16,,,1,https://x.com/krushil,https://x.com/krushil
Dophly,@Dophly,@KenyaPower  Migori  town keeps having power blackout. What could be the problem?,24-Apr-16,,,1,https://x.com/Dophly,https://x.com/Dophly
Kuria Mwangi,@KuriawaMwangi01,@KenyaPower @KenyaPower_Care there has been no power since yesterday on a/c no 14252238879 1> just off desai road My no . is 0712239748,14-Apr-16,,,2,https://x.com/KuriawaMwangi01,https://x.com/KuriawaMwangi01
Edward,@EdwardAbwao,@KenyaPower @KenyaPower_Care @KenyaPowerAlert there is no power at 4003913#01. Please assist,17-Apr-16,,,1,https://x.com/EdwardAbwao,https://x.com/EdwardAbwao
Beaty Anju Wughanga,@BeatyAnju,@kenyapower  we need power back in kibra mashimoni ....ready kulipa token,27-Apr-16,,1,,https://x.com/BeatyAnju,https://x.com/BeatyAnju
Johnny Damiano,@damianizzle,@KenyaPower @KenyaPower_Care power outage in waithaka area since 4am. Please advice.,17-Apr-16,,,2,https://x.com/damianizzle,https://x.com/damianizzle
James Wakibia,@JamesWakibia,@KenyaPower is there a scheduled maintenance of power today in Nakuru cbd....dont ask for meter number,13-Apr-16,,,1,https://x.com/JamesWakibia,https://x.com/JamesWakibia
Salvador Agina,@SalvadorAgina,@KenyaPower several days later still no power despite numerous 04202239937. Why should people bribe to have power back?,15-Mar-16,,,,https://x.com/SalvadorAgina,https://x.com/SalvadorAgina
Stephen Simiyu,@Massafu,@KenyaPower & @KenyaPower_Care.  It has stopped raining now. Kindly restore power in Ruaka now!,3-Apr-16,,,1,https://x.com/Massafu,https://x.com/Massafu
Alwayscreatin,@TTBrayo,"@KenyaPower no power in Kiharu, Murang'a since saturday evening. What is wrong??",7-Mar-16,,1,1,https://x.com/TTBrayo,https://x.com/TTBrayo
Kennnnyyyyy,@KenKyro,@KenyaPower no power in Imara Daima every Sunday ..is this power rationing ?,20-Mar-16,,,1,https://x.com/KenKyro,https://x.com/KenKyro
Nyar_teso,@mama_kwame,@KenyaPower power outage some parts of Kinoo & Regen. What's happening? Its sad to see my neighbour has power and I am sitting in darkness,17-Mar-16,1,,1,https://x.com/mama_kwame,https://x.com/mama_kwame
Alela Asila,@AlelaTheMC,"@KenyaPower There's a power blackout @ A/C no. 01450363039. A transformer just blew up
cc @KenyaPower_Care @KenyaPowerAlert",1-Mar-16,,,1,https://x.com/AlelaTheMC,https://x.com/AlelaTheMC
DIDI,@Didi_kings,@KenyaPower this wld explain why no one bothers looking into the daily power outages in tassia area inhouse dealings https://x.com/evansojuale/st/evansojuale/status/708723134283845632…,12-Mar-16,,,1,https://x.com/Didi_kings,https://x.com/Didi_kings
Kaswi,@Kaswitweetybird,@KenyaPower Imara daima suffers every Sunday form power rationing from 9-5pm. What maintenance is this?,20-Mar-16,,,1,https://x.com/Kaswitweetybird,https://x.com/Kaswitweetybird
Kaburu Mutuaruchiu,@MutuaPattoh,"@KenyaPower We don't have power for the last 12hrs now, kindly assist. 
A/C No. 3335419-01Meru County",7-Mar-16,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh
Shi Ndirangu,@gypsy_shi,"@KenyaPower please advise on kileleshwa, kieni road area, not on your list and power has been out since last night",1-Apr-16,,,1,https://x.com/gypsy_shi,https://x.com/gypsy_shi
Dr. Kirimi (PhD),@DrKirimiWanjagi,@KenyaPower 2 weeks ago I paid all outstanding balances. Today I have an outstanding balance of 4k and my business has no power - how?????,23-Mar-16,,,,https://x.com/DrKirimiWanjagi,https://x.com/DrKirimiWanjagi
Accept & Move on.,@Endwese,@kenyapower No power in Nyamira since last night. Assit. Landmark: Near Nyamira Hospital/KMTC. @KenyaPower_Care,25-Mar-16,,,1,https://x.com/Endwese,https://x.com/Endwese
Syoks,@faith_syoks,"@KenyaPower cc @KenyaPower_Care please assist, we don't have power in Tena. Mt.no 14106946669.Hii sasa ni kutuzoea.",23-Mar-16,,,,https://x.com/faith_syoks,https://x.com/faith_syoks
Wangui_Wambugu,@Wangui__Wambugu,@KenyaPower no power in Komarock please help,28-Mar-16,,,,https://x.com/Wangui__Wambugu,https://x.com/Wangui__Wambugu
Rono Alfred,@kipkoriralf,"@KenyaPower @FMNRHub This is Katulani in Matuu, Yatta Sub-County. The trees have been felled to give way for power lines.",10-Mar-16,,,2,https://x.com/kipkoriralf,https://x.com/kipkoriralf
Dj Ranking Izzoh,@rankingizzoh,"@KenyaPower your men were replacing post yesterday during the day but when powered on power,3 flats didn't get power.",1-Apr-16,,,,https://x.com/rankingizzoh,https://x.com/rankingizzoh
Salim,@salimohd00,@KenyaPower lol we dont have power to stay inside  @TheStarKenya  http://the-star.co.ke/news/2016/03/18/coast-residents-urged-to-stay-indoors-from-12pm-3pm-as-temperatures_c1316112?platform=hootsuite…,19-Mar-16,,,,https://x.com/salimohd00,https://x.com/salimohd00
Kate Kate Ibukun,@KateIbukun,@KenyaPower Thanks for restoring power in Langata. That was fast considering the incident has happened at almost 7,30-Mar-16,,,,https://x.com/KateIbukun,https://x.com/KateIbukun
Brandon Jones,@mbjones,@KenyaPower according to this power was to be restored at 3. It’s now 430 and no power. When will it be back?,23-Mar-16,,,1,https://x.com/mbjones,https://x.com/mbjones
Miss Njoroge,@phlownjoroge,@kenyapower we have no power I.e some parts of Njiru from around 6;30pm...whats the problem?,21-Mar-16,,,,https://x.com/phlownjoroge,https://x.com/phlownjoroge
T I S H,@Muzame_,@kenyapower @kenyapower_care hey no power whole of Vihiga south since yesterday!,11-Feb-16,,,1,https://x.com/Muzame_,https://x.com/Muzame_
JAMES NDUNG'U,@JAMESNDUNGU6,@KenyaPower power is back,14-Feb-16,,,1,https://x.com/JAMESNDUNGU6,https://x.com/JAMESNDUNGU6
JAMES NDUNG'U,@JAMESNDUNGU6,"@KenyaPower power outage for account no. 22119838633, please act",14-Feb-16,,,1,https://x.com/JAMESNDUNGU6,https://x.com/JAMESNDUNGU6
DAVID KIANA,@Davi_kiana,@KenyaPower how is that helping us to bridge the power gap,19-Feb-16,,,,https://x.com/Davi_kiana,https://x.com/Davi_kiana
