Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
Nyanamba David,@DavidNyanamba,What are the steps of updating meter token please help,22-Jun,,,,https://x.com/DavidNyanamba,https://x.com/DavidNyanamba
"Joe Nyamai (MCIPS, MKISM)",@NyamaiKE,@KenyaPower_Care i can't load token whats up? 37194163129,22-Jun,,,1,https://x.com/NyamaiKE,https://x.com/NyamaiKE
__.Nesta,@_____nesta,"@KenyaPower_Care hi,I've bought tokens but when entering they say rejected and haven't used them kindly assist meter no:57100271931",22-Jun,,,2,https://x.com/_____nesta,https://x.com/_____nesta
Mr.Okumu,@okumu_ke,@KenyaPower_Care I have paid tokens for the meter number 37193917053 but yet to receive the units return message. Act accordingly.,22-Jun,1,,1,https://x.com/okumu_ke,https://x.com/okumu_ke
nakamsaahii,@nakamsaahii,"I bought tokens on Thursday sijazipata bado
I've sent several DMs",22-Jun,,,1,https://x.com/nakamsaahii,https://x.com/nakamsaahii
David Mulwa,@damumbe,Metre No.14272876096 . I have tried loading tokens but it's it's showing rejected. kindly check,22-Jun,1,,3,https://x.com/damumbe,https://x.com/damumbe
Dangote,@JamesMu73647618,"Hi @KenyaPower_Care , could you share the update and reset codes for my meter 01450138092, I bought tokens today and they are being rejected.",22-Jun,,,1,https://x.com/JamesMu73647618,https://x.com/JamesMu73647618
Patrick Okoth,@Patrick53421750,"Hello...I bought my tokes mtr no. 54403508135 and I'm also supposed to update my meter, yet I haven't received my tokens. How do I go about this",22-Jun,,,,https://x.com/Patrick53421750,https://x.com/Patrick53421750
Edmund Aming'a,@edmund4343,"Our electricity has been cut of and on buying tokens even though they were not over i got the update and reset codes 
However I am not able to key in the codes as I am not getting feedback from the token meter on entering.
54607585269",22-Jun,1,,1,https://x.com/edmund4343,https://x.com/edmund4343
Kamikaze,@Kamikaze_254,"@KenyaPower_Care hi I have bought tokens received steps to reset the meter, but the buttons are unresponsive. How do I update n load tokens in this case?",22-Jun,,,3,https://x.com/Kamikaze_254,https://x.com/Kamikaze_254
chepkirui janet,@chepkiruibomet,@KenyaPower_Care am trying to load my tokens but it has been rejecting so am in darkness for two days now..pliz help,22-Jun,1,,3,https://x.com/chepkiruibomet,https://x.com/chepkiruibomet
Mzee Mzima,@diangafrankline,"Hello,I bought tokens units thrice for this meter 37227907641 but it fails to load the tokens.I have not received the upgrade message for this meter.Kindly assist.",22-Jun,,,1,https://x.com/diangafrankline,https://x.com/diangafrankline
Nescy,@Nescy10876091,"1st code- reject
2nd code- succesful
Usage tokens- rejected",22-Jun,,,4,https://x.com/Nescy10876091,https://x.com/Nescy10876091
jackline mkawasi,@MkawasiJackline,"I'm unable to buy tokens to this meter number, please assist 54404190909",22-Jun,2,,2,https://x.com/MkawasiJackline,https://x.com/MkawasiJackline
Kibårgõi Kibët Årååp Tårůs,@Araap_Tarus,"@KenyaPower_Care Good evening. The meter 14271569387, doesn't accept tokens. The message for update didn't include the codes. Kindly sort this issue sooner. We are in darkness.",22-Jun,1,,1,https://x.com/Araap_Tarus,https://x.com/Araap_Tarus
BENSON KERAGE OIMEKE,@BENSONKERAGEOIM,Please I have bought tokens and missing update codes. Am in total darkness please assist,22-Jun,2,2,2,https://x.com/BENSONKERAGEOIM,https://x.com/BENSONKERAGEOIM
Julshar,@NjorogeJulshar,"When i feed it the token just says connecting,then a beeping sound and nothing after",22-Jun,,,1,https://x.com/NjorogeJulshar,https://x.com/NjorogeJulshar
Joseph Mumo,@JosephMumowangu,"Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number. The business number is 888888. For assistance call 97771..

 I can't purchase tokens. Why!!!",22-Jun,1,1,1,https://x.com/JosephMumowangu,https://x.com/JosephMumowangu
Neema Tele,@bea_neema,Here is a screenshot of the display after loading tokens.,22-Jun,,,3,https://x.com/bea_neema,https://x.com/bea_neema
depressed united fan,@nuggetslayerr,@KenyaPower_Care @KenyaPower_Care kindly check meter number 92106911412 rejecting token loading yet I don't have reset code. Share code or advice on how to reset without a code,22-Jun,,,2,https://x.com/nuggetslayerr,https://x.com/nuggetslayerr
HASSAN HAMSY,@HASSAN_HAMSY,@KenyaPower_Care @KenyaPower_Care kindly check meter number1 14272265969 meter number2 37193478189 rejecting token loading yet I don't have reset code. Share code or advice on how to reset without a code,22-Jun,,,2,https://x.com/HASSAN_HAMSY,https://x.com/HASSAN_HAMSY
Kk Rap Docta,@ken_kenniest,"@KenyaPower_Care Hello my meter is rejecting the tokens I have bought like 5 times now, what's wrong? Meter number 14252956207 . Assist before I experience",22-Jun,,,3,https://x.com/ken_kenniest,https://x.com/ken_kenniest
Jeff,@hiphopjunkiiee,@KenyaPower_Care Hello I can't purchase tokens. What's the issue??  My account is 54600311556,22-Jun,,,,https://x.com/hiphopjunkiiee,https://x.com/hiphopjunkiiee
Daniel Kamau,@wangaridaniel,"@KenyaPower_Care Dear Customer,
Your meter 14253667431 is scheduled for Update Token Meter Yako Campaign. Load any bought and UNUSED TOKENS  before you update your meter.",22-Jun,1,,3,https://x.com/wangaridaniel,https://x.com/wangaridaniel
Nathan kitum,@nathkitum,I bought tokens trough equitel and I have never got tokens and it's 3 weeks now,22-Jun,,,1,https://x.com/nathkitum,https://x.com/nathkitum
Jumah,@RonoSimiyu,@KenyaPower_Care kindly assist. My tokens being rejected yet I did the meter update,22-Jun,,1,2,https://x.com/RonoSimiyu,https://x.com/RonoSimiyu
Alex Kirkpatrick,@MkenyaKirk,"@KenyaPower_Care Greetings. I have bought tokens 3 times without the update numbers accompanying the messages. The Mtr no. is 14107272891
We are in darkness since yesterday morning. All the 3 token numbers bought are being rejected. Please please sought this out @KenyaPower_Care",22-Jun,,1,2,https://x.com/MkenyaKirk,https://x.com/MkenyaKirk
manny,@Paulow54634938,Hi sent a dm been trying to load tokens paid with different numbers but still rejecting from yesterday,22-Jun,,,2,https://x.com/Paulow54634938,https://x.com/Paulow54634938
Francis Nyaga,@Duro_TAR,"Hello I am unable to load tokens purchases to this mtr number Mtr:37152186617
Token:4389-3071-7501-1702-1277
Date:20240621 18:49
Units:1.6
Amt:40.00
TknAmt:25.15
OtherCharges:14.85
For Details dial *977#",22-Jun,,,1,https://x.com/Duro_TAR,https://x.com/Duro_TAR
Saffy Rob,@RobSaffy,I bought tokens yesterday for meter number 14106275119 and got the update codes but after input it keeps saying reject upto now,22-Jun,,,1,https://x.com/RobSaffy,https://x.com/RobSaffy
Katanu,@Eve_danuh,@KenyaPower_Care how do I retrieve tokens after deleting the message,22-Jun,,,1,https://x.com/Eve_danuh,https://x.com/Eve_danuh
ODEGAARD,@rapperreece254,"Hello Kenya power kindly help me out have bought my tokens but when I'm trying to put them on the meter box it rejects always my meter number is ,37166831935",22-Jun,,,2,https://x.com/rapperreece254,https://x.com/rapperreece254
Kk Rap Docta,@ken_kenniest,"@KenyaPower_Care Hello my meter is rejecting the tokens I have bought like 5 times now, what's wrong? Meter number 14252956207 . Assist before I experience darkness",22-Jun,,,4,https://x.com/ken_kenniest,https://x.com/ken_kenniest
Dezian,@deziankenya,@KenyaPower_Care I've just bought my token on the new meter number I was sent by Kplc but it is not working when I want to top it up... Pleqsehelp,22-Jun,,,3,https://x.com/deziankenya,https://x.com/deziankenya
Owuor phina,@PhinaQuin,"Have bought Tokens and I got the codes and instructions on how to load. Tell me why on loading my tokens after it says FAULT, now am in darkness with food in the fridge",22-Jun,,,2,https://x.com/PhinaQuin,https://x.com/PhinaQuin
Claire,@clairebridget6,"Hey, I've been trying to buy prepaid tokens but the system keeps on saying meter number is in the wrong format. Kindly respond.",22-Jun,1,,3,https://x.com/clairebridget6,https://x.com/clairebridget6
kim james,@kimondiojames,"Please send reset codes for meter 37221002431

We've been in darkness since yesterday. The tokens are being rejected. Thanks",22-Jun,,,1,https://x.com/kimondiojames,https://x.com/kimondiojames
Becca,@Alwaysawit,@KenyaPower_Care mnatuonjesha hizi stima zenu we are fucking tired 3days in a row na hata ikikuja inakaa tu seconds. You guys should do something aiii tokens tunalipa mingi  sana,22-Jun,,,,https://x.com/Alwaysawit,https://x.com/Alwaysawit
J_A,@AngwenyiJefta,Thank you but seems token two is not valid or its used,22-Jun,,,3,https://x.com/AngwenyiJefta,https://x.com/AngwenyiJefta
Robert Kioko,@Robikioko,@KenyaPower_Care I received an SMS to update my token meter number 14283786003. The updating was not successful and got the message Reject. Kindly assist to resolve this.,22-Jun,,,1,https://x.com/Robikioko,https://x.com/Robikioko
lasoborn,@LLasoborn3888,"Loaded my Tokens, and the meter isn't showing the Tokens digits..it shows 000
What might be the problem?",22-Jun,1,,2,https://x.com/LLasoborn3888,https://x.com/LLasoborn3888
Whitney,@WhitneyWaithan1,I cant purchase tokens.Its bringing back the format account number is wrong. Meter no..04215293327,22-Jun,,,5,https://x.com/WhitneyWaithan1,https://x.com/WhitneyWaithan1
@OHURU,@OHURU,@KenyaPower_Care kindly check meter number 37232013062 rejecting token loading yet I don't have reset code. Share code or advice on how to reset without a code,22-Jun,,,2,https://x.com/Ohurucyrus753,https://x.com/Ohurucyrus753
Whitney,@WhitneyWaithan1,Pls resolve my issue.I am trying to purchase tokens but getting the transaction failed message.meter number:04215293327,22-Jun,,,5,https://x.com/WhitneyWaithan1,https://x.com/WhitneyWaithan1
Owuor phina,@PhinaQuin,"Have bought Tokens and I got the codes and instructions on how to load. Tell me why on loading my tokens after it says FAULT, now am in darkness with food in the fridge",22-Jun,,,2,https://x.com/PhinaQuin,https://x.com/PhinaQuin
Claire,@clairebridget6,"Hey, I've been trying to buy prepaid tokens but the system keeps on saying meter number is in the wrong format. Kindly respond.",22-Jun,1,,3,https://x.com/clairebridget6,https://x.com/clairebridget6
kim james,@kimondiojames,"Please send reset codes for meter 37221002431

We've been in darkness since yesterday. The tokens are being rejected. Thanks",22-Jun,,,1,https://x.com/kimondiojames,https://x.com/kimondiojames
Becca,@Alwaysawit,@KenyaPower_Care mnatuonjesha hizi stima zenu we are fucking tired 3days in a row na hata ikikuja inakaa tu seconds. You guys should do something aiii tokens tunalipa mingi  sana,22-Jun,,,,https://x.com/Alwaysawit,https://x.com/Alwaysawit
J_A,@AngwenyiJefta,Thank you but seems token two is not valid or its used,22-Jun,,,3,https://x.com/AngwenyiJefta,https://x.com/AngwenyiJefta
Robert Kioko,@Robikioko,@KenyaPower_Care I received an SMS to update my token meter number 14283786003. The updating was not successful and got the message Reject. Kindly assist to resolve this.,22-Jun,,,1,https://x.com/Robikioko,https://x.com/Robikioko
lasoborn,@LLasoborn3888,"Loaded my Tokens, and the meter isn't showing the Tokens digits..it shows 000
What might be the problem?",22-Jun,1,,2,https://x.com/LLasoborn3888,https://x.com/LLasoborn3888
Whitney,@WhitneyWaithan1,I cant purchase tokens.Its bringing back the format account number is wrong. Meter no..04215293327,22-Jun,,,5,https://x.com/WhitneyWaithan1,https://x.com/WhitneyWaithan1
@OHURU,@OHURU,@KenyaPower_Care kindly check meter number 37232013062 rejecting token loading yet I don't have reset code. Share code or advice on how to reset without a code,22-Jun,,,2,https://x.com/Ohurucyrus753,https://x.com/Ohurucyrus753
Whitney,@WhitneyWaithan1,Pls resolve my issue.I am trying to purchase tokens but getting the transaction failed message.meter number:04215293327,22-Jun,,,5,https://x.com/WhitneyWaithan1,https://x.com/WhitneyWaithan1
Lysa osore,@OsoreLysa,@KenyaPower_Care @KenyaPower  We are in darkness since yesterday. All the token numbers are being rejected. Kindly send the update codes. This is my meter no 14106244271. Please assist,22-Jun,,,,https://x.com/OsoreLysa,https://x.com/OsoreLysa
Kariuki James,@mbaaini,@KenyaPower_Care  trying to load the token since yesterday but they are not  going through.,22-Jun,,,1,https://x.com/mbaaini,https://x.com/mbaaini
ESSENELL,@Stella_Lutta,"@KenyaPower_Care 

Hours later no communication. Meter no 54600219775. Closest landmark gravity supermarket maasai lodge. I keep getting reject while loading tokens and i haven't received any update codes",22-Jun,,,2,https://x.com/Stella_Lutta,https://x.com/Stella_Lutta
ESSENELL,@Stella_Lutta,"@KenyaPower_Care 

Hours later no communication. Meter no 54600219775. Closest landmark gravity supermarket maasai lodge. I keep getting reject while loading tokens and i haven't received any update codes",22-Jun,,,1,https://x.com/Stella_Lutta,https://x.com/Stella_Lutta
Julshar,@NjorogeJulshar,@KenyaPower_Care can i get assistance Mtr-54400035249  can not load tokens,22-Jun,,,1,https://x.com/NjorogeJulshar,https://x.com/NjorogeJulshar
Harrison Stainer,@HarrisonStainer,"SFL46RKZMO Confirmed. Ksh100.00 sent to KPLC PREPAID for account 92108487262 on 21/6/24 at 1:24 PM.
No token received.",22-Jun,1,1,3,https://x.com/HarrisonStainer,https://x.com/HarrisonStainer
Harrison Stainer,@HarrisonStainer,What about my token since yesterday?!,22-Jun,1,,3,https://x.com/HarrisonStainer,https://x.com/HarrisonStainer
Randy,@darktitan71,Hello. Have bought tokens for meter 14104459293. Tokens keep getting rejected. No token update messages also. Kindly assist. Thanks,22-Jun,1,,1,https://x.com/darktitan71,https://x.com/darktitan71
Newton,@Newton317780,"Hello my meter numbers are 14469100482,14469100516  they are for my landlord and have not been used for a while a new tenant has come we are trying to buy tokens but it is impossible this is the reply from mpesa(Transaction failed. The format of your account t format of your a",22-Jun,,,4,https://x.com/Newton317780,https://x.com/Newton317780
Abby Fen,@FenAbbyfen50,"Trying to load tokens but keeps on rejecting meter number is 37193068378
The codes for updating has not been send
I have also dm you",22-Jun,,,5,https://x.com/FenAbbyfen50,https://x.com/FenAbbyfen50
Rick Derrick,@Ricko_dee,I have bought tokens for meter number 37150967091 twice now and I have not received the token numbers or the token update codes kindly help,22-Jun,,,3,https://x.com/Ricko_dee,https://x.com/Ricko_dee
Smart,@Smart7527722,"I have been trying to load my token for the third day now, only get 'rejected' feedback. Your customer care personal have not been able to assist.",22-Jun,,,,https://x.com/Smart7527722,https://x.com/Smart7527722
ESSENELL,@Stella_Lutta,"@KenyaPower_Care 

Hours later no communication. Meter no 54600219775. Closest landmark gravity supermarket maasai road. I keep getting reject while loading tokens",22-Jun,,,,https://x.com/Stella_Lutta,https://x.com/Stella_Lutta
Julshar,@NjorogeJulshar,@KenyaPower_Care i bought tokens yesterday and i've been trying to feed the meter to no avail. please asssist.meter number-54400035249,22-Jun,,,2,https://x.com/NjorogeJulshar,https://x.com/NjorogeJulshar
Julshar,@NjorogeJulshar,@KenyaPower_Care @KenyaPower i bought tokens yesterday and i've been trying to feed the meter to no avail. please asssist.meter number-54400035249,22-Jun,,,2,https://x.com/NjorogeJulshar,https://x.com/NjorogeJulshar
ESSENELL,@Stella_Lutta,"@KenyaPower_Care 

Hours later no communication. Meter no 54600219775. Closest landmark gravity supermarket maasai road. I keep getting reject while loading tokens",22-Jun,,,,https://x.com/Stella_Lutta,https://x.com/Stella_Lutta
Julshar,@NjorogeJulshar,@KenyaPower_Care i bought tokens yesterday and i've been trying to feed the meter to no avail. please asssist.meter number-54400035249,22-Jun,,,2,https://x.com/NjorogeJulshar,https://x.com/NjorogeJulshar
Julshar,@NjorogeJulshar,@KenyaPower_Care @KenyaPower i bought tokens yesterday and i've been trying to feed the meter to no avail. please asssist.meter number-54400035249,22-Jun,,,2,https://x.com/NjorogeJulshar,https://x.com/NjorogeJulshar
Nanini,@Naninisart,"Delayed Token:
SF1734XFOD Confirmed. Ksh3,000.00 sent to KPLC PREPAID for account 04202047579 on 1/6/24 at 2:39 PM",22-Jun,,,2,https://x.com/Naninisart,https://x.com/Naninisart
Julshar,@NjorogeJulshar,We are buying tokens and the meters are not loading them! We have been complaining here  almost daily but you are not helping,22-Jun,,,1,https://x.com/NjorogeJulshar,https://x.com/NjorogeJulshar
Mbula Mutula,@MbulaMutula,I have tried to update the token meter by feeding the 2 codes you shared but can’t update the tokens I bought. What might be the problem?,22-Jun,,,3,https://x.com/MbulaMutula,https://x.com/MbulaMutula
HASSAN HAMSY,@HASSAN_HAMSY,I cant upload the tokens,22-Jun,,,2,https://x.com/HASSAN_HAMSY,https://x.com/HASSAN_HAMSY
HASSAN HAMSY,@HASSAN_HAMSY,It rejecting the tokens,22-Jun,,,1,https://x.com/HASSAN_HAMSY,https://x.com/HASSAN_HAMSY
cushite,@waarsh,"@KenyaPower_Care i finally got my meter update codes after your system failing for two days. Tokens bought within that period are being considered ""old"" by the machine... Any way to salvage them?",22-Jun,,,1,https://x.com/waarsh,https://x.com/waarsh
Mogaka,@weldonmogz,my token acc no :37220727699 I need the last two tokens I purchased,22-Jun,1,,,https://x.com/weldonmogz,https://x.com/weldonmogz
Julshar,@NjorogeJulshar,How about unresponsive and failing to connect meter?i bought tokens and i haven't been able to load them from yesterday,22-Jun,,,,https://x.com/NjorogeJulshar,https://x.com/NjorogeJulshar
kim james,@kimondiojames,@KenyaPower_Care please help sort my issue. Meter no. 37221002431 tokens are being rejected. Provide me with the updates codes.,22-Jun,,,1,https://x.com/kimondiojames,https://x.com/kimondiojames
waninikelvin,@waninikelvin,hey i bought tokens and when i key in the digits and press enter it says REJECTED...METER NUMBER  37169366954,22-Jun,,,,https://x.com/waninikelvin,https://x.com/waninikelvin
vinla,@_AMwangi,My tokens keep getting rejected..mtr number 54607803233. It's been 2 days now,22-Jun,,,1,https://x.com/_AMwangi,https://x.com/_AMwangi
Sarafina Lutta,@LuttaSarafina,"1:43 PM

Hours later no communication. Meter no 54600219775. Closest landmark gravity supermarket maasai road. I keep getting reject while loading tokens",22-Jun,,,1,https://x.com/LuttaSarafina,https://x.com/LuttaSarafina
Carol Casha,@casha_carol,I haven't received my tokens and as usual you ignore Dms. Can you support,22-Jun,,,1,https://x.com/casha_carol,https://x.com/casha_carol
Alex Kirkpatrick,@MkenyaKirk,"@KenyaPower_Care Greetings. I have bought tokens 3 times without the update numbers accompanying the messages. The Mtr no. is 14107272891
We are in darkness since yesterday morning. All the 3 token numbers bought are being rejected. We are suffering",22-Jun,,,,https://x.com/MkenyaKirk,https://x.com/MkenyaKirk
mc~Moha,@BASILOMUNGO,Siezi load tokens keeps rejecting even the 2 reset codes you've sent,22-Jun,1,,1,https://x.com/BASILOMUNGO,https://x.com/BASILOMUNGO
Mwireri,@Mwirerih,"Hello, i bought tokens but the CIU keeps rejecting the number. I sent you a DM but no reply. Metre No. 14467465556",22-Jun,1,,,https://x.com/Mwirerih,https://x.com/Mwirerih
F_ Red,@FOMWENGA,"Hello ,i have been trying load tokens for the last 4 days and i get message... ""rejected _1"".I desperately and urgently need help to resolve thos this and connected again. Meanwhile, i am on the fourth day in darkness despite buying tokens.",22-Jun,,,,https://x.com/FOMWENGA,https://x.com/FOMWENGA
Eve,@Eve13526382,@KenyaPower_Care meter no. 54606975479.. not able to load tokens..,22-Jun,,,1,https://x.com/Eve13526382,https://x.com/Eve13526382
Sarafina Lutta,@LuttaSarafina,Why  are you ignoring dms!!!!!my token reader is rejecting tokens ac 54600219775. Help!,22-Jun,1,,1,https://x.com/LuttaSarafina,https://x.com/LuttaSarafina
Evelyne M,@Evelyne_Tweeter,"Assist please, tokens not loading, meter number 54607605133",22-Jun,,,1,https://x.com/Evelyne_Tweeter,https://x.com/Evelyne_Tweeter
Evelyne M,@Evelyne_Tweeter,@KenyaPower_Care tokens are not loading. Meter number: 54607605133. Assist asap,22-Jun,,,2,https://x.com/Evelyne_Tweeter,https://x.com/Evelyne_Tweeter
Kibera Allan,@allankibera1,"Hello Kenya Power,  I bought tokens for my meter yesterday but the meter couldn't load. I also didn't receive the code for updating my meter. 
Meter no.37164168124.

Kindly assist.",22-Jun,,,1,https://x.com/allankibera1,https://x.com/allankibera1
Versatile Asset,@AssetVersatile,"Hello, am having an issue with my meter. I keep loading the tokens and it keeps rejecting 
My meter number is 14107673114",22-Jun,,,,https://x.com/AssetVersatile,https://x.com/AssetVersatile
Gregory Omundi,@gregory04049119,"Meter not loading tokens 
Meter number 37168670760",22-Jun,1,,1,https://x.com/gregory04049119,https://x.com/gregory04049119
son_eus,@son_eus,"Kindly load these tokens for me,2231 6061 7384 7032 18226 meter number is 37228510859.i have been in black since yesterday.token not working",22-Jun,1,,4,https://x.com/son_eus,https://x.com/son_eus
Black Pivot,@Marbet_I,"@KenyaPower_Care I receiced the update text message to buy tokens in order to be sent update code but the codes were not sent and the bought token is not loading.
What do I do?",22-Jun,,,2,https://x.com/Marbet_I,https://x.com/Marbet_I
Neema Tele,@bea_neema,"Please also assist, I am facing same issue, when i feed the token meter does not load them. Meter number 54403092619",22-Jun,,,2,https://x.com/bea_neema,https://x.com/bea_neema
Neema Tele,@bea_neema,Token bought and received for account 54403092619 at 9am today but token failing to load upon feeding. Customer care numbers go unanswered. Kindly assist.,22-Jun,,,3,https://x.com/bea_neema,https://x.com/bea_neema
Duncan Machira,@dmachira,"@KenyaPower_Care 

Pls give me the upgrade codes for my meter:54600753195. I have bought tokens but all are being rejected. ^Dun",22-Jun,,,5,https://x.com/dmachira,https://x.com/dmachira
Your_highness™,@samuel_kuxh,Trying to load tokens but keep on rejecting. No mistake on the meter number 37168158451- this is my meter number  Also resend me the codes for updating meter,22-Jun,1,,2,https://x.com/samuel_kuxh,https://x.com/samuel_kuxh
Public Gallery,@GichiaNjogo,Hi Am trying to load my tokens bit it doesn’t work 37175262999 is my meter number,22-Jun,,,3,https://x.com/GichiaNjogo,https://x.com/GichiaNjogo
Your_highness™,@samuel_kuxh,Trying to load tokens but keep on rejecting. No mistake on the meter number 37168158451- this is my meter number  Also resend me the codes for updating meter,22-Jun,1,,2,https://x.com/samuel_kuxh,https://x.com/samuel_kuxh
Public Gallery,@GichiaNjogo,Hi Am trying to load my tokens bit it doesn’t work 37175262999 is my meter number,22-Jun,,,3,https://x.com/GichiaNjogo,https://x.com/GichiaNjogo
Harrison Stainer,@HarrisonStainer,"SFL46RKZMO Confirmed. Ksh100.00 sent to KPLC PREPAID for account 92108487262 on 21/6/24 at 1:24 PM.
No token received.",22-Jun,1,,2,https://x.com/HarrisonStainer,https://x.com/HarrisonStainer
Public Gallery,@GichiaNjogo,My token haileti the update messages yet I have bought token several times. I need help,22-Jun,1,,5,https://x.com/GichiaNjogo,https://x.com/GichiaNjogo
Tutorial experts,@kagz_tutorials,"Hello kplc I am trying to load my token meter since 9:41 am

Here is the token number 

Mtr:37169242262
Token:5332-9357-1886-6930-1877
Date:20240622 09:39
Units:11.5
Amt:350.00
TknAmt:229.15
OtherCharges:120.85
For Details dial *977#",22-Jun,,,2,https://x.com/kagz_tutorials,https://x.com/kagz_tutorials
Poghon,@poghon,@KenyaPower_Care kindly my prepaid meter number 46201992917 is not accepting tokens. Kindly help.,22-Jun,1,,4,https://x.com/poghon,https://x.com/poghon
mike,@makakgen,@KenyaPower_Care Hi . my kplc prepaid metre is not loading tokens since yesterday..metre no.46202275940,22-Jun,,,3,https://x.com/makakgen,https://x.com/makakgen
Solomon Kibe,@kibe_kibe6,"My meter no. Is 14286132213
I bought tokens today and my meter is not updating. Just getting a 'failed' message
Please help",22-Jun,,,,https://x.com/kibe_kibe6,https://x.com/kibe_kibe6
J_A,@AngwenyiJefta,"Hi
I bought token worth 1000 last week, I didn't get the token code same as today. Similar situation, can you help out, 54402910472, is the meter number.",22-Jun,,,3,https://x.com/AngwenyiJefta,https://x.com/AngwenyiJefta
Alchemïst,@Kollow_,@KenyaPower_Care hey am trying to update my token but inakataa,22-Jun,,,3,https://x.com/Kollow_,https://x.com/Kollow_
bill seroney,@seroneybill,Been having a problem loading tokens since Thursday evening could there be an issue,22-Jun,1,,2,https://x.com/seroneybill,https://x.com/seroneybill
Gladys K Ombati,@kerubombati,"@KenyaPower_Care I am still waiting for my token, 24 hours later. This number 0100638853 took advantage and almost conned my household.",22-Jun,1,,2,https://x.com/kerubombati,https://x.com/kerubombati
KAMAU WA KAMAU NA WANJIKU.,@KamauKamau19,"Despite buying tokens,i have not received any codes for mtr no 54607409684",22-Jun,,,1,https://x.com/KamauKamau19,https://x.com/KamauKamau19
bill seroney,@seroneybill,We have been trying to.load tokens since Thursday evening but to no avail. Could there be a issue?,22-Jun,,,2,https://x.com/seroneybill,https://x.com/seroneybill
Nescy,@Nescy10876091,@KenyaPower_Care  Today is day 3 in darkness. The tokens you gave me don’t work. I have not recieved update codes either.,22-Jun,,,2,https://x.com/Nescy10876091,https://x.com/Nescy10876091
wamae,@wmk677,@KenyaPower_Care my mtr01451181539 is rejecting tokens please assist,22-Jun,,,4,https://x.com/wmk677,https://x.com/wmk677
Daniel Nandi,@TheNandi,@KenyaPower_Care My token box won't update. Is there a number I can call for assistance. The customer care number isn't going through.,22-Jun,,,3,https://x.com/TheNandi,https://x.com/TheNandi
Ng'etich,@NgetichDev,"Hello, I bought tokens units for this meter 37186739589 but it fails to load the tokens. I have not received the upgrade message for this meter. Please assist.",22-Jun,2,,3,https://x.com/NgetichDev,https://x.com/NgetichDev
Janet Otieno,@JanetOtieno7,@KenyaPower_Care hello i bought token yesterday and the message did not come back trying to dial *977# for token back but no help,22-Jun,1,,1,https://x.com/JanetOtieno7,https://x.com/JanetOtieno7
Missy NC,@nc_missy,@KenyaPower_Care @KenyaPower why are your contact numbers not working?? I can’t reach anyone and I cannot load tokens account 54607384408,22-Jun,,,,https://x.com/nc_missy,https://x.com/nc_missy
Pep Team,@TeamPepFC,I am still waiting for token. I have even DM you.,22-Jun,1,,4,https://x.com/TeamPepFC,https://x.com/TeamPepFC
Kibera Allan,@allankibera1,"Greetings, 
Mtr:37164168124
Token:2315-3812-7640-6381-8916
Date:20240621 18:37
Units:16.0
Amt:500.00
TknAmt:329.27
OtherCharges:170.73
For Details dial *977#",22-Jun,,,1,https://x.com/allankibera1,https://x.com/allankibera1
Wycliffe mumia,@Wicky_dude,"What happens to a meter where the codes were sent but deleted by mistake? Bern buying tokens, they are being rejected please assist, 46202089341",22-Jun,,,,https://x.com/Wicky_dude,https://x.com/Wicky_dude
Alfa_Male,@Alf_Shottaz,"Hello,  I bought tokens but am unable to load
Metre number:37195921517",22-Jun,,,2,https://x.com/Alf_Shottaz,https://x.com/Alf_Shottaz
@mabassz,@mabassz,@KenyaPower_Care trying to load token getting reject on meter number 37180410088. Kindly assist,22-Jun,,,1,https://x.com/mabassz69,https://x.com/mabassz69
Yvonne_Mwangi,@VonnieMwangi,"I have tried  on numerous occasions to update my token, but whenever I buy tokens, I am not receiving the reset codes. Can you assist me?",22-Jun,1,,1,https://x.com/VonnieMwangi,https://x.com/VonnieMwangi
Nancy Kenju,@kenju_nancy,@KenyaPower_Care I am trying to load tokens for meter number 37180410088 but it's rejecting,22-Jun,,,2,https://x.com/kenju_nancy,https://x.com/kenju_nancy
Bethuel,@Bethuelbett,@KenyaPower_Care Bought some tokens but hamtumi Code.,22-Jun,,,1,https://x.com/Bethuelbett,https://x.com/Bethuelbett
Jane Doh,@Janewagura77,"I've been trying to feed token,they keep rejecting,since Thursday I've had blackout,I keep calling you people noone picks, what am I supposed to do?",22-Jun,,,,https://x.com/Janewagura77,https://x.com/Janewagura77
Duncan Machira,@dmachira,Kindly give me the upgrade codes for my meter:54600753195. I have bought tokens since yesterday but they are not loading into the CIU only giving the message 'REJECT'. Kindly assist..we are in darkness.,22-Jun,1,,,https://x.com/dmachira,https://x.com/dmachira
Jane Doh,@Janewagura77,"@KenyaPower_Care I've been trying to feed token, they keep rejecting, I've had blackout since Thursday,your lines aren't going through..what am I expected to do",22-Jun,,,,https://x.com/Janewagura77,https://x.com/Janewagura77
0712 092095,@MorisMusyimi,@KenyaPower_Care My meter no 37267380477 it's showing a padlock error I cannot purchase tokens.  Kindly assist,22-Jun,1,,,https://x.com/MorisMusyimi,https://x.com/MorisMusyimi
Telefone Booth,@telef95837,Heeey I have bought token and I haven't received any vodeey,22-Jun,,,,https://x.com/telef95837,https://x.com/telef95837
Pep Team,@TeamPepFC,I am still waiting for token. I have even DM you.,22-Jun,1,,4,https://x.com/TeamPepFC,https://x.com/TeamPepFC
