Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
francis awi,@FrancisAwi5775,"Can you restore power back to the estate, serve every kenyan with dignity",13-Jul,,,1,https://x.com/FrancisAwi5775,https://x.com/FrancisAwi5775
francis awi,@FrancisAwi5775,"A whole without power in mirema, next to safari park estate. All you did was to restore power in safari park estate and left us without power the entire week as if we are other kenyans",13-Jul,,,1,https://x.com/FrancisAwi5775,https://x.com/FrancisAwi5775
Kelvin Kimemia,@memzymurray,@KenyaPower_Care and @KenyaPower This is the second day without power in matasia. Do something about it and resolve. Your customer service is the worst and you are very unprofessional. Restore the power in Matasia. Meter number is 32705642.,13-Jul,,,6,https://x.com/memzymurray,https://x.com/memzymurray
Wycliffe Osoro,@yclfosoro,Why are you lying to us that youre going to restore power. 4 days blackout seems fine to you. Na calls hamchukui 14234698265 meter number.,13-Jul,,,,https://x.com/yclfosoro,https://x.com/yclfosoro
KidagulaS,@KidagulaS,@KenyaPower_Care ac 14140382277 no power. Please check and restore asap,13-Jul,,,1,https://x.com/KidagulaS,https://x.com/KidagulaS
Peach K,@hannah_wakaba,"Kindly restore power in Kinoo  Muthiga area. Complaint no.11547358
We have no power since yesterday",12-Jul,,,1,https://x.com/hannah_wakaba,https://x.com/hannah_wakaba
John mwangangi,@Johnmwa17116722,"@KenyaPower_Care restore power in ndonya, mtwapa...outage since 9.30pm. no reference number....*977# not working",12-Jul,,,1,https://x.com/Johnmwa17116722,https://x.com/Johnmwa17116722
Reagan basweti,@rigzmax,@KenyaPower_Care It's been 5 days and we still have no power restored in Jericho estate what's the issue  can we please be enlightened,12-Jul,,,1,https://x.com/rigzmax,https://x.com/rigzmax
Thee Dutchess of Khwisero1,@DebrahMakabirah,@KenyaPower_Care hallo kindly restore power in Khwisero.  My moms vigil is being disrupted by the blackout. Restore power in Khwisero kindly.,12-Jul,,,,https://x.com/DebrahMakabirah,https://x.com/DebrahMakabirah
Chelsea Assabe,@AssabeChelsea,@KenyaPower_Care what is happening? There has been no power in Ngong Kibiko area since morning and we have been having power issues the whole week constantly!!!!! Kindly restore,12-Jul,,,,https://x.com/AssabeChelsea,https://x.com/AssabeChelsea
Tad Gregorich,@TadGregorich,"Areas Ruaraka , some parts of mathare north and Huruma have been in darkness for two days now nothing's been done yet. These areas are really not safe. Try and restore power back. Thank you",12-Jul,,,,https://x.com/TadGregorich,https://x.com/TadGregorich
#pointblankKE,@micahramaphosa,"@KenyaPower_Care when is the Transformer at Mama ngina being restored?It's been a week!!!!!#KinooTransformer  
#Kinoo",12-Jul,,,,https://x.com/micahramaphosa,https://x.com/micahramaphosa
Tessyy,@Tessyy_olive,@KenyaPower_Care Kindly restore power in matasia. There has been a power outage for the last 3hrs despite no planned outage in the area. Account is 32705642,12-Jul,,,2,https://x.com/Tessyy_olive,https://x.com/Tessyy_olive
Kelvin Kimemia,@memzymurray,@KenyaPower_Care Kindly restore power in matasia. There has been a power outage for the last 3hrs despite no planned outage in the area. Account is 32705642,12-Jul,,,2,https://x.com/memzymurray,https://x.com/memzymurray
peris njambi,@perisnjambi33,@KenyaPower_Care When did you people start asking your clients for charges when they come to restore power?The team that was sent claimed we'll have to wait until Sunday for our issue to be taken care of then came later and put power back on for those who bribed them!,12-Jul,,,,https://x.com/perisnjambi33,https://x.com/perisnjambi33
"Cyprian,is_Gichana",@EcoMazingira,@KenyaPower_Care we don't have power in Maasai Lodge road near Selengei Estate. Please restore.,12-Jul,,,1,https://x.com/EcoMazingira,https://x.com/EcoMazingira
Aliaro Doreen,@aliarodot,"@KenyaPower_Care We have experienced power outage for the last 3 days in komarock ph 2, near Naivas supermarket, kindly restore power ac 
14104210225",11-Jul,,,,https://x.com/aliarodot,https://x.com/aliarodot
Steven,@StevoMightyMe,"@KenyaPower_Care mnataka tupiganie our future, then we beg for electricity to be restored in our area tangu saa tisa hakuna stima ama tushuke na nyinyi ju businesses and jobs zinaharibika.",11-Jul,,,,https://x.com/StevoMightyMe,https://x.com/StevoMightyMe
Mwalimu Mfanyibiashara,@gkuria01,@KenyaPower_Care Kiambu town is experiencing a blackout. Kindly restore power soonest,11-Jul,,,,https://x.com/gkuria01,https://x.com/gkuria01
Deborah Dzuya,@DeborahDzuya,@KenyaPower_Care We have had a blackout for days. You have not responded to our calls. We are at Mirema Road opposite Safari Park Gardens. When are you going to restore power? We are counting loses.,11-Jul,,,,https://x.com/DeborahDzuya,https://x.com/DeborahDzuya
꧁༒☬Rïppēr☬༒꧂,@Rayoh_nj,Since Monday we have no lights  then on Tuesday they came and took the transformer i wonder whats happening upto today i haven't seen anyone i wonder untill when will we stay in darkness tomorrow is Friday and they won't have restored we will have to stay in darkness untill Mondy,11-Jul,,,,https://x.com/Rayoh_nj,https://x.com/Rayoh_nj
_azani.g_,@AzaniGeoffery,@KenyaPower_Care kindly restore electricity in my area. Tokea mchana hakuna stima! meter number 37227877927,11-Jul,,,,https://x.com/AzaniGeoffery,https://x.com/AzaniGeoffery
DJ Spoonie Lunie KE,@DjSpoonie_lunie,@KenyaPower_Care Power outages since yesterday at Seasons rd Kasarani…what’s the fussexpedite &amp; restore power ASAP!,11-Jul,,,,https://x.com/DjSpoonie_lunie,https://x.com/DjSpoonie_lunie
1trippleM,@1trippleM,"@KenyaPower_Care is there anyone in your customer care desk, calls go unanswered, actions on a fault takes forever. Can someone reach out and restore my meter. More than 12 hours later it is still invalid. #GenZ impunity iko hapa.",11-Jul,,,,https://x.com/1trippleM,https://x.com/1trippleM
S.m,@MurageSophia,@KenyaPower_Care when will you restore power to Mivida homes ?,11-Jul,,,,https://x.com/MurageSophia,https://x.com/MurageSophia
Calvin™,@calvin_ski,"@KenyaPower @KenyaPower_Care @EPRA_Ke No power since 8 am on the line serving this account 37195892544.

Please restore power. We have complained to the Sotik Office since morning. No reaction.",11-Jul,,,,https://x.com/calvin_ski,https://x.com/calvin_ski
Brandy Julie,@BrandyW_Gatonye,@KenyaPower_Care There is no power in our area Bamburi Mzungu Estate. Kindly restore power meter number 92104900821,11-Jul,,,3,https://x.com/BrandyW_Gatonye,https://x.com/BrandyW_Gatonye
mungai,@sonofdautti,@KenyaPower_Care kindly restore power in Ndaragwa town.,11-Jul,,,1,https://x.com/sonofdautti,https://x.com/sonofdautti
Sidi,@sidi_karen,"@KenyaPower_Care Kindly restore electricity to our area Near Juwaba Social Hall, Kilifi county. I've checked the blackout maintenance notice and our area isn't included. Meter no 54500185449.",11-Jul,,,4,https://x.com/sidi_karen,https://x.com/sidi_karen
Njugunut,@Njugunanuts,"@KenyaPower_Care black out in Kilimani, Kirichwa Gardens. Please restore power we do not have scheduled maintenance for the area today, a/c no 434662.",11-Jul,,,2,https://x.com/Njugunanuts,https://x.com/Njugunanuts
Sidi,@sidi_karen,"@KenyaPower_Care we have no power.Kindly restore,a/c no.54500185449",11-Jul,,,1,https://x.com/sidi_karen,https://x.com/sidi_karen
mwambela dali,@MwambelaDali,"Kindly restore the power supply,it cannot be whenever it rains powers off the whole night then restored the following at at 3pm,this has happened twice ,today we are not scheduled and we hv no power kindly fix this..mtr no : 92107796291.spring valley kayole junction",11-Jul,,,1,https://x.com/MwambelaDali,https://x.com/MwambelaDali
Hilda miringu,@HMiringu5281,"@KenyaPower 
We the people at Lucky Summer in Ruaraka constituency we haven't been having power since Tuesday we haven't been running our businesses
Can u take action and restore power!",11-Jul,,,,https://x.com/HMiringu5281,https://x.com/HMiringu5281
Jamie,@MwangiJames_29,@KenyaPower_Care kindly restore power at arwings Khodek mtr number 106348141,11-Jul,,,1,https://x.com/MwangiJames_29,https://x.com/MwangiJames_29
Sidi,@sidi_karen,"@KenyaPower_Care we have no power.Kindly restore,a/c no.54500185449",11-Jul,,,1,https://x.com/sidi_karen,https://x.com/sidi_karen
mwambela dali,@MwambelaDali,"Kindly restore the power supply,it cannot be whenever it rains powers off the whole night then restored the following at at 3pm,this has happened twice ,today we are not scheduled and we hv no power kindly fix this..mtr no : 92107796291.spring valley kayole junction",11-Jul,,,1,https://x.com/MwambelaDali,https://x.com/MwambelaDali
Hilda miringu,@HMiringu5281,"@KenyaPower 
We the people at Lucky Summer in Ruaraka constituency we haven't been having power since Tuesday we haven't been running our businesses
Can u take action and restore power!",11-Jul,,,,https://x.com/HMiringu5281,https://x.com/HMiringu5281
Jamie,@MwangiJames_29,@KenyaPower_Care kindly restore power at arwings Khodek mtr number 106348141,11-Jul,,,1,https://x.com/MwangiJames_29,https://x.com/MwangiJames_29
AttackofMkombola,@mkombo007,We've had no lights in Donholm phase 8 since Tuesday 5pm yet nothing is being done. Kindly restore power. I already sent all my details in your inbox.,11-Jul,1,,,https://x.com/mkombo007,https://x.com/mkombo007
essiem,@essiem10,@KenyaPower @KenyaPower_Care the 6th day and still counting losses and losses daily for disconnecting power at gitaru mlango soko area and ignoring our pleas it's like your technicians in Kikuyu wants to be bribed to restore power but get it from us we won't bribe them!!,11-Jul,,,,https://x.com/essiem10,https://x.com/essiem10
cella mandy,@cella_mandy,Please restore power in Langata area.,11-Jul,,,,https://x.com/cella_mandy,https://x.com/cella_mandy
Tracy,@tracyjaluha,"@KenyaPower_Care why is there a power outage in Lang'ata, when it wasn't scheduled today? Restore it aki a/c no. 14252810081",11-Jul,,,,https://x.com/tracyjaluha,https://x.com/tracyjaluha
Lydia Matata,@LydiaMatata,No power in Lang'ata area. Yet we arent scheduled for maintenance. Kindly restore power.,11-Jul,3,1,1,https://x.com/LydiaMatata,https://x.com/LydiaMatata
Omalicha,@WanjiruWaNjoro2,Please restore power at Powerstar Rungiri Kirui’s apartment meter no 14403080634 it is a phased outage and other guys have power,10-Jul,,,,https://x.com/WanjiruWaNjoro2,https://x.com/WanjiruWaNjoro2
Evelyne Kahare,@EvelynPharmaGal,Refer to 46202303114 .Kindly advise when you will restore power since your notice for disconnection due to maintenance between 9am and 5pm- we still dont have power. Greensteds Nakuru,10-Jul,,,,https://x.com/EvelynPharmaGal,https://x.com/EvelynPharmaGal
Rachel,@Rachel456yu,"This is getting out of hand. At the end of the month mtaleta bill tulipe nini? We have no power again for the third day in a row! This is outrageous. Kindly restore the power supply, Ngong, Memusi road okello lane.",10-Jul,,,,https://x.com/Rachel456yu,https://x.com/Rachel456yu
wamwau,@wamwau12824,"@KenyaPower_Care Hello, please restore power for 14239808141
Blackout since yesterday",10-Jul,,,,https://x.com/wamwau12824,https://x.com/wamwau12824
mmchuba,@mmuchuba,@KenyaPower kindly restore power Ac 37156622245,10-Jul,,,,https://x.com/mmuchuba,https://x.com/mmuchuba
david mwangi,@daudii,"@KenyaPower_Care I’ve not had power for 2 days, reported the matter and nothing was done. Someone was kind enough to help so after two days at 8pm power was restored. Today I have had another power failure, surely my ref is 11538231. Can we please get assistance",10-Jul,,,1,https://x.com/daudii,https://x.com/daudii
Stanley Hiram Mugo,@mugo_hiram,Pse refrain your John Mwangi to ask  whether power is restored when field technicians are available from your end.,10-Jul,,,1,https://x.com/mugo_hiram,https://x.com/mugo_hiram
Christ Certified,@Vic_Marlon,@KenyaPower @KenyaPower_Care Power outage for the last 3 days and today the there was maintenance around Kasarani Seasons and power NOT YET restored.  Why the inconveniences? Tckt 11538811 and Meter number 01450200975,10-Jul,,1,2,https://x.com/Vic_Marlon,https://x.com/Vic_Marlon
dorcas libokoyi,@khatushiest,@KenyaPower_Care can you please restore power. Am tired of complaining and nothing is being done to resolve the issue,10-Jul,,,2,https://x.com/khatushiest,https://x.com/khatushiest
dorcas libokoyi,@khatushiest,@KenyaPower_Care upto now we still don't have power. What is really going on?. This level of incompetence is annoying. Can you restore power,10-Jul,,,1,https://x.com/khatushiest,https://x.com/khatushiest
dorcas libokoyi,@khatushiest,@KenyaPower_Care at what time are you planning to restore power? Been complaining since yesterday and the issue hasn't been resolved yet. This is so annoying. Sort it out ASAP,10-Jul,,,2,https://x.com/khatushiest,https://x.com/khatushiest
M.KAY.H,@MkayhH,"@KenyaPower_Care 
Thigiri view whole thigiri area …no power since monday ..no updates .can you please  inform what is status and when is power likely to be restored",10-Jul,,1,1,https://x.com/MkayhH,https://x.com/MkayhH
essiem,@essiem10,@KenyaPower @kenya_care68031 please urgently restore power at gitaru mlango soko area its been a whole week now in darkness bwana you pple how do you want us to earn a living yet we work online????,10-Jul,,,,https://x.com/essiem10,https://x.com/essiem10
Aivynkayt,@aivynkayt,We have no light in Komarock since yesterday 4pm kindly restore do something,10-Jul,1,,1,https://x.com/aivynkayt,https://x.com/aivynkayt
The honest man,@muemag3,"@KenyaPower , kindly restore power in Thika town. We can't operate and / or get services that require power.",10-Jul,,,,https://x.com/muemag3,https://x.com/muemag3
Perfect Destination Safaris,@SafarisPe88232,@KenyaPower_Care please restore supply to 23072556,10-Jul,,,,https://x.com/SafarisPe88232,https://x.com/SafarisPe88232
Forex,@ForexJess49476,3 days in the darkness ....in Ol'kalou south scheme ....we need power restored before noon,10-Jul,,,1,https://x.com/ForexJess49476,https://x.com/ForexJess49476
Nicole (Νικόλαος),@Nichole_no_h,9:29 A.M. power outage once again restore electricity for account no 328330,10-Jul,,,,https://x.com/Nichole_no_h,https://x.com/Nichole_no_h
Nicole (Νικόλαος),@Nichole_no_h,9:29 A.M. power outage once again restore electricity for account no 328330,10-Jul,,,,https://x.com/Nichole_no_h,https://x.com/Nichole_no_h
Nicole (Νικόλαος),@Nichole_no_h,9:29 A.M. power outage once again restore electricity for account no 328330.,10-Jul,,,,https://x.com/Nichole_no_h,https://x.com/Nichole_no_h
hannah chepsy,@HChepsy,@KenyaPower_Care kindly complaint no. 11530095 for a/c 01343560437 still no lights since yesterday please restore,10-Jul,,,,https://x.com/HChepsy,https://x.com/HChepsy
Gichuru Gitau,@GichuruGitau,@KenyaPower_Care kindly restore lights on silanga road Karen 3days now a/c 21010707,10-Jul,,,,https://x.com/GichuruGitau,https://x.com/GichuruGitau
Mr tales,@dr_likay,Why are you ignoring our suffering @KenyaPower_Care ? Your line is  busy and we are heading to 3 days of power outage! My meter no is 37232225948 please restore I'm in total darkness my businesses are sailing,10-Jul,,,,https://x.com/dr_likay,https://x.com/dr_likay
francis mbithi,@fmbithi,@KenyaPower_Care Hi. I reported a power failure yesterday and was given a ref no. 11527641. Your staff called me at 5pm to ask whether the power was restored. I tried to call back at 7pm but he didn't pick up. We're still in darkness for the last 2 days.,10-Jul,1,,,https://x.com/fmbithi,https://x.com/fmbithi
Juliet Jewls,@julietjewls,@KenyaPower_Care its now 3 days since I called to report an outage and no solution and no response in the DM. Kindly advise what I need to do to have done for power to be restored for account 12331245??,10-Jul,,,,https://x.com/julietjewls,https://x.com/julietjewls
Wanja Kaniaru,@wanja_kaniaru,Power outage in ngoigwa bamboo 4th Street. It has been 24 hours of complete darkness. Kindly restore power,10-Jul,,,,https://x.com/wanja_kaniaru,https://x.com/wanja_kaniaru
Perfect Destination Safaris,@SafarisPe88232,@KenyaPower_Care please restore supply to 23072556,10-Jul,,,,https://x.com/SafarisPe88232,https://x.com/SafarisPe88232
Forex,@ForexJess49476,3 days in the darkness ....in Ol'kalou south scheme ....we need power restored before noon,10-Jul,,,1,https://x.com/ForexJess49476,https://x.com/ForexJess49476
Nicole (Νικόλαος),@Nichole_no_h,9:29 A.M. power outage once again restore electricity for account no 328330,10-Jul,,,,https://x.com/Nichole_no_h,https://x.com/Nichole_no_h
Nicole (Νικόλαος),@Nichole_no_h,9:29 A.M. power outage once again restore electricity for account no 328330,10-Jul,,,,https://x.com/Nichole_no_h,https://x.com/Nichole_no_h
Nicole (Νικόλαος),@Nichole_no_h,9:29 A.M. power outage once again restore electricity for account no 328330.,10-Jul,,,,https://x.com/Nichole_no_h,https://x.com/Nichole_no_h
hannah chepsy,@HChepsy,@KenyaPower_Care kindly complaint no. 11530095 for a/c 01343560437 still no lights since yesterday please restore,10-Jul,,,,https://x.com/HChepsy,https://x.com/HChepsy
Gichuru Gitau,@GichuruGitau,@KenyaPower_Care kindly restore lights on silanga road Karen 3days now a/c 21010707,10-Jul,,,,https://x.com/GichuruGitau,https://x.com/GichuruGitau
Mr tales,@dr_likay,Why are you ignoring our suffering @KenyaPower_Care ? Your line is  busy and we are heading to 3 days of power outage! My meter no is 37232225948 please restore I'm in total darkness my businesses are sailing,10-Jul,,,,https://x.com/dr_likay,https://x.com/dr_likay
francis mbithi,@fmbithi,@KenyaPower_Care Hi. I reported a power failure yesterday and was given a ref no. 11527641. Your staff called me at 5pm to ask whether the power was restored. I tried to call back at 7pm but he didn't pick up. We're still in darkness for the last 2 days.,10-Jul,1,,,https://x.com/fmbithi,https://x.com/fmbithi
Juliet Jewls,@julietjewls,@KenyaPower_Care its now 3 days since I called to report an outage and no solution and no response in the DM. Kindly advise what I need to do to have done for power to be restored for account 12331245??,10-Jul,,,,https://x.com/julietjewls,https://x.com/julietjewls
Wanja Kaniaru,@wanja_kaniaru,Power outage in ngoigwa bamboo 4th Street. It has been 24 hours of complete darkness. Kindly restore power,10-Jul,,,,https://x.com/wanja_kaniaru,https://x.com/wanja_kaniaru
Kelvin Munga,@KelvinMunga12,"From Sunday 7th July 2024we dont have power at Oloirien and Farmers area. I totally dont understand as welll why your team switches of power on  Sunday. Dont ask for our meter numbers serves no purpose , restore electricity.",10-Jul,,,,https://x.com/KelvinMunga12,https://x.com/KelvinMunga12
Kelvin Munga,@KelvinMunga12,"From Sunday 7th July 2024we dont have power at Oloirien and Farmers area. I totally dont understand as welll why your team switches of power on  Sunday. Dont ask for our meter numbers serves no purpose , restore electricity.",10-Jul,,,,https://x.com/KelvinMunga12,https://x.com/KelvinMunga12
The world needs,@linda_obilo,"My house hasn't had power from 5pm. The houses around me have had power restored from 8pm, but mine has not been restored. What could be the issue?",10-Jul,,,1,https://x.com/linda_obilo,https://x.com/linda_obilo
"Peter K. Okwako, OGW",@peterkay207,@KenyaPower_Care 45136417735no power kindly restore,9-Jul,1,,2,https://x.com/peterkay207,https://x.com/peterkay207
Edwin okwaro,@Edwinwazza,"@KenyaPower_Care ,
please support to restore power in Mlolongo , Utawala and some parts of Kayole. We have our Boosters in those areas that are really impacted since Friday last week. Grid has not been stable in those areas. 
Ref issued for Mlolongo 11532819",9-Jul,,,1,https://x.com/Edwinwazza,https://x.com/Edwinwazza
kevin githiga,@SamKevins,Are you aware that it is day 5 with no power in Kinoo? What sort of games are you guys playing? How long will it take you to restore power here?,9-Jul,1,1,,https://x.com/SamKevins,https://x.com/SamKevins
Wubalem Negash,@wubalem_negash,@KenyaPower_Care No power since 4 at westlands Rhapta road.... please restore power......,9-Jul,,,,https://x.com/wubalem_negash,https://x.com/wubalem_negash
paul makutty,@makutty_p,"@KenyaPower_Care No power kayole,,there is euro semi final,kindly the emergency team restore power for us",9-Jul,,,,https://x.com/makutty_p,https://x.com/makutty_p
Keysha Wanjiru,@Keyshashee,When will you restore power in Mama ngina?? Over 5days now!!! 37124992480....can you give clear updates,9-Jul,,,1,https://x.com/Keyshashee,https://x.com/Keyshashee
Derick Burudi,@DerickDerius,Kindly restore power supply in mlolongo,9-Jul,,,,https://x.com/DerickDerius,https://x.com/DerickDerius
Gichuru Gitau,@GichuruGitau,@KenyaPower_Care kindly restore power on silanga Road acc no 21010707,9-Jul,,,,https://x.com/GichuruGitau,https://x.com/GichuruGitau
Wambua Snr,@Wambua_Snr,@KenyaPower_Care Your Donholm office is a mere joke with sheepshingly giggling 'customer care' ladies. How many days does it take to restore power in court? SMH!,9-Jul,,,,https://x.com/Wambua_Snr,https://x.com/Wambua_Snr
Sil,@gennZzzzzzz,@KenyaPower_Care kindly restore back power refrence number 11529910 emargency situation!!!!,9-Jul,,,,https://x.com/gennZzzzzzz,https://x.com/gennZzzzzzz
hannah chepsy,@HChepsy,@KenyaPower_Care please restore a/c 01343560437 still no lights since morning,9-Jul,,,2,https://x.com/HChepsy,https://x.com/HChepsy
Rachel,@Rachel456yu,@KenyaPower_Care no power for the second day hii sasa ni matharau. This is not right juu ya mvua kidogo Tu? Restore power at Memusi road okello lane,9-Jul,,,,https://x.com/Rachel456yu,https://x.com/Rachel456yu
shawree wa taita,@l_mwabule,Its so wrong to reach out to you publicly like this for someone to have power restored in their area a/c 45077302995 were now entering the third hour with no power ..and be decent enough to answer your dm’s,9-Jul,1,,2,https://x.com/l_mwabule,https://x.com/l_mwabule
hannah chepsy,@HChepsy,@KenyaPower_Care kindly restore a/c 14105910476 no lights since morning. Please restore,9-Jul,,,1,https://x.com/HChepsy,https://x.com/HChepsy
MaingiR,@maingi3,@KenyaPower_Care no electricity at 23346968. Kindly restore. Much to do before day ends please,9-Jul,1,,2,https://x.com/maingi3,https://x.com/maingi3
hannah chepsy,@HChepsy,@KenyaPower_Care kindly restore a/c 14105910476 no lights since morning,9-Jul,1,,1,https://x.com/HChepsy,https://x.com/HChepsy
Not your favourite,@museveki_susan,No electricity since yesterday 7pm.. Can't even report the incident.. Pls restore power 92103769516,9-Jul,,,4,https://x.com/museveki_susan,https://x.com/museveki_susan
Designerrr,@TFLNBO,Power has not been restored,9-Jul,,,1,https://x.com/TFLNBO,https://x.com/TFLNBO
purity gichunge,@puritygichunge,@KenyaPower_Care low voltage after power got restored. 54160043003 kindly assist,9-Jul,,,,https://x.com/puritygichunge,https://x.com/puritygichunge
Sugar Drip,@Sugardripke,@KenyaPower_Care is there hope of power being restored today?,9-Jul,,1,,https://x.com/Sugardripke,https://x.com/Sugardripke
mary cate wanjiku,@Shikucat2,@KenyaPower_Care Kindly confirm that are working to restore power in Utawala Tendo Estate. Metre number 14467936523. You are not responding,9-Jul,,,,https://x.com/Shikucat2,https://x.com/Shikucat2
Mwash,@bensofas,"@KenyaPower in ngong town around stadium electricity haven't being restored since Sunday ,, their work is just moving around  doing nothing  you are now boring  ,,,I have tried to call kplc ngong but still doing nothing?",9-Jul,1,,,https://x.com/bensofas,https://x.com/bensofas
Cindy Njuguna | VA,@karuginjuguna,@KenyaPower_Care I made payment for account number 457033582hrs ago and power has not yet been restored. Kindly advise,9-Jul,1,,3,https://x.com/karuginjuguna,https://x.com/karuginjuguna
Tonny Brooks,@tonnybrooks007,Plz restore power  in kidfarmaco spring road Kikuyu we haven't had power since yesterday ACC ..37175008426,9-Jul,2,,4,https://x.com/tonnybrooks007,https://x.com/tonnybrooks007
Designerrr,@TFLNBO,Power has not been restored,9-Jul,,,1,https://x.com/TFLNBO,https://x.com/TFLNBO
hannah chepsy,@HChepsy,"@KenyaPower_Care kindly restore power a/c
01343560437 no lights since morning",9-Jul,,,4,https://x.com/HChepsy,https://x.com/HChepsy
Nicole (Νικόλαος),@Nichole_no_h,Restore electricity for account no 328330.,9-Jul,,,2,https://x.com/Nichole_no_h,https://x.com/Nichole_no_h
purity gichunge,@puritygichunge,@KenyaPower_Care low voltage after power got restored. 54160043003 kindly assist,9-Jul,,,,https://x.com/puritygichunge,https://x.com/puritygichunge
Sugar Drip,@Sugardripke,@KenyaPower_Care is there hope of power being restored today?,9-Jul,,1,,https://x.com/Sugardripke,https://x.com/Sugardripke
mary cate wanjiku,@Shikucat2,@KenyaPower_Care Kindly confirm that are working to restore power in Utawala Tendo Estate. Metre number 14467936523. You are not responding,9-Jul,,,,https://x.com/Shikucat2,https://x.com/Shikucat2
Mwash,@bensofas,"@KenyaPower in ngong town around stadium electricity haven't being restored since Sunday ,, their work is just moving around  doing nothing  you are now boring  ,,,I have tried to call kplc ngong but still doing nothing?",9-Jul,1,,,https://x.com/bensofas,https://x.com/bensofas
Cindy Njuguna | VA,@karuginjuguna,@KenyaPower_Care I made payment for account number 457033582hrs ago and power has not yet been restored. Kindly advise,9-Jul,1,,3,https://x.com/karuginjuguna,https://x.com/karuginjuguna
Tonny Brooks,@tonnybrooks007,Plz restore power  in kidfarmaco spring road Kikuyu we haven't had power since yesterday ACC ..37175008426,9-Jul,2,,4,https://x.com/tonnybrooks007,https://x.com/tonnybrooks007
Ibra,@Ibra22920005,But y do you delay on token too up numbers like I have a situation where I paid for tokens and now is the 3rd day I haven't seen any massage so how do you want me to sevive wen it goes off today,9-Jul,,,,https://x.com/Ibra22920005,https://x.com/Ibra22920005
Frank Moch,@Tutor1987,@KenyaPower_Care my tokens have delayed. meter number 37228209013. nisomee,9-Jul,,,,https://x.com/Tutor1987,https://x.com/Tutor1987
Gakenia_Mwangi,@Gakenia_Gakenia,"@KenyaPower_Care @KenyaPower_Care kindly but urgently restore lights in parts of Kinoo and its environs. We’ve had no nights since last night, we have work to do, food will go stale at this point. Landmark is Mama Ngina Primary in Kinoo",9-Jul,,,1,https://x.com/Gakenia_Gakenia,https://x.com/Gakenia_Gakenia
Navnit Rajdev,@NavnitRajdev,"@KenyaPower_Care still waiting for power to restore in spite of showing that the compliant reference no 11520113 was resolved last night. 
Now got another compliant reference no. 11526455
No response",9-Jul,,,,https://x.com/NavnitRajdev,https://x.com/NavnitRajdev
Carolyne N,@Caroline_Njorog,"Good morning, KPLC team, Please restore power in Kikuyu Town acc no.37221175377. Power went off at 6 am. Thank you",9-Jul,,,,https://x.com/Caroline_Njorog,https://x.com/Caroline_Njorog
Charity Wangui,@CharityWan62707,"Hakuna power kwa riverside estate near Naidu hospital, Thika , near blue post hotel. Please restore",9-Jul,,,1,https://x.com/CharityWan62707,https://x.com/CharityWan62707
Vivian Mugoha,@VeevianMonty,"@KenyaPower_Care kindly but urgently restore lights in parts of Kinoo and its environs. We’ve had no nights since last night, we have work to do, food will go stale at this point and it’s ludicrous to have excuses at work that there are no lights almost twice/thrice every week!",9-Jul,1,,1,https://x.com/VeevianMonty,https://x.com/VeevianMonty
Futie,@mwenesip,"@KenyaPower_Care we have a power outage in Umoja near Cathsam school, since 0330hrs and it's only affecting a few houses. Send your tech guys to restore our power.

CC. @KenyaPower @definedbyawuor1",9-Jul,1,,1,https://x.com/mwenesip,https://x.com/mwenesip
socializer,@socializer208,"When did y'all announce outage in rungiri area, power is not back until now, restore it",9-Jul,,,,https://x.com/socializer208,https://x.com/socializer208
Happy place!,@tom_musula,"@KenyaPower_Care, please assist to restore power. Phase failure reported via complaint number 1152509. Thank you!",8-Jul,,,,https://x.com/tom_musula,https://x.com/tom_musula
Kelvin Kimemia,@memzymurray,@KenyaPower_Care Restore power in matasia. There has been a power outage for the last 3hrs despite no planned outage in the area. Account is 32705642,8-Jul,,,,https://x.com/memzymurray,https://x.com/memzymurray
mmchuba,@mmuchuba,@KenyaPower  please restore power Ac 37156622245,8-Jul,,,,https://x.com/mmuchuba,https://x.com/mmuchuba
mmchuba,@mmuchuba,@KenyaPower_Care  kindly restore power Ac 37156622245,8-Jul,,,,https://x.com/mmuchuba,https://x.com/mmuchuba
Kelvin Kimemia,@memzymurray,@KenyaPower_Care There has been a power outage in Matasia for the last 3hrs. Please restore. Account number is 32705642. It comes and goes. Kindly fix.,8-Jul,,,,https://x.com/memzymurray,https://x.com/memzymurray
keemti bamrah,@BamrahKeemti,We have no power on arboretum drive. Kindly please restore,8-Jul,,,,https://x.com/BamrahKeemti,https://x.com/BamrahKeemti
Follow \o/Epl News,@EPLNewsSoccer,@KenyaPower_Care what's up. please restore power Bee Centre,8-Jul,,,,https://x.com/EPLNewsSoccer,https://x.com/EPLNewsSoccer
Micks Kamuyu,@Mickskamuyu,"@KenyaPower_Care No power since morning, kindly restore
Mtr 37152346567",8-Jul,,,,https://x.com/Mickskamuyu,https://x.com/Mickskamuyu
Aliaro Doreen,@aliarodot,@KenyaPower_Care We are experiencing power outage in komarock ph 4. Kindly restore power ac no 01451161812,8-Jul,,,,https://x.com/aliarodot,https://x.com/aliarodot
Charles Kamau,@petrusmuch,"@KenyaPower_Care, we have blackout in Kariobangi South which has started at 7.00PM. Kindly restore power.",8-Jul,,,,https://x.com/petrusmuch,https://x.com/petrusmuch
