Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
David KK,@DavidKK19,@KenyaPower_Care kindly help in token reallocation for wrong meter number bought. I already sent an email with details as I was advised by your customer service... For the meter numbers please I've sent via dm....,5-Apr,,,3,https://x.com/DavidKK19,https://x.com/DavidKK19
justasneakerhead,@justasnkhd,"@KenyaPower_Care we still do not have power meter 01450324122 South B, Aoko Road. Your people call to ask if there's power, we say there isn't, yet no one has been here the whole day to attend to it. What manner of service delivery is this?",5-Apr,,,2,https://x.com/justasnkhd,https://x.com/justasnkhd
Steve Shewa,@Shewamaestro,"@KenyaPower_Care somebody tell kplc customer service to answer our calls. How can be kept on hold for 8minutes 5seconds yet no one answers?
We have no power in Utawala Benedicta area Kibiku road i just wanted to know when we expect power back .I work from home  am inconvenienced",5-Apr,,,4,https://x.com/Shewamaestro,https://x.com/Shewamaestro
Gabuh254,@Gabuh_254,"@KenyaPower_Care poor customer service,always slow to assist…haven’t been assisted",4-Apr,,1,2,https://x.com/Gabuh_254,https://x.com/Gabuh_254
sinji,@bonface1946871,Hi since yesterday in our area black out electronic and bulbs blowing issue as been reported but yet no assistant please kindly we need your service @ mariene,3-Apr,,,1,https://x.com/bonface1946871,https://x.com/bonface1946871
Abednego B. Osindi,@AOsindi254,"@KenyaPower_Care there is blackout since yesterday around Forest Primary/ Kenya Forest Service offices, Kitale. Kindly help.",3-Apr,,,1,https://x.com/AOsindi254,https://x.com/AOsindi254
Major Macharia,@majorkamau,@KenyaPower_Care there has been a power outage here at Kuscco Homes Milimani area in Kitengela. I have tried reaching your customer service via telephone to no avail. My meter number is 37194007854. Kindly get your people on it. Your swift response will be highly appreciated,2-Apr,,,2,https://x.com/majorkamau,https://x.com/majorkamau
"Andrea Elke,",@elke_andrea,"no Mombasa, but no power in Shanzu
your bad service continues.....",2-Apr,,,1,https://x.com/elke_andrea,https://x.com/elke_andrea
Steve Shewa,@Shewamaestro,"@KenyaPower_Care somebody tell kplc customer service to answer our calls. How can be kept on hold for 8minutes 5seconds yet no one answers?
We have no power in Utawala Benedicta area Kibiku road i just wanted to know when we expect power back .I work from home  am inconvenienced",5-Apr,,,4,https://x.com/Shewamaestro,https://x.com/Shewamaestro
Gabuh254,@Gabuh_254,"@KenyaPower_Care poor customer service,always slow to assist…haven’t been assisted",4-Apr,,1,2,https://x.com/Gabuh_254,https://x.com/Gabuh_254
sinji,@bonface1946871,Hi since yesterday in our area black out electronic and bulbs blowing issue as been reported but yet no assistant please kindly we need your service @ mariene,3-Apr,,,1,https://x.com/bonface1946871,https://x.com/bonface1946871
Abednego B. Osindi,@AOsindi254,"@KenyaPower_Care there is blackout since yesterday around Forest Primary/ Kenya Forest Service offices, Kitale. Kindly help.",3-Apr,,,1,https://x.com/AOsindi254,https://x.com/AOsindi254
Major Macharia,@majorkamau,@KenyaPower_Care there has been a power outage here at Kuscco Homes Milimani area in Kitengela. I have tried reaching your customer service via telephone to no avail. My meter number is 37194007854. Kindly get your people on it. Your swift response will be highly appreciated,2-Apr,,,2,https://x.com/majorkamau,https://x.com/majorkamau
"Andrea Elke,",@elke_andrea,"no Mombasa, but no power in Shanzu
your bad service continues.....",2-Apr,,,1,https://x.com/elke_andrea,https://x.com/elke_andrea
Lawrence Ogumbe,@LOgumbe17790,"My meter failed to work after the power blackout despite my several trips to your lungalunga office. You haven't come to sort it out!
Your customer service is very poor!shame on you!",29-May,,,,https://x.com/LOgumbe17790,https://x.com/LOgumbe17790
Younker,@ezzykim,@KenyaPower_Care service r useless u can report u don't have power more than 5 time but u will stay more than a month without responding to u,29-May,,,1,https://x.com/ezzykim,https://x.com/ezzykim
Jacqueline Sheunda,@Jacqueline64892,"We cannot purchase any tokens.....what time is the restoration of thus service?

We are in darkness",29-May,,,,https://x.com/Jacqueline64892,https://x.com/Jacqueline64892
tyela star,@tyela_star,Why are you not responding to my text? I bought tokens on Tuesday last week and never received the token!!! What happened to your customer service you won't even pick calls on 97771,28-May,,,6,https://x.com/tyela_star,https://x.com/tyela_star
kipkirui ezrah,@ki_yeye,@KenyaPower_Care where is your customer service agent? It's total bullshit to have unanswered complaints for days!,28-May,,,,https://x.com/ki_yeye,https://x.com/ki_yeye
jeffrey omwange,@JeffreyOmw60551,"You have no TAT, yet you claim to provide service. A simple transformer issue has taken @Kisii KPLC more than 4 months. Someone is clearly sleeping on the job.",28-May,,,,https://x.com/JeffreyOmw60551,https://x.com/JeffreyOmw60551
Aaron Tellem,@AaronTellem,"@KenyaPower_Care my meter no. 54402338617. We always have outages in our area (A small area) especially during critical times. I can’t fathom what is going on seeing a neighbor with power and I don’t yet we all pay to get the same service. 
Kindly do something asap,
Regards.",27-May,,,2,https://x.com/AaronTellem,https://x.com/AaronTellem
Maureen Nganga,@NgangaMaureen,"@KenyaPower_Care  This is utterly unacceptable. We have been without power since Friday, and despite numerous calls to your customer service, there has been no response or effort to rectify the situation. ACC 12703924. 
Uthiru",27-May,,,1,https://x.com/NgangaMaureen,https://x.com/NgangaMaureen
Mombasaraha91,@mombasaraha91,"@KenyaPower_Care ,Dear Customer, Mtr: 22171085545 is blocked. Kindly contact kplc Customer care on 97771 for assistance.Have been calling Customer service for almost an hour,no response.After buying token,am getting the above msg.Plz assist.",26-May,,,,https://x.com/mombasaraha91,https://x.com/mombasaraha91
Nicholas {NNS}.,@NNS_theVillager,@KenyaPower_Care 3rd day running with no electricity.Yo ignoring my texts DM & timeline.Bad Customer service,26-May,,,,https://x.com/NNS_theVillager,https://x.com/NNS_theVillager
james kamau,@jameska31940158,@KenyaPower_Care trying to check my new application and your 977 service's are not working for two weeks... Ref no E28952024040087,26-May,,,,https://x.com/jameska31940158,https://x.com/jameska31940158
Delma Ichaguara,@ichaguara,@KenyaPower_Care @davis_chirchir There needs proper investigation with kenya power kiambu...almost everyday there are no lights in the evening around the residential areas near kiambu prison.we need answers and proper service.,25-May,1,,1,https://x.com/ichaguara,https://x.com/ichaguara
The Future,@dambindi,@KenyaPower_Care You haven't replied to my DM for 3 days now. Does this platform work for customer service?,25-May,,,1,https://x.com/dambindi,https://x.com/dambindi
Michael Kamala,@MichaelKamala09,Totally disappointed by service @ machakos office. Reported a complaint ref11289813 on Saturday last week. Up to now no action taken. Empty promises only,25-May,,,1,https://x.com/MichaelKamala09,https://x.com/MichaelKamala09
Nyokabi.k_,@NyokabiEunice__,"@KenyaPower_Care an electric post has been on my  roof since Tuesday night. We reported the incident on Wednesday morning, and you guys dismissed us claiming you'll fix it. It's now Saturday morning, surely what does it take for taxpayers to get service in this country?",25-May,,,1,https://x.com/NyokabiEunice__,https://x.com/NyokabiEunice__
Nyokabi.k_,@NyokabiEunice__,"@KenyaPower_Care an electric post has been on my neighbours roof since Tuesday night. We reported the incident on Wednesday morning, and you guys dismissed us claiming you'll fix it. It's now Saturday morning, surely what does it take for taxpayers to get service in this country?",25-May,1,,,https://x.com/NyokabiEunice__,https://x.com/NyokabiEunice__
Dave,@Dave_254ke,"@KenyaPower_Care  You guys are the worst when it comes to power failures...it has been a week since we had lights mtr no:14106342141

And still you are very unbothered...
how I wish you guys were not a monopoly in the market coz your service is terrible.",25-May,,,,https://x.com/Dave_254ke,https://x.com/Dave_254ke
Lex_199,@wainainalex,"@KenyaPower_Care is your customer service line 0703 070707 operational? Not being picked. 

Power outage Hardy, Karen area for almost 3 hours. Are you aware of any fault on the line?",24-May,,,3,https://x.com/wainainalex,https://x.com/wainainalex
newton,@owuor_newton,@KenyaPower_Care I would like to report an incident of BURNT SUPPLY Electical Cables at KEMRI-ALUPE BUSIA incident happened 24hrs Ago. KPLC Busia has not responded upto now. This is affecting Service Delivery To Patients .,24-May,1,1,2,https://x.com/owuor_newton,https://x.com/owuor_newton
Bethuel,@bethumusic,"@KenyaPower_Care @kenya_254_power 
Day 5 no lights, faulty transformer 
Gachuriri, Embu.
Alafu mbona customer service mniblock?",24-May,,,,https://x.com/bethumusic,https://x.com/bethumusic
HILARY,@hilary_kartel,Nowadays your customer service is wanting. You rarely respond to tweets or facebook posts. Why are you forcing us to use USSD yet its not free? Buana si mnipee job ya social media management?,23-May,,,,https://x.com/hilary_kartel,https://x.com/hilary_kartel
Keyser Söze,@SirKwach,@KenyaPower_Care why is your customer service to customers so bad? I have asked about an issue that happened at 6am!,23-May,,,1,https://x.com/SirKwach,https://x.com/SirKwach
,@joe_kimachia,What reference? You stopped giving reference. Last week I reported 6 times. No reference no response. This week no power from Tuesday. I have seen power this morning. Hope it last. Your service is POOR.,23-May,13,2,1,https://x.com/joe_kimachia,https://x.com/joe_kimachia
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 again we in darkness every day we have no power supply we on your ON OFF supply every day I think your technical team here does it purpose so they get over time to attend to customer's please assist very angary customer poor service,22-May,1,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
UXDeep,@UXDeep,"@KenyaPower_Care I would love to understand why your Kabati and Mūrang'a teams have refused to address our power outage for the past 3 days hapa Kenol Mūrang'a. A whole service line has been out, your teams are aware and at this point you are just denying us help",22-May,,,3,https://x.com/UXDeep,https://x.com/UXDeep
monicah,@shiku84,@KenyaPower_Care service for reporting*977# is not working,22-May,,,2,https://x.com/shiku84,https://x.com/shiku84
Giza_24,@giza_24,@KenyaPower_Care wadau rada we've had no power for 5 weeks now pale km behind Kenyatta University na you guys are showing no effort to make repairs http://manze.You guys have the poorest service delivery aki,22-May,,,1,https://x.com/giza_24,https://x.com/giza_24
PatsyJames,@PatsyJa26446841,Hello kenya power all afternoon all night we had every low voltage AC 23798952 up to now I been reporting but getting no asistance from you or your technical team here why we getting poor service from you guys daily,22-May,1,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
Benjamin Nii Anyetei,@Jukeboxx254,"@KenyaPower_Care 24 hours later you guys are a joke Ur engineers useless, your staff useless Ur customer service useless Ur all useless #KPLCUSELESS",22-May,,,,https://x.com/Jukeboxx254,https://x.com/Jukeboxx254
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 are you 24/7 service customer care still no assistance from you or your technical team all afternoon we have very high and low voltage  up to now still no assistance from you or your technical team assist us customer's begging,21-May,3,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
PatsyJames,@PatsyJa26446841,Hello you guys honestly take the biscuit  for daily poor service poor management AC 23798952 I have reported many many time we have no power supply all afternoon up to now late night no assistance from you or your technical team here who give a f***k about customer's,21-May,2,1,1,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 we still in darkness no power supply all afternoon what service is this every day same old shit no assistance from you or your technical team here you all seem not to care about customer's poor management poor service,21-May,3,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
Christeen Karimi,@ChristeenK12016,"@KenyaPower_Care I do not suppose you are aware of fallen KPLC poles and broken cables in Meru, Abothoguchi west - Mworoga to Kithaku following the 'typhoon'.  I would imagine kplc service men would be all over it like white on rice. Now that  you know when is restoration",21-May,,,1,https://x.com/ChristeenK12016,https://x.com/ChristeenK12016
PatsyJames,@PatsyJa26446841,Hello any one at kenya power care AC 23798952 we have power fluating high and low voltage  no assistance from you or your technical team here we constantly on off daily  please assist us customer's begging for your service that is so poor service poor management,21-May,1,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 we in very low voltage  all afternoon still no response from you or your technical team here we having problem daily with your service here please assist us customer's,21-May,1,2,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
Dee Saj,@saj_dee,There has been no power in Mahanga market VIHIGA for the past 48hrs. Your Mbale office number as usual is out of service. Your lazy staff have intentionally switched off the lines ndio wasisumbuliwe. We need the power restored immediately coz we don't understand why the blackout!,20-May,,,1,https://x.com/saj_dee,https://x.com/saj_dee
Dee Saj,@saj_dee,There has been no power in Mahanga market VIHIGA for the past 48hrs. Your Mbale office number as usual is out of service. Your lazy staff have intentionally switched off the lines ndio wasisumbuliwe. We need the power restored immediately coz we don't understand why the blackout!,20-May,,,1,https://x.com/saj_dee,https://x.com/saj_dee
Dee Saj,@saj_dee,There has been no power in Mahanga market VIHIGA for the past 48hrs. Your Mbale office number as usual is out of service. Your lazy staff have intentionally switched off the lines ndio wasisumbuliwe. We need the power restored immediately coz we don't understand why the blackout!,20-May,,,2,https://x.com/saj_dee,https://x.com/saj_dee
Limooh MCA,@limooh_mca,Hi kplc currently I'm in eldama ravine but your transformer fails like 7 months ago we've reported the incident but no one is concerned!!!! This is pure bad customer service!!!! Transformer location lembus kwen village singorwet,19-May,,,,https://x.com/limooh_mca,https://x.com/limooh_mca
Dee Saj,@saj_dee,There has been no power in Mahanga market VIHIGA for the past 24hrs. Your Mbale office number as usual is out of service. Your lazy staff have intentionally switched off the lines ndio wasisumbuliwe. We need the power restored immediately coz we don't understand why the blackout!,19-May,,,,https://x.com/saj_dee,https://x.com/saj_dee
Eddah Wanjiku,@eddah_wanjiku7,Cammon guys... It's been two days now since you had this anga interruptions in Ngoingwa till now we still have no lights and your customer service says they are now aware we have no lights?? Can we get then back bana... Ni weekend,18-May,,,,https://x.com/eddah_wanjiku7,https://x.com/eddah_wanjiku7
B. Jeremy,@jeremy_branz,"@KenyaPower_Care y'all really need to up your customer service. 2 days, multiple calls, 0 response on socials. I feel like am trying to make conversation with a salty ex",18-May,,,1,https://x.com/jeremy_branz,https://x.com/jeremy_branz
Kimani,@okimani,"@KenyaPower_Care You mean there are no consequences for disconnecting a customer  on call over there. As a Kenya power employee, you just casually  disconnect a customer  knowing NOTHING will happen  to you. What type of service  is this?  I need assistance  from u",18-May,,,1,https://x.com/okimani,https://x.com/okimani
Nyakwarosir,@paulOpi62104485,Stupidity ya monopoly! I doubt it if at all they are even noticing the complaints above. The problem of monopolizing a very critical sector with people from one gene pool- and you expect effective response/service! Aol.,17-May,1,,,https://x.com/paulOpi62104485,https://x.com/paulOpi62104485
Joycemainawangare,@joycewangare18,@KenyaPower_Care we’ve not had light since yesterday at 8:30pm and the customer service in kitale are not responding to our inquiries,17-May,,,5,https://x.com/joycewangare18,https://x.com/joycewangare18
Pastor Ben Wa Migate,@BenWaMigate,Why should I call you customer service number and there is no response and after using the alternative way of *977# thwr eis nothing has been done since the day before yesterday?????,16-May,,,1,https://x.com/BenWaMigate,https://x.com/BenWaMigate
Andrew Mathenge,@aamathenge,@KenyaPower_Care outage in Karen / Fair Acres. Please update on work being done to restore service.,16-May,,,1,https://x.com/aamathenge,https://x.com/aamathenge
Cynthia Lwova,@LwovaCynthia,High standards of customer service. You are a joke. Rudisha stima Kapsabet. Must we complain of power outages every week?,16-May,,,2,https://x.com/LwovaCynthia,https://x.com/LwovaCynthia
John Msagha,@mwandinya,"@KenyaPower_Care what (dis) service is this from you surely? We have gone 3 days without power and your kilifi office just says ""it's a big problem""! How, when all our immediate neighbours have power??? A/c  37207808710...be human for once pls",16-May,,1,4,https://x.com/mwandinya,https://x.com/mwandinya
Spruce Writing,@SpruceWriting,@KenyaPower_Care you guys this year have been the worst service provider. Almost everyday there’s no electricity in Olekasasi area and there’s no power outage maintenance. I have a business to run but you make it impossible to do it. May God end your monopoly in Jesus Name,16-May,,,2,https://x.com/SpruceWriting,https://x.com/SpruceWriting
Mburayan,@_Mburayan,Please for real I'm really going through many things I'd assist if you just gave me this win. Thank you and your service to Kenya.,15-May,2,,2,https://x.com/_Mburayan,https://x.com/_Mburayan
Tom Junior,@TomJunior554430,@KenyaPower_Care we have now concluded and confirmed that you are the worst is service delivery. Bure kabisa,14-May,,,1,https://x.com/TomJunior554430,https://x.com/TomJunior554430
Clench Pegasus,@ClenchP,"Hello
We need assistance here in Old Donholm (Reference No. 11264376)
The main house wire is slightly damaged in the service panel, that is making the electricity flicker and has slightly been burnt",14-May,,,5,https://x.com/ClenchP,https://x.com/ClenchP
fredrick abungu,@abungu2,This is to inform the kenyapower that we have no power at the outerring road nairobi for the last two week due to overload of the transformer we are so disappointed with the service u give us and so many business have lost there business plz give us way through,14-May,1,,2,https://x.com/abungu2,https://x.com/abungu2
Wanjiku Ndung'u,@NdunguTabby,"Niulize tu, why did the customer service lady have to lie that you'd be sending a team out today when no one came and we're still in the dark for yet another night. Tangu Wednesday surely Kenya power.",13-May,,,,https://x.com/NdunguTabby,https://x.com/NdunguTabby
Edwin,@edochomo,Award for the worst customer service goes to kplc Kisumu office,13-May,1,,2,https://x.com/edochomo,https://x.com/edochomo
Mshtaiki _mayor_,@Francis39177751,I don't know even wat to say now three days we don't have power in Siaya around the stadium and it's environs now 3 days Kenya power lighting company wat happened to the good service you used to provide for Kenyans,12-May,,,1,https://x.com/Francis39177751,https://x.com/Francis39177751
Nina Ciks,@CikuP,@KenyaPower_Care @KenyaPower_Care @KenyaPower_Care will I have to be calling you everyday coz of power issues.. Your emergency line 0719 079292 in my area apparently is out of service... I'm exhausted,12-May,1,1,1,https://x.com/CikuP,https://x.com/CikuP
Kieni Githinji,@KieniGithinji,@KenyaPower_Care  without power in hurlingham for 36hrs. Our issue number is 11234051. Techs have been coming for the last 12 hours. Our neighbors has been restored and ours not. For your service level to be this level in the 21st century is an embarrassment to you and Kenya,10-May,,,1,https://x.com/KieniGithinji,https://x.com/KieniGithinji
Richard Oracha,@_oracha,"@KenyaPower_Care @davis_chirchir no power over a week. Big loss for stocked fridge. No communication or compensation yet as a prepaid service you have my money already for at least a month.
Can I get what I paid for?! What is the plan?!Account 92105161225 - Utawala",10-May,1,,2,https://x.com/_oracha,https://x.com/_oracha
Chozen,@chozen_x,"@KenyaPower_Care I'm probably wasting my time in contacting you, because your customer service is horrific.. but let me give it one last try
I am currently unable to purchase tokens through your paybill number .. Kindly fix your system!!!!",9-May,,,,https://x.com/chozen_x,https://x.com/chozen_x
Akelola Linda,@mwitsukani,@KenyaPower_Care ....ac.no.01450292485...come on KP this is too much...we are reporting everyday!!!Is this *977# a free service? Everyday!!& Golf Course phase 2,9-May,,,4,https://x.com/mwitsukani,https://x.com/mwitsukani
I prefer my puns intended.,@Muragedujames,@KenyaPower_Care This fault in Kihara happened Sunday night. How is it that 3 days later we have sections without power yet teams have spent 2 straight days giving false assurances? Does your  service charter regard this as competent resolution? @EnergyMinK Why the monopoly?,8-May,,,2,https://x.com/Muragedujames,https://x.com/Muragedujames
My Right Decision,@MyRightDecision,"@KenyaPower_Care
One day power supply will be liberalized. Many suppliers will join market. Only then will KPLC staff know the definition of a customer & customer service. Let them read literature on Kenya Posts & Telecommunications before Safaricom, Airtel etc joined the market.",7-May,,,,https://x.com/MyRightDecision,https://x.com/MyRightDecision
Kennedy Tatuli,@tats94183,"@KenyaPower_Care which kind of service do you guys offer. I paid power bill and reconnection fee at 8:54 am till now 2:02 pm am yet to be reconnected yet this power is for office use. I have called countless times all am being told is ""your case is on the queue.",7-May,,,,https://x.com/tats94183,https://x.com/tats94183
Abdulrizak Nasteh,@Abdulrizak82530,Hello kenya  power..am in garissa bula mzuri ..for the last  3 weeks we are in blackout..the transformer isn't working..why can't u repair it for good?.. don't  we have any right to get your service?..tafdhali mfanye mambo tunaumia,6-May,,,,https://x.com/Abdulrizak82530,https://x.com/Abdulrizak82530
KeiranZachary,@KeiranZachary,"When you dial *977# it shows the error ""This service is currently unavailable""",6-May,,,1,https://x.com/KeiranZachary,https://x.com/KeiranZachary
Ben-jah mullie,@DorisStubby,Kplc has evolved to be that monster that swallows your money and offers little to ZERO service to it's loyal clientele.,6-May,,,,https://x.com/DorisStubby,https://x.com/DorisStubby
Eunice kui,@eunice_who,@KenyaPower_Care it's really frustrating having to keep calling about power failure and nothing  been done about it. It's been a week of me calling. And the customer service guys keeping you waiting for I don't know what for over 10 minutes after picking. Mtr no. 61241891,6-May,,,1,https://x.com/eunice_who,https://x.com/eunice_who
John Ngatia,@mugongatia,"@KenyaPower_Care For the past few weeks power supply at Thindigua has been crap at best. Last two days mmezima stima usiku ni kama Kuna rationing.... Anyway, don't bother asking for meter number, I'm just here to remind you how crappy your service is... Rubbish.... ^JM",6-May,,,,https://x.com/mugongatia,https://x.com/mugongatia
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 we again as usual daily with no power supply we are on your ON OFF on off system please  assist us customer's begging constantly for your poor service you giving us,6-May,2,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
Mdawanawaadieli,@mdawanawaadieli,"72hrs & counting, since reporting a power outage at Gatune in Nachu of Kamangu- Ruthighitti area.
Meanwhile 
@KenyaPower_Care
 has chosen to completely ingore this.
Complaint Ref. 11188714.
cc.
@KenyaPower WHAT KIND OF SERVICE IS THIS!!!",6-May,,,1,https://x.com/mdawanawaadieli,https://x.com/mdawanawaadieli
Njeri kenda,@GasheriM,@KenyaPower_Care you need to improve your service delivery in watamu.  Outages on a daily basis. It been 3 days without electricity.Some of us entirely depend on electricity.,5-May,,,,https://x.com/GasheriM,https://x.com/GasheriM
kawesa sempa,@kawesasempa,"@KenyaPower_Care your service delivery is just pathetic ....6hours a small minor problem from 2pm now its 8pm no response and a sub station soo close..
Hapa nys engineering skool mathare north road to area 4 has no power but few meters close to 2930 there is power ....",5-May,,,,https://x.com/kawesasempa,https://x.com/kawesasempa
steve,@muyuthi,@KenyaPower_Care the worst customer service in this country,5-May,,,,https://x.com/muyuthi,https://x.com/muyuthi
Elite Traveller,@emidigo,@KenyaPower_Care hey allow me to ask on behalf of Hola Tana River why the town is in darkness for two days straight with zero explanation? Aren't they customers deserving of service?,5-May,,1,,https://x.com/emidigo,https://x.com/emidigo
mwenda kaburu,@olekaburu,@KenyaPower_Care  you need to train your customer care representatives 9n customer service etiquette. I have experienced a very rude customer care agent serving me and shared ref number 11201992 at 2038hrs.  For the managers this is a shows monopolies a hindrance to development.,4-May,1,,1,https://x.com/olekaburu,https://x.com/olekaburu
SAM,@MuvitiSamuel1,@KenyaPower_Care we are tired of your biased service's why are you intimidating us 4 day's in darkness! You're a siiiiiiiiiiiiiiieeeeeeeeet company. We also belong to this Kenya. We are giving you 12 hours failure to which we are going to do a demo never witnessed b4 @KenyaPower,4-May,,,,https://x.com/MuvitiSamuel1,https://x.com/MuvitiSamuel1
Joy Makena -Titu,@Joyoh_Kesh,"@KenyaPower_Care , eeei, are you even going to acknowledge this complaint?  What kind of service is this?",4-May,,1,,https://x.com/Joyoh_Kesh,https://x.com/Joyoh_Kesh
Silas Ratemo,@rasmon82,"@KenyaPower_Care a section of Kiahuria in Juja has been in darkness since Labour day. No correction has been done despite numerous calls and promises in the affirmative. What does it take for people to do their jobs? In anycase, electricity is not a free service.",4-May,,,,https://x.com/rasmon82,https://x.com/rasmon82
Michael Ngari,@mike_ngari,"@KenyaPower_Care Kindly we beseech you restore power in Ruiru-Kamakis areas.
We appreciate your service",4-May,,,1,https://x.com/mike_ngari,https://x.com/mike_ngari
Jillie,@Jillie121551111,@KenyaPower_Care it's day 5 we don't have electricity  we have made numerous  calls only for your team  to come pick the transformer and promise to return it at 3pm yesterday.  Even customer  service  number isn't  going  through. Disappointed  customer,4-May,,,,https://x.com/Jillie121551111,https://x.com/Jillie121551111
Jillie,@Jillie121551111,"It is very sad that customer  service  no isn't  going through at this time. They promised to sort our power outage  5 days  later, and we have no transformer. Yet they took and promised to bring it back yest at 3pm.  I'm a disappointed  customer",4-May,,,,https://x.com/Jillie121551111,https://x.com/Jillie121551111
Natalia Amani fit,@NataliaAmani1,@KenyaPower_Care we don’t have power from last night you guys haven’t even commented on the issue why we don’t have power horrible service,4-May,,,,https://x.com/NataliaAmani1,https://x.com/NataliaAmani1
Kar.ios,@MarkEmerson13,"@KenyaPower_Care Everydamn night in Bypass Kamakis blackout we're in darkness, a little rain blackout, every night anddaytime blackout, fuuuck. Please get us back the lights early today. Our products are going bad. Never seen a company with the worst service.",4-May,1,,,https://x.com/MarkEmerson13,https://x.com/MarkEmerson13
Aisha Twaha (Ashuscakes),@aishajtwaha,There is no power upto now it’s sooo Bad that in a row we get This service.,4-May,,,,https://x.com/aishajtwaha,https://x.com/aishajtwaha
Kanja Francis,@KFkare,"Please stop lying to Kenyans on efficiency and service delivery - we have had no power since Tuesday. http://Mtr.No - 37221037445. Nyinyi sio mwangaza wa Kenya, ni Giza tu.",3-May,,,2,https://x.com/KFkare,https://x.com/KFkare
mike syata,@MikeSyata,"This was just lip service, nothing has been done a week later 11135144, what does one need to do fro kplc to assist you in this day and age",3-May,,,1,https://x.com/MikeSyata,https://x.com/MikeSyata
mike syata,@MikeSyata,"@KenyaPower_Care 
This was just lip service, nothing has been done a week later 11135144, what does one need to do for  kplc to assist you in this day and age",3-May,,,1,https://x.com/MikeSyata,https://x.com/MikeSyata
mike syata,@MikeSyata,"This was just lip service, nothing has been done a week later 11135144, what does one need to do fro kplc to assist you in this day and age",3-May,,,1,https://x.com/MikeSyata,https://x.com/MikeSyata
Papi,@Erico_mutuku,"@KenyaPower_Care  your customer care service line is not picking up calls and you guys are not replying to Dms
That is high incompetency on your end",3-May,,1,1,https://x.com/Erico_mutuku,https://x.com/Erico_mutuku
Joseph Mwaura,@josephmwau63622,"You guys are not serious at all.
Never prepared for anything.
I pity the customer service, and they have to keep apologising every day.",3-May,,,,https://x.com/josephmwau63622,https://x.com/josephmwau63622
mary ewing,@maryewing61,Restoration to normal service? Si power cuts is normal service!,2-May,,,,https://x.com/maryewing61,https://x.com/maryewing61
Mainoo's Bucket Hat,@Ndua_Wangurunga,Is there no way to break the monopoly these lot have on power distribution in this country? Because I'm certain the service delivery would be better with some competition.,2-May,2,,1,https://x.com/Ndua_Wangurunga,https://x.com/Ndua_Wangurunga
Mainoo's Bucket Hat,@Ndua_Wangurunga,Is there no way to break the monopoly these lot have on power distribution in this country? Because I'm certain the service delivery would be better with some competition.,2-May,2,,1,https://x.com/Ndua_Wangurunga,https://x.com/Ndua_Wangurunga
"Hsawka, the Farmer",@waakwalu12,@KenyaPower_Care kindly reward 100 tokens for disturbance caused to every consumer. It's the heart of customer service. We await in earnest... Ooh KPLC the only one.,2-May,2,,1,https://x.com/waakwalu12,https://x.com/waakwalu12
Graphic designer - Mobile Developer,@vince_creatives,'normal' service,2-May,,,,https://x.com/vince_creatives,https://x.com/vince_creatives
Njonjo,@KahatoNjon93953,Your Ruiru office is very inept and unresponsive sending fake messages to Customer service that they've done work on the ground when they haven't. Can it be reshuffled or we start gathering signatures? No power since Monday.,2-May,,,,https://x.com/KahatoNjon93953,https://x.com/KahatoNjon93953
Mwiitu a' Mutua,@MinooMutua,Your customer service has greatly improved. This information is very crutual to the customer,2-May,,,,https://x.com/MinooMutua,https://x.com/MinooMutua
PatsyJames,@PatsyJa26446841,No update on when we getting your poor service???,2-May,2,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
KimutaiKimz,@Kimutai_jk,"""we will issue an update within 2 hrs""
And you still blatantly lied, its 2 hrs 36 mins later and no updates as of yet. Very poor customer service here

FAILURE!! FAILURE!!",2-May,1,,,https://x.com/Kimutai_jk,https://x.com/Kimutai_jk
Adeko Nasri,@AdekoNasri,This is a joke of the century. Kenya power and the management should just be disbanded and the country to look for another alternative service providers. They are taking the country for a ride!,2-May,1,,1,https://x.com/AdekoNasri,https://x.com/AdekoNasri
Cybersec KE,@CybersecKenya,Just how a critical service provider casually addresses its customers like business is usual. Wow! Kenya Power!,2-May,2,,,https://x.com/CybersecKenya,https://x.com/CybersecKenya
Rey G,@RejeibyQ,"Please be honest with us, KPLC MONOPOLY NEEDS END. IN EUROPE… you have more than 8 different energy providers. This makes them compete against each other thus lowering energy prices and ensuring  high quality service. KPLC : Kenya Professional Lying Company",2-May,,,,https://x.com/RejeibyQ,https://x.com/RejeibyQ
