Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
King George,@KingGeo80526790,"Good afternoon, I am writing to inform you that  we your beloved clients are still in darkness since 20th Dec 2022. Please do something about the transformer",20-Feb,,,1,,
Reagan L'lembe,@rllembe,Looks like a transformer problem because it has hit 4 apartments,20-Feb,,,,,
Shrink,@ggit_s,We will appreciate. The issue is at the Wiru Catholic Church transformer. Please send technicians.,20-Feb,,,1,,
Kevin Kimamo,@KevyKillswitch,your maintenance caused an issue with the transformer in our area. Ref no 9139413 since yesterday. Kindly advise.,20-Feb,,,2,,
Lil_krusty,@mutugi___,"There's this place in nyeri called embassy, the transformer was vandalized and now we've been in dark for 2 weeks",20-Feb,,,1,,
BujaP,@buja_p,@KenyaPower_Care No power on Timau/Tigoni roads in Kilimani since 12.30am last noght when the transformer blew. When is power expected to return?,20-Feb,,,1,,
Generation Z Champion,@erick31742933,Good morning @KenyaPower_Care 3 weeks later since i raised this issue and you guys acknowledged Nothing has been done. Is this how you take the issues of Kenyans with contempt?  Why should the issue of Transformer takes more than 6 months to be resolved?  Hii madharau kplc wako n,20-Feb,,,,,
Charles  Ngugi,@chngugi,@KenyaPower_Care @KenyaPower  ac 01450047699. I hve reported daily for the lst 2 wks on a malfunctioning transformer causing multiple outages. It gets worse frm noon till 7.30 pm! How hard is it to repair & how r the ref nos closed without resolution? cc @Cofek_Africa @EnergyMinK,20-Feb,,,1,,
Sina Taabu,@TaabuSina,Your team is made up of cons who want to earn the overtime money while inconveniencing us. Everytime they do maintenance during day time we end up with blown up transformers. Mirema drive,19-Feb,,,,,
Generation Z Champion,@erick31742933,Good morning @KenyaPower_Care 3 weeks later since i raised this issue and you guys acknowledged Nothing has been done. Is this how you take the issues of Kenyans with contempt?  Why should the issue of Transformer takes more than 6 months to be resolved?  Hii madharau kplc wako n,20-Feb,,,,,
Charles  Ngugi,@chngugi,@KenyaPower_Care @KenyaPower  ac 01450047699. I hve reported daily for the lst 2 wks on a malfunctioning transformer causing multiple outages. It gets worse frm noon till 7.30 pm! How hard is it to repair & how r the ref nos closed without resolution? cc @Cofek_Africa @EnergyMinK,20-Feb,,,1,,
Sina Taabu,@TaabuSina,Your team is made up of cons who want to earn the overtime money while inconveniencing us. Everytime they do maintenance during day time we end up with blown up transformers. Mirema drive,19-Feb,,,,,
Rotich Leon,@rotichcooper,"Power outage Muthiga from 5pm to now, what could be the issue? We are always told there's a faulty transformer thus regular power outage, kindly work on it, businesses are affected greatly.",19-Feb,6,2,1,,
Masterkraft Photos,@masterkraft_pix,"@KenyaPower_Care good evening, we have had trouble all day with lights, & now all the neighbors have power apart from two houses. 
Suspected issue at the transformer since there was something burning. Kindly assist. 
Meter number 37221406988. Power issues have been persistent.",19-Feb,,,1,,
Engineer Kevo,@kevoengineer1,"Hello,There is an interruption of power at our local area chebocho-kipchebor ward kericho.The breaker at the transformer section keeps cutting on and off",19-Feb,1,,1,,
maryann,@suttonshish,@KenyaPower_Care transformer along gathanga road Ashton apartments is faulty and lights are fluctuating please look into it,19-Feb,,,1,,
Moses Kabera,@MosesKabera2,Transformer at njoro biston is now 4 weeks since you took it for replacement no water plz help,19-Feb,,,1,,
ann wanjiro,@annwanjiro5,"Hello no power for four days now in raini since a transformer fault,,Acc.45077390370",19-Feb,,,1,,
~Revolutionary,@Evening_primose,The whole area has no electricity your people took the transformer so account number is not going to help,18-Feb,,,1,,
booboo,@boosherr,"Kikuyu nderi road. Landmark is conix piping company, silver star company, steel rolling, etc etc Transformer exploded. I can't get any clearer than that.",18-Feb,,,1,,
booboo,@boosherr,@KenyaPower_Care we are having the same problems we had back in 2007 za a faulty transformer. Kampuni like 100 zimejengwa and our transformer is still substandard how is that possible after all this years?? Are you guys somehow becoming worse??,18-Feb,,,1,,
booboo,@boosherr,@KenyaPower_Care we spent the whole day without electricity in Kikuyu zikarudi 3 and then promptly at 6 transformer ikalipuka sides za steel rolling Kwa makampuni. Seriously what do you guys want from us. We still have the worst transformer ever and it's been over 15 years,18-Feb,,,,,
3REE SIDES,@edwinlaaria,There is a possibility of fire on a transformer,18-Feb,,,,,
Abbey,@abbeylumumba,"@KenyaPower_Care No power at meter no.04225878414 since 6am today. One phase missing 'cause neighbours have power. Located behind muhindi mweusi supermarket,Umoja innercore. Transformer next to umoja sda church.",18-Feb,,,1,,
grid ojaka,@GridOjaka,Guys please just fix the faulty wiring on the transformer. It can't be that difficult,18-Feb,,,1,,
Alvin shikobe,@AlvinShikobe,"@KenyaPower_Care morning,we have been in blackout for over three months now,the transformer became faulty and burnt so report the matter on December 7th 2022,up to now no action a has been taken.insecurity is alarming here and dropping cables now stolen and vandalized.we ned help",18-Feb,,,1,,
Faith Njeri maina,@FaithNjerimain3,@KenyaPower_Care those idiots wenye wanakuanga hapo Kahawa West wenye wanaiba stima za hiyo transformer iko hapo Kwa rounda better rethink your lives. I didn't make my twitter account for KPLC @KenyaPower very frustrating. Everyday every week am here,17-Feb,,,1,,
David,@deemundia,What happens to our lost food and business....Ur almost suggesting  we should been taking care of our transformer. You have also over connected it causing overload and frequent blow ups ..,17-Feb,,,,,
Brian Karari,@brian_karari,"@KenyaPower_Care its day 28 without electricity at my place due to a vandalised Transformer
I have now decided to use medieval torches in my house at night .fix the damn Transformer",17-Feb,,,,,
Prezida,@barasah_ke,"Actually it's not about me, it is about a whole area with a radius of about 500m.The transformer had a little problem on Friday evening where some buildings had no power. So on Saturday afternoon your personnel came but instead of doing the repair, they brought the whole thing.",14-Feb,,,1,,
Kevin_Amayo,@Amayo6Kevin,"So, are we waiting for them to come next week to just insert the poles and then again come in the next two weeks with the transformer? Can't they really see the suffering they're causing people. Are they aware some people are jobless in this place because of them, with bills.",14-Feb,,,,,
Kevin_Amayo,@Amayo6Kevin,"Kenya power these people you send to us are just not serious. Two weeks ago, they came and with the transformer and realized the poles needed replacement. Yesterday they came with a very big lorry just to dig three holes, just three holes then went back.",14-Feb,,,1,,
Tonny Brian Mugendi,@TonnyBrian16,"Hello, transformer imeblow at Ruaka, Kajeraina next to Davison point appatment. Hii valentine's itakuwa candle lit dinner",14-Feb,1,1,,,
Njoroge,@Joe_AlexN,"@KenyaPower_Care, exploding transformer near Gacharage Primary School, Ruaka. Mtr No: 46202151422",14-Feb,,,1,,
Brian Karari,@brian_karari,"@KenyaPower_Care 
Day 26 without electricity in maguguni christian area thika east , i have now adapted and evolved into mobius
Using echo location to see at night. Fix the damn Transformer  
#14february #MensConference2023",14-Feb,2,,1,,
Mickey Michael,@mickeyrebel,"@KenyaPower_Care I told u we are losing & u guys will never fill it. It's us counting our loses. Fix this mess. Account 14140400103. If it's overload fix it, if it's the transformer change it. We are tired of this crap.",13-Feb,,,,,
Brian Opiyo,@tallfish885,"Just the guy there with a pliers, doing something to the transformer. No sure what….",13-Feb,,,1,,
Zero Pressure,@1shuks,Around  citam church Thika! the transformer has issues! a few appartments affected!,13-Feb,,,,,
brendan_iz_me,@brendanville,"@KenyaPower_Care Hi, I'm a Juja-Highpoint resident, your transformer blew up in the morning and damaged household appliances. The affected area is the Muiga estate and environs just at highpoint stage. We are yet to see or hear from you guys. Kindly assist.",13-Feb,,,,,
Folycristorus JR,@JrNyabuto,@KenyaPower_Care The power transformer at Mwihoko is showing fire sparks with thunder like sounds pls your emergency team should check on it ASap,13-Feb,,,,,
Brian Karari,@brian_karari,"Why do you need my account number when its the Transformer that is the issue ? 
These copy paste bot replies wnt help 
Liase with the ngoliba power station to replace it",13-Feb,,,1,,
Sr3mtheekid,@Sr3mtheekid,"@KenyaPower_Care so when are you guys going to fix the vandalized transformer in maguguni christian area 
Thika east
It's been 3 weeks ,and residents are  still in the dark  
#daterush #NAM2023",13-Feb,,,1,,
Esther Kairu,@kairuessy,He said something blew up so what's his account number help with you should check the transformer in the area or something damn,13-Feb,,,1,,
MissNjeri,@NjeriShirlyn,"@KenyaPower_Care @KenyaPower no lights in Regen, transformer blew Early morning. Saidia pls",13-Feb,,,1,,
Brian Karari,@brian_karari,"@KenyaPower_Care 
All i want for valentines is the Transformer at my place fixed 

#7DaysOfLove #daterush",13-Feb,2,3,1,,
Brian Karari,@brian_karari,"@KenyaPower_Care 
Your sub station at ngoliba is failing the reaidents of magogoni Christian area by not replacing the vandalised 
Transformer. Si mseme tuswitch to solar and wind power 
#CHAEUNWOO #RihannaSuperBowl #daterush #OVNIS #TheFlashMovie",13-Feb,,,,,
consolata paul,@consolatapaul1,Good morning I was following up on the issue about our electricity what is the way forward after our transformer was vandalized,13-Feb,,,,,
Bazuu and 1299 Others,@MseOcha,@KenyaPower_Care There's a transformer on gwakairo ruiru removing smoke. It's dark and no one has noticed.,12-Feb,,,1,,
Alex Gitonga,@AlexGit41732788,@KenyaPower_Care  there a problem here.  We are still in darkness.  It Giratu near the supermarket.  What's going on.  You need to check the transformers here,12-Feb,,,1,,
Bethwel,@Bethwel08981009,"-1.19928,36.88527 This pin will drop you exactly to your transformer.... Kindly follow we are tired.",11-Feb,,,,,
Bethwel,@Bethwel08981009,"Am going to share with you a photo of your transformer that exploded and till date noone has bothered to check we are in darkness ..
Kenya power in not the same kenya power we had. @KenyaPower_Care @StateHouseKenya
Location :Nairobi - Njathaini (ngomongo)",11-Feb,1,,1,,
david mogaka,@DavidMogaka,"@KenyaPower_Care In darkness for the past three days and it looks like we may be in this situation until next week,just because of the transformer oil or something that emergency team can handle-14402968185
Please help us.",11-Feb,,,1,,
B.S,@nyex_dein,"Please note that there's no transformer, and we have been out of power since Monday.",10-Feb,,,3,,
Billionaire,@NjeriMuiruri6,"Aki Kenya Power,Moisbridge Transformer iliungua,not the whole town but side ya home kwetu . It's now two weeks,nothing has been done. Please do something,our businesses are at stake without the electricity. Tutangoja hadi lini.",10-Feb,1,,1,,
Mr. Noww,@odhisss,"Its over 24hours now, since the blackout... Apparently there was a transformer blew up... I raised this",10-Feb,,,1,,
Ramah Cheboit,@RCheboit,I have appreciate some progress made only to fix the transformer very risky with the hanging wires,10-Feb,,,1,,
IamBrianKing,@BrianKing3236,How quick can it be solved? Nijipange for the duration. I hear it's about transformer.,10-Feb,,,1,,
Kinyua,@Kinyua69699096,@KenyaPower_Care transformer haikuenda watu waliskia wakapotea still hatuna stima Nyahururu office where is our transformer we need light back 8days so for far.....na matusi muache we are your bosses........@davis_chirchir,10-Feb,,,,,
Ndiema Amos,@NdiemaAmos3,"Othe lines have electricity without any blackout, our line from the same transformer have four days blackout. When it comes, inakuja kama dose then gone again.. we are much disappointed.",9-Feb,,,,,
Holyb Kenya,@HolybKenya,"@KenyaPower_Care Kindly if you don't want to provide electricity in some parts of Kenya kindly let us know so that we can opt for other options instead of replacing our transformer with the old one that keeps burning our equipments.
Am damn done with you.",9-Feb,,,2,,
grid ojaka,@GridOjaka,"@KenyaPower What will it take for you to fix a faulty connection on this transformer? Are you waiting for an electrocution incident?! FAULTY TRANSFORMER PRODUCING SPARKS AND CONSTANT BUZZING SOUND,MT VIEW REFLECTIONS FLAT NEXT TO TOSHA PETROL STATION,WAIYAKI WAY @WilliamsRuto",9-Feb,,,1,,
KOX Antony RAshY,@ItsAntoRashy1,"Seems like the transformer had a burst, the team better be equiped",9-Feb,,,1,,
mumbi,@MumbiWay,"9 blocks with more than 500 tenants...my meter number alone wont help...here is my reference number 9102447...the overloaded transformer has blew again...happens every 3 days...send a team...epic ridge kibichiku, getathuru road",9-Feb,1,,1,,
henry Mmene,@Henrymmene,@KenyaPower_Care A blackout imetokea huku Umoja after hearing whats sounded like a transformer explosion.  Acc 37207829245,9-Feb,1,,2,,
Mr. Noww,@odhisss,"@KenyaPower_Care transformer serving us has apparently blown up. There is no power... Kindly check this out, around Kwetu County Resort in Saika",9-Feb,,,,,
Rizzman,@moedwine,"Please suggest to technicians to interchange terminals kwa transformer, kuna line mbili hizo zingine huwa na power all through na ni same transformer. Wa interchange line yangu na one of those of 2, I’m working from home na power disruption is not something to be entertained",9-Feb,,,,,
Rizzman,@moedwine,"@KenyaPower_Care 

The issue is yet to be sorted
Are you sure the Busia guys are upto task?
They look so incompetent, in Eldoret it takes 2 hours max to restore power, Hapa ni 2 days na bado na si ati ni transformer ime blow, ni one line haina power na zingine 2 ziko na power",9-Feb,,,1,,
Lillian Imbabazi,@LImbabazi,"This is still not sorted, reference number everyday, a generic response but no action. No power every 7pm to late night for last 2 weeks. Your team comes to rhe transformer daily and does nothing. What's the problem. 04214807044",8-Feb,1,,,,
Owino_,@Guardfather001,you guys took our transformer and connected us to a small one now we are suffering and you are not even bothered....tuko kwa giza ata sahii do something please,8-Feb,,,1,,
steve koskei,@koste76,It's affecting a whole village disconnecting transformer from the main line,8-Feb,,,1,,
Eunice Wambua,@eunice_wambua,@KenyaPower_Care We have had no power since Monday due to transformer theft near Christ the King Major Seminary Nyeri-Nyahururu Rd.,8-Feb,,,1,,
Ogachi Nyaronge Moturi,@OgachiNyaronge,"@KenyaPower_Care 8743619 lest you forget. The faulty transformer was removed and taken away. Patiently waiting for replacement. 6 months now and counting, though you are aware it is taking ages. Procuring one from China takes 4 weeks though..",8-Feb,,,1,,
norahireri,@nkiroteireri,"@KenyaPower_Care A transformer blew along Trm Drive, is anything being done about it 6 days later ?, we are in darkness",8-Feb,,,,,
John Makatiani,@JMakatiani,There is a faulty transformer along Shamakhokho-Seremi road. There is a lose cable connecting power to my house. Kindly intervene with the local MBALE OFFICE. have been following it up from last week Friday.,8-Feb,,,1,,
Kim Ooga Mangoa,@brainy_doctor,"@KenyaPower_Care transformer blow heard, blackout in south b balozi acc no 04215355308",8-Feb,1,,1,,
Ferrosounds,@Calebfero,"@KenyaPower_Care  you guys mumetuweka we are not even in the plan for loadshed, how much time do you need to fix a transformer. Tafadhali tusaidiane...help us with stima.. #we #want #stima",8-Feb,,,1,,
Nashon,@Nashontn,"@KenyaPower_Care  so you mean you can't act upon a  complain about a whole town lacking power because of a faulty transformer which is in a public primary school,  simply because i have not given you my contact and metre number???",8-Feb,,,,,
Asuman makoz,@AsumanYusuf2,"But why  are they removing the transformers, here in kosofo they have remove and Kampala ndogo kwanini",8-Feb,,,1,,
ROBERT MUIRURI,@RobertMuiruri,What's happening....since 30th...the same transformer supports pumping of rujiwasco water.. so no water no electricity...these are basic needs.....,7-Feb,,,,,
beryl jusa,@beryl_jusa,"@KenyaPower_Care kindly update on the reference number 9074308 in Kiratina Ruiru where a transformer stopped working due technical issues on 30th January.

Note that the said transformer was picked last week and it facilitates water supply in the Kiratina and larger Gikumari area",7-Feb,,1,8,,
grid ojaka,@GridOjaka,"Thanks, though sadly nothing has been done yet. The transformer is  still buzzing with sparks flying. Please take this seriously. Mt View Reflections flat, near Tosha petrol station, Waiyaki Way",7-Feb,,,1,,
Kevin_Amayo,@Amayo6Kevin,Kenya power you mean you have completely refused to repair this transformer! Around two months down the line many businesses down and life is continuing like nothing happened!,7-Feb,,,1,,
Kalekye Margaret,@KalekyeMargaret,"@KenyaPower_Care 0208000244 Ruiru office line never goes through. How do I report my issue? Lights dim and flickering since 5pm, transformer faulty, emitting sparks",7-Feb,1,,1,,
norahireri,@nkiroteireri,"@KenyaPower_Care a transformer along TRM Drive blew up on Friday and 5 days later you have not yet sorted it, nor sent anyone to check it out, we are still in darkness, when do you plan on replacing it?",7-Feb,,,1,,
Peter Njenga,@Peternjenga6,"@KenyaPower_Care we have had a power blackout since yesterday morning. Account number 54401568123 area called transformer in  Munyu, Kieni East. Same recurring problem since. Kindly assist urgently.",7-Feb,,,1,,
Kasili Jr.,@KasiliAndrew,"Hello, there's probably a faulty transformer around Kware Area-Embakasi South Area. Act swiftly.",7-Feb,,,1,,
Javan Tsisekedi,@Javan_Tsisekedi,"The Transformer at Isanda Primary School,a stretch from Esirulo market on Stendkisa-Yala road has not been replaced, 3wks now.False promises.
Mtre no: 37173227325,Phone 0722799000",7-Feb,,,,,
EveBryant,@evebryant7,@KenyaPower_Care Hi kindly check on Transformer no 32369 Ngarua karandi kiambogo primary route. They've had no electricity for 5 days,7-Feb,,,1,,
Generation Z Champion,@erick31742933,Hello @KenyaPower_Care More than 1 week since i raised the issue on the damaged Transformer at the above station. Nothing has been done. Kindly resolve this issue.  @Joymdivo @kipmurkomen @KenyaPower @rigathi,7-Feb,,,1,,
stephen wanjeri,@StephenWanjeri,"Thika, gatuanyaga (Muguga) a transformer was vandalized, instead of replacing you added tht line to another, rendering power shortage in the whole area, no 3 phase",7-Feb,,,1,,
grid ojaka,@GridOjaka,"@KenyaPower_Care This transformer at Mt. View Reflections apartment near Tosha Petrol Station, Waiyaki Way has a loose connection its buzzing throughout and produces   sparks. Please fix it before someone gets hurt!",5-Feb,,,1,,
Drue,@Drue62507584,"@KenyaPower_Care  the transformer at trm drive,roysambu blew up on Friday 10:22pm and nothing has been done since then.Things are spoiling and businesses losing money.Kindly check this out.",5-Feb,,,,,
zachary nyakoe,@zacharynyakoe1,"Good evening
Am writing from Nyamira county , Borabu sub county, esise ward near Kineni Dispensary. We have been experiencing power shortage since Wednesday last week due to transformer failure.",5-Feb,,,1,,
The Muthoka®,@MuthokaTito,"Evening. Had no power since jana asubuhi, been the trend for like a month now, power out like once every 2 days. The transformer is small (& faulty), needed upgrade when Last Mile Connectivity program was implemented in 2020, but that hasn't happened yet.

ACC/ 37231695935",5-Feb,,,,,
Angelis,@Angelis69082039,"Whats happening at TRM drive one phase?its barely been 2weeks since we had issues with the transformer,are you guys targeting us or what?Since 9l ast night",5-Feb,,,1,,
Hamlet,@hamlet_asfha,"@KenyaPower_Care Good morning,  this is now the 4th time I'm contacting you regarding the issue of random power outages in Mirema lane, Roysambu. The technicians on ground keep replacing fuses at the transformer nearby with no lasting success. A/C 22170398758.",5-Feb,,,1,,
Baba TK,@Michaelowino4,@KenyaPower_Care please check the meter number 01450405269. No electricity since yesterday there was some blast from the transformer nearby.,5-Feb,,,1,,
peterkaroki,@peterkaroki7,Hello tinganga kiambu problem with transformer lights comes and goes whole of this week need fixing meter no 54501330952,4-Feb,,,,,
Samuel Kiongo,@SamuelKiongo_,"You should fix your Transformer for once, Thika Salama Estate. How can other parts have lights yet our lane keeps on having problems?",4-Feb,,,,,
paulmuchai,@paulmuchai5,Kindly assist people from Karura Kagongo near the seventhday  church the transformer blew up it's total darkness in the area.,4-Feb,,,,,
Benny Ivosh,@BennyIvosh,"Please help the people of Mutini village and Sec school along Kabati Kwamutonga Kwa vonza route. The transformer was carried after breakdown and we are suffering. 
Ben Ivongo
@benivosh.",4-Feb,,,1,,
Simon Mungai,@SimonMu06755753,kenya power please we have problem in our transformer since Wednesday night. and when call you emergency team the are not coming back out back out kenya power please,4-Feb,,,1,,
Ben,@Bensalil18,The issue was resolved and the transformer changed.  Thank you,4-Feb,,,1,,
Hillary Abdulu Ole Kipruto,@Hilarykip,"@KenyaPower_Care please send the crew, account 54602192434. Hiyo Fuse huchomeka,looks like the transformer is no longer able to serve the load. Now heading o 24hrs in darkness",4-Feb,,,,,
Alessio Gori,@Gori680,Thanks. I believe that this is an issue with the transformer on Ndoto Road as it’s happened before affecting only a few houses.,4-Feb,,,1,,
Kariuki Benard,@Kareez254,"@KenyaPower_Care when are you guys coming to replace our transformer, we are really suffering since we can't pump water due the fact that we use three phase to pump. Ref account no 35693940",4-Feb,,,1,,
IsmaEzo,@IsmaEzo,we have a market where the contractor did everything and business have been waiting for power for the last 2years...if they questioned they were told that the contractor had not paid the transformer bribe in order for kplc to install..miyonga and nzoia-market siaya,4-Feb,2,,2,,
ジョン Otawa,@Sir_otawa,"I left in the morning and there was still no power,midday my neighbour called me and told me there is still no power and one of the three phase cables had disconnected from the transformer.... kunya primary school,Kunya CDF office,kibos,kisumu...",3-Feb,,,1,,
lee isaac,@leeisaac88,"@KenyaPower_Care hello, there have been strong winds causing power cable to collide and start sparking around causing power outage in Aberdare solid rock pipeline. The transformer is near full gospel church. Kindly assist",3-Feb,,,1,,
African Princess,@ZeyMshanga,So there are no plans yet? Can you please give us a fixed date on when the team will add another transformer?,3-Feb,,,1,,
Cyrus W Ngatia,@cyruswamb,"@KenyaPower_Care in City Park ,there is a transformer leaning dangerously to one side and can fall any moment, causing damages. Please have it checked urgently and rectified. My account number is 23038151....Kassim Close road.",3-Feb,,,1,,
Wilbright Insurance Agencies.,@wilbright867,"You promised us replacement for the faulty transformer, we've been in darkness for almost a week now",2-Feb,,,,,
ジョン Otawa,@Sir_otawa,"I left in the morning and there was still no power,midday my neighbour called me and told me there is still no power and one of the three phase cables had disconnected from the transformer.... kunya primary school,Kunya CDF office,kibos,kisumu...",3-Feb,,,1,,
lee isaac,@leeisaac88,"@KenyaPower_Care hello, there have been strong winds causing power cable to collide and start sparking around causing power outage in Aberdare solid rock pipeline. The transformer is near full gospel church. Kindly assist",3-Feb,,,1,,
African Princess,@ZeyMshanga,So there are no plans yet? Can you please give us a fixed date on when the team will add another transformer?,3-Feb,,,1,,
Cyrus W Ngatia,@cyruswamb,"@KenyaPower_Care in City Park ,there is a transformer leaning dangerously to one side and can fall any moment, causing damages. Please have it checked urgently and rectified. My account number is 23038151....Kassim Close road.",3-Feb,,,1,,
Wilbright Insurance Agencies.,@wilbright867,"You promised us replacement for the faulty transformer, we've been in darkness for almost a week now",2-Feb,,,,,
Excel Kevin,@excelkevv,"No power in Church Road Fedha, some houses in the same building have power while others don't. The main issue is usually due to an overloaded transformer of which the team that you usually send clearly stated in Dec 2022 that the transformer will never be changed. Walisema tuzoee",2-Feb,,,1,,
Vero Wangari,@WangariVero,"@KenyaPower_Care Good evening. We don't have power. I had reported to you some time back, that our transformer burnt, yet upto date, it have not been replaced. Now along my line, all household have no power. Behind kirigiti international stadium",2-Feb,,,1,,
Johnson Oniambe,@ogatonico,"@KenyaPower_Care we have stayed for one full week without electricity in Utawala opposite quick matt supermarket on your way to Ridge ways or Gitunguri. The transformer within that are has electrical problems, kindly do the necessary asap",2-Feb,,,1,,
ryl,@_chaghu_,Dependent on what fault yet mmechukua transformer Leo Na stima zilipotea Monday? So pia coming to Utawala to pick the transformer before today is a transformer fault??...aahh mnachosha,2-Feb,,,,,
ryl,@_chaghu_,"Ata mkiniignore I will still tweet about the power situation at Benedicta, Utawala. Your guys came and took the transformer at 11am na hadi sai nothing has been done. Na leo ndo wamechukua transformer since Monday!Enyewe mko na madharau",2-Feb,2,1,1,,
Tepeyian Rissah,@tepeyian,"@KenyaPower_Care please look into restoring power in thindigua kasirini area. There was an explosion at the transformer prior to outage. Please expedite soonest possible.

Landmarks are feruzi towers and maybe tsavo apartments. Thanks.",2-Feb,1,,1,,
The Happy Cookie,@mikeytherapper,"Kitengela Milimani, no power since last Thursday. Your team took out the transformer without communication on what's going to happen next.",2-Feb,,,1,,
The Happy Cookie,@mikeytherapper,"Kitengela Milimani, no power since last Thursday. Your team took out the transformer without communication on what's going to happen next.",2-Feb,,,,,
Carol Wairoto-M,@CarolMo3,@KenyaPower_Care Electricity has just gone in thindigua meter no 42184275 .I believe it is equipment/transformer that has blown up as there was a very loud noise. Please restore electricity,2-Feb,,,,,
Kurgatt Kipkirui,@kkipkiruii,"JN, Kindly follow up with the responsible departments at KPLC and tell them that KENYANS are suffering out here..KPLC staff on-site informed residence that fixing of transformer will be either on Friday 3rd or Saturday 4th..IMPUNITY..SAD.
@KenGenKenya @EnergyMinK @SakajaJohnson",2-Feb,,,,,
Deon kivuvoh,@macdeon40,What happened to the transformer mbiuni market machakos county ?it's 2 weeks now since you carried the transformer and promised to replace it in 2 days time. The people and businesses are hurting and the economy as well ! @StateHouseKenya  @ItsMutai,1-Feb,,,,,
Running man,@Joebebi,@KenyaPower_Care @KenyaPower transformer blown . No emergency number going through acc no 37221028733,1-Feb,,,1,,
™,@binmarto,"We have not had lights in Utawala along Benedicta mofarm road since Sunday after a transformer misbehaved. We loosing business due to the blackout, security is also a threat. Most of the routes are totally dark. It's day 3, do something bana!!!!",1-Feb,,,1,,
Cyprian Ongori,@CyprianOngori,"@KenyaPower_Care Benedicta, Utawala we've been in total darkness for three days now. We are told it's a transformer issue but you guys haven't fixed it for three days now! Ama must tweet for you to come to realization that power is a necessity and act fast?",1-Feb,,1,1,,
marita ondaba,@MaritaOndaba,Kplc kisii near Gekomu omosocho transformer the lights are going on and off. We have kids with homework surely,1-Feb,,,1,,
victor otieno,@ochiengvictor45,"It's not an issue with my account but the issue is with the transformer in the region, Ndhiwa sub county,kobodo division,kajwang sub-location rachier village",1-Feb,,,1,,
David Mungai,@Davieem22,"@KenyaPower_Care Cables hanging dangerously from a transformer. 2 days now and no lights at Gachie,kanungu Road off Redhill road. Kindly,we need assistance before disaster strikes.",1-Feb,,,,,
Geofrey,@Geofrey82220922,@KenyaPower_Care we haven't he'd power for at least 1week now You came and took out transformer for repairs ND haven't replaced it back we need power @KenyaPower  power is life,1-Feb,,,1,,
Diana Lindaᵀᴷᴹ,@dianah_lindah,"@KenyaPower_Care Shughulikieni stima Ondiek estate, kisumu. Wires are being stolen. Transformers zinakataa kazi. Businesses are not running venye inafaa. The government flat next to Good Samaritan Hotel is the most affected. Do something about it.",1-Feb,,,1,,
Joe Njenga,@JoeNjenga7,"Please note the faulty transformer is still on site, no action taken since Monday. Talk to Ruai station.",1-Feb,,,1,,
Ogachi Nyaronge Moturi,@OgachiNyaronge,8743619 lest you forget. The faulty transformer was removed and taken away. Patiently waiting for replacement. 6 months now and counting,1-Feb,,,2,,
Muthama Ke,@MuthamaMC,"@KenyaPower_Care on Monday we reported a case of a transformer with an issue in Utawala, benedicta along the mofarm road. 3 days later, the whole area is still in a black out, nothing happened. Those of us with businesses along there are counting loses. Please assist us",1-Feb,,,2,,
jeddy maina,@jeddy_maina,"@muranga county- kenol/kabati transformer busted since November and y'all have done nothing about it , till how long will we wait for you to work on that? Coz we suffering ( mtr no. 46902462)",31-Jan,,,1,,
brian nzomo,@BrianGixx,9070744 what is the status of this ref no.. still no power when are we expecting power back..since things are already stale on our fridges..and the transformer your saying has been taken for repair is still on the post @KenyaPower_Care,31-Jan,,,,,
ryl,@_chaghu_,@KenyaPower_Care Utawala Benedicta area in blackouts since SUNDAY!!! you said you picked the transformer which is a lie I can see it here. Wacheni ufala Na utiaji msione wakenya Ni wajinga!!!!!,31-Jan,,,,,
Doxy B,@b_doxy,"Who is going to come to our rescue 6 months without power this has been the response Hello, allow us to follow up under Ref: 9017108 with our technical team. For the last 6 moths that your team in Siaya are trying to borrow a transformer from neighboring regions",31-Jan,3,,2,,
Virginia Sam,@viggysam,How is it possible that you guys don't have transformers to replace condemned ones?.7 days without power? Where is country headed?,31-Jan,1,1,,,
Samuel Cyrus Mbugua,@kajujuz,@KenyaPower_Care brownout issue on faulty transformer 14272534422,31-Jan,,,,,
Haarleen Kaur Jabbal,@harleenjabs,"@KenyaPower_Care transformer issue in South C please check. First team came, waiting for second team now. Reference 9069697.",31-Jan,,,1,,
lee isaac,@leeisaac88,"@KenyaPower_Care hello, our transformer has sparked at full gospel solid rock pipeline. Kindly assist",31-Jan,,,,,
Gonzalez Eduardo,@Edwardw2016,Poor customer service your MD talks of reliability but you guyz are unreliable as it comes anyway we await to see you action on your many escalations to ghost workers.... Transformer inakaa siku tatu kwani iko sleepover?,31-Jan,2,,,,
kepha Ongera,@kephaOngera,As stated power went of Wednesday last week. We were informed that the transformer was faulty it was to be taken for repair. It was removed yesterday leaving the wires hanging see @Edwardw2016 Twitter. DB tell your personal on the ground especially Ruiru office,31-Jan,,,1,,
Wanjiru Richard,@KabakiRichard,"The plot has three faces yellow blue and red the yellow one does not have electricity,,,, I think we have a problem with the pole or the transformer",31-Jan,,,,,
kepha Ongera,@kephaOngera,@KenyaPower_Care this reference 9053891 is six days now with no electricity. You told us transformers take Three days maximum at your workshops. Confirm when will we be connected? @Edwardw2016 @KenyaPower @Cofek_Africa,31-Jan,,,2,,
