Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Lİnk
R.E.G.A.N,@alaliJRA1,"@KenyaPower 
@KenyaPower_Care 

Hii stima ya nyeri huku chania imepotea last 5 hours namna gani","Jul 14, 2023",,,1,https://x.com/alaliJRA1,https://x.com/alaliJRA1
Георгий,@kim_muthuri,Mlikata stima juzi tukiwatch game ya arsenal!!!,"Mar 9, 2023",,,1,https://x.com/kim_muthuri,https://x.com/kim_muthuri
Tosh,@ToshMuriithi,@KenyaPower maumbwa izi the whole of this week mnapoteza stima kila siku manugu,"Feb 25, 2023",,1,,https://x.com/ToshMuriithi,https://x.com/ToshMuriithi
Baba Dennis,@nibabadennis,Only a govt entity comes up with names like stima boda. Will you call the vehicles stima gari too?,"Feb 8, 2023",,,,https://x.com/nibabadennis,https://x.com/nibabadennis
Treasure Box,@Treasure_Box22,@KenyaPower @KenyaPower_Care Leo mumeamua huku kasarani tunaonjeshwa stima kama njugu,"Feb 18, 2023",1,,,https://x.com/Treasure_Box22,https://x.com/Treasure_Box22
Mtrue,@JoseYtrue,Githu akuna stima bana whats happening,"Feb 25, 2023",1,,1,https://x.com/JoseYtrue,https://x.com/JoseYtrue
Dave,@mavelas__,Hakuna stima machakos tangu Jana,"Feb 16, 2023",,,1,https://x.com/mavelas__,https://x.com/mavelas__
ᴍʟᴜʜʏᴀ ᴡᴀ ʙᴜsɪᴀ,@vanso_otis,"@KenyaPower kindly tell us why, mvua kidogo stima imeenda, jua ikiwaka sana stima hakuna, shida ni what?","Jan 8, 2023",1,,,https://x.com/vanso_otis,https://x.com/vanso_otis
Kenn smith,@Smithkmn,Si mrudishe stima ya Gathiga nimalize job,"Feb 9, 2023",1,,1,https://x.com/Smithkmn,https://x.com/Smithkmn
Mwariama,@MwendaMwariama1,"@KenyaPower nauliza Kama mnarudisha stima za Meru Kithoka line ,Kuna blackout kindly respond.","Mar 23, 2023",,,,https://x.com/MwendaMwariama1,https://x.com/MwendaMwariama1
Miss Habesha,@mauayako,@KenyaPower @KenyaPower_Care no stima in Kangemi 36661409,"Feb 12, 2023",,,1,https://x.com/mauayako,https://x.com/mauayako
Pete,@Crey_J6,@KenyaPower mvua kiasi mmezima stima?!,"Apr 22, 2023",,,,https://x.com/Crey_J6,https://x.com/Crey_J6
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower_Care see DM . Stima imepotea,"Apr 12, 2023",,,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Stephen kituku,@Stephenkituku1,"@KenyaPower Acheni ufala sasa,mvua kidogo Nairobi  mshaanua cable za stima zisinyeshewe","Apr 14, 2023",,,,https://x.com/Stephenkituku1,https://x.com/Stephenkituku1
MICHAEL JR,@Michael12JR12,@KenyaPower @KenyaPower_Care mwenye mliacha kwa station ya Roysambu ameamua alalie button ya ku switch off stima za Kasarani turudishieni stima bwana ni haki yetu na si tafadhali!,"Feb 3, 2023",1,,1,https://x.com/Michael12JR12,https://x.com/Michael12JR12
el bicho,@kasungwa_ke,You guys nadai stima na mnatuma used tokes ?rada admin,"Mar 11, 2023",,,1,https://x.com/kasungwa_ke,https://x.com/kasungwa_ke
Mwajuma omar,@Mwajumaomar4,@KenyaPower hii kisumu yetu aki upepo kidogo stima haziko zimeenda na hazitarudi saa hizi please bring back lights aki hii stima tunalipia yet mnataka kujifanya vibaya hivo,"Jan 23, 2023",,,,https://x.com/Mwajumaomar4,https://x.com/Mwajumaomar4
Marley,@Spice_254,@KenyaPower  acheni izo bana. Saa hii stima inapoteaje na hakunyeshi?,"Apr 14, 2023",,,,https://x.com/Spice_254,https://x.com/Spice_254
SKamau,@solomonkamau59,@KenyaPower @KenyaPower_Care leo mnaanika stima mkianua? 37181591431 ndio account.,"Mar 5, 2023",,,1,https://x.com/solomonkamau59,https://x.com/solomonkamau59
SKamau,@solomonkamau59,@KenyaPower @KenyaPower_Care 37181591431 tuliwakosea wapi? Stima zinapotea weekly,"Feb 26, 2023",,,1,https://x.com/solomonkamau59,https://x.com/solomonkamau59
Joshua Barron,@JRBarron_ACTEA,"@KenyaPower & @KenyaPower_Care, are we having load shedding now like in South Africa?  What is it with the daily power outages?

Stima iko wapi?

Hakuna stima Matasia tena na tena na tena.
complaint ref. #9219229","Mar 9, 2023",1,,1,https://x.com/JRBarron_ACTEA,https://x.com/JRBarron_ACTEA
Sonia kithinji,@MuthoniKithinj1,"@KenyaPower hatuna stima loresho springs,ridge...and waiyaki way.... please do something...","Dec 15, 2022",,,,https://x.com/MuthoniKithinj1,https://x.com/MuthoniKithinj1
Ben A1,@Ben_makeg,"Bora saa moja mkuwe mmerudisha stima.
Lazima tuone team yetu Ghana","Nov 24, 2022",,,1,https://x.com/Ben_makeg,https://x.com/Ben_makeg
Anonimax,@Anony_maz,@KenyaPower Stima imeenda wapi ?,"Sep 20, 2022",,,,https://x.com/Anony_maz,https://x.com/Anony_maz
AK,@AmostheGeng,"@KenyaPower @KenyaPower cheregany Kachibora hakuna stima, na inapotea mara kumi kwa siku.","Dec 22, 2022",,,,https://x.com/AmostheGeng,https://x.com/AmostheGeng
HeThinksHeIsHim,@HeIsHimYoh,@KenyaPower Stima hazijacome since Sunday kuna pole imeanguka near Mihango secondary at utawala and yet nobody is doing anything about it since Sunday,"Dec 14, 2022",,,,https://x.com/HeIsHimYoh,https://x.com/HeIsHimYoh
Mesh,@Mesh_KE,"Rudisheni stima Kakamega , huko Rift Valley mnaeza achana tu nayo .","Nov 2, 2022",,,,https://x.com/Mesh_KE,https://x.com/Mesh_KE
Were is God,@ChildWere,@KenyaPower I need to get back to my hustling. Wapi stima? We can't go for 2 days with no power. Lights went off yesterday 5.30am because of short-circuit at gataka Road Boonhouse area. Please sort out,"Nov 16, 2022",,,,https://x.com/ChildWere,https://x.com/ChildWere
DON,@mwamiyes,"@KenyaPower mnarudusha stima Rongai saa ngapi, mnatengeneza a technical issue siku nzima","Oct 1, 2022",5,2,,https://x.com/mwamiyes,https://x.com/mwamiyes
Vince Mikel,@mikel_vince,Sikuizi Kajiado Town lazima stima zipotee daily in the afternoon! What's wrong with you? Kila siku for the last 2wks.,"Sep 1, 2022",,,1,https://x.com/mikel_vince,https://x.com/mikel_vince
Tarzan,@yammyenigma,@KenyaPower you guys Bana do something tuko Babylon uku waiyaki way tumelala bila stima bado hazijarudi ata phase moja @KenyaPower_Care,"Nov 22, 2022",,,1,https://x.com/yammyenigma,https://x.com/yammyenigma
We The People Are Sovereign,@Nufftali,@KenyaPower we are watching the World Cup. Rudisha stima,"Nov 20, 2022",,,,https://x.com/Nufftali,https://x.com/Nufftali
ManInTheMiddle,@alla_know,Buana rudisha stima uku Embu University ama tuanguke mitihani,"Nov 24, 2022",25,,,https://x.com/alla_know,https://x.com/alla_know
Budalang’i Trust Fund Baby,@Tuzzy_Mahaga,Na kinoo hakuna stima?,"Dec 15, 2022",,,1,https://x.com/Tuzzy_Mahaga,https://x.com/Tuzzy_Mahaga
Peter Wainaina Njoroge,@Konchez,"@KenyaPower @KenyaPower_Care, Kindly assist us, 15 hours bila stima, inefficient customer care at Eldoret Town. Since yesterday 9:20 pm stima ilipotea pande moja Eldoret, Munyaka Estate/Mwitirithia. Efforts to be assisted falling on deaf ears. Kindly push for us to be sorted.","Dec 15, 2022",,,1,https://x.com/Konchez,https://x.com/Konchez
Aurora Essay Help,@Auroraessayss,@KenyaPower mnaeza kata stima kuna mbwa iko hapa imecheza bongo since 6 am,"Nov 30, 2022",9,4,1,https://x.com/Auroraessayss,https://x.com/Auroraessayss
Smart Martin,@s_martooo,"We are yet to receive power back, banna mtu anafanya job from home na kuna ngombe zinakamuliwa na stima, please help 37207722671","Nov 3, 2022",,,1,https://x.com/s_martooo,https://x.com/s_martooo
Jason Black,@jason_blqck,mvua kidogo stima zenu zishaingia kwa kitanda?,"Nov 2, 2022",25,,2,https://x.com/jason_blqck,https://x.com/jason_blqck
𝐋𝐞𝐱𝐲,@kikuyu_duke,@KenyaPower what legal rights have you given house agents kuzimia watu stima ikifika date 15th kama huja clear rent arrears za hiyo month?,"Dec 4, 2022",1,,,https://x.com/kikuyu_duke,https://x.com/kikuyu_duke
theKiabU,@theKiabu,Simeni stima sasa  tucelebrate in style,"Dec 31, 2022",,,,https://x.com/theKiabu,https://x.com/theKiabu
DOMNIC,@mr_domnic,@KenyaPower callbox manyatta Kisumu haina stima na tulo kazi si mrudishe stima tupandishe uchumi saizi tafadhali,"Nov 20, 2022",,,,https://x.com/mr_domnic,https://x.com/mr_domnic
Batmobile_A7,@Byron_Kr,"@KenyaPower Care
 @KenyaPower lookatyour
 complacency!!! if you're looking
 for the cause of the blackout in
 Ruaka, ndio hii. Mvua inakuja,
 stima ina left!!! It's the freaking
 21st century. FOCUS BANA! ! ! ! People could die from such occurrences!!
 @its_dunM ona hii maneno","Feb 1, 2022",6,8,3,https://x.com/Byron_Kr,https://x.com/Byron_Kr
Mical,@Mical_KE,@KenyaPower daytime stima inaendanga wapi?,"Apr 7, 2022",,,,https://x.com/Mical_KE,https://x.com/Mical_KE
Del Luna,@_wanguiii,@KenyaPower regesheni stima pls.,"May 10, 2022",,1,1,https://x.com/_wanguiii,https://x.com/_wanguiii
Nyangile,@Sidiguvictor,"Dear KPLC hii 16k mnanidai sioni nikilipa kujeni mkate stima coz I don’t understand how I used 16k in 2months yet I don’t have kids and a wife kujieni meter yenu na mkate stima 
^SV","Apr 28, 2022",,,1,https://x.com/Sidiguvictor,https://x.com/Sidiguvictor
Nomad,@otikenne,@KenyaPower stima ni kitu ya kunyima watu on Sunday surely?,"Apr 24, 2022",,,1,https://x.com/otikenne,https://x.com/otikenne
Eastlando,@YvesSaintGeorgy,"@KenyaPower mbona leo mnaanua stima na hakujanyesha,ama ni madem wa kampuni ndo wamenyesha nkt","May 7, 2022",,,,https://x.com/YvesSaintGeorgy,https://x.com/YvesSaintGeorgy
Ezra B. Obong’o Snr,@ezrabundiobongo,"Discussing what yet part of embakasi west haina stima, you're killing our businesses, our food kwa fridge zinaharibika Jana the whole day hakukuwa na stima tena leo ndio hii mmekata. Rudisheni stima bwana","Jul 7, 2022",,,,https://x.com/ezrabundiobongo,https://x.com/ezrabundiobongo
Samir Kiragu,@Samir_kiragu,@KenyaPower msitushukishie taxin huku mtwapa rudisheni stima jaba iendelee @KenyaPower_Care,"May 21, 2022",,,,https://x.com/Samir_kiragu,https://x.com/Samir_kiragu
DEKI CHAFU,@sir_Piing,@KenyaPower  mliamua Kihunguro tukae bila stima,"Apr 14, 2022",,,,https://x.com/sir_Piing,https://x.com/sir_Piing
Anthony Josephat,@Anthony_254,@KenyaPower @KenyaPower_Care mnaskiaga tu raha mkiona kinoo hakuna stima,"Jan 15, 2022",,,1,https://x.com/Anthony_254,https://x.com/Anthony_254
I am Julius,@sustainer_,@KenyaPower mnaanua stima na ndio nimelipa tokens,"Jun 15, 2022",,,,https://x.com/sustainer_,https://x.com/sustainer_
I am Julius,@sustainer_,@KenyaPower  ata tokens hazijamaliza 10min mashaanua stima huku bana,"Jul 8, 2022",,,,https://x.com/sustainer_,https://x.com/sustainer_
Lwande,@Collinslwande,@KenyaPower stima ziko unstable huku clayworks kasarani landmark Revekah apartments. Kindly assist zitachoma vitu,"Jun 2, 2022",,,,https://x.com/Collinslwande,https://x.com/Collinslwande
Wakesho wa Mwagae,@EileenWakesho,@KenyaPower tulale ama mturudusha stima leo. Candles zimeisha,"Jan 11, 2022",,,,https://x.com/EileenWakesho,https://x.com/EileenWakesho
"Patrick Gachagoh ,HSC",@PGachagoh,Mmeamua kuanua stima zenu zisinyeshewe ama  location kahawa Wendani,"Jul 9, 2022",2,,1,https://x.com/PGachagoh,https://x.com/PGachagoh
Maureen Moraa,@moraam_moraa,@KenyaPower no stima in Kasarani region.,"Aug 11, 2022",2,1,,https://x.com/moraam_moraa,https://x.com/moraam_moraa
Skipper ™,@MuKijana,@kenyapower mbona hakuna stima ushago,"May 14, 2022",,,,https://x.com/MuKijana,https://x.com/MuKijana
Finley Mokua Nyakundi,@fino_finley,@KenyaPower mmeanua stima zenu kiboronjo subukia zisinyeshewe ama?,"May 29, 2022",2,3,1,https://x.com/fino_finley,https://x.com/fino_finley
Lillian Kamau,@kamaulillie,@KenyaPower washeni stima,"Jul 19, 2022",,,1,https://x.com/kamaulillie,https://x.com/kamaulillie
MICHAEL JR,@Michael12JR12,@KenyaPower @KenyaPower_Care yaani ju hatuna option ingine ya stima mmeamua tusifanye kazi from kasarani to githurai,"Apr 22, 2022",,,1,https://x.com/Michael12JR12,https://x.com/Michael12JR12
ຸ ,@justus_muriithi,In Rongai bado hakuna stima.. ama,"Jan 11, 2022",78,14,7,https://x.com/justus_muriithi,https://x.com/justus_muriithi
I.AM. JEFF,@Jeffmigiroh3,Hii lazima ni nyonde walikua wanadinyana juu ya wire stima ikapotea,"Jan 11, 2022",,,,https://x.com/Jeffmigiroh3,https://x.com/Jeffmigiroh3
Chloride Exide Kenya,@chlorideexide,"Tuko na stima sisi because @chloridesolar .

Kujeni na simu zenyu mcharge.","Jan 11, 2022",24,2,3,https://x.com/chlorideexide,https://x.com/chlorideexide
blueHike,@bluehike19,"na jana mlikua mmepeleka stima wapi
karibu nilale njaa nikiwa kisiagi juu ya hii ufala ntk","Jan 11, 2022",,,,https://x.com/bluehike19,https://x.com/bluehike19
Chriskirubi,@Hushpuppiiiii,Tutafte pesa tuache kutegemea hawa mafala na hii stima yao,"Jan 11, 2022",2,1,,https://x.com/Hushpuppiiiii,https://x.com/Hushpuppiiiii
A-Logo Brands,@joeAdmin1,Nyinyi mko na stima kweli?,"Jan 11, 2022",,,1,https://x.com/joeAdmin1,https://x.com/joeAdmin1
Mr Manz,@LoyalAlbert4,Nlikuwa nashangaa kwani Leo mmeanua stima mapema aje but anyway,"Jan 11, 2022",,,1,https://x.com/LoyalAlbert4,https://x.com/LoyalAlbert4
Charles Ombati,@CharlesOmbati9,"Hatuna stima hapa milimani kisii town ,siku mbili sasa angalia hii maslai yetu bana","Jan 6, 2022",,,,https://x.com/CharlesOmbati9,https://x.com/CharlesOmbati9
Alex Mwirigi,@Almwirigi,Bana Rongai hakuna stima,"Jan 11, 2022",,,,https://x.com/Almwirigi,https://x.com/Almwirigi
Lenny KE,@Lenny254ke,Kwani niko nchi ingine. Hakuna stima,"Jan 11, 2022",,,,https://x.com/Lenny254ke,https://x.com/Lenny254ke
Wadash,@genewadash,@KenyaPower  should just be sold to @SafaricomPLC. Hii kazi imewashinda. Ama mkona stima kwenu?,"Jan 11, 2022",,,,https://x.com/genewadash,https://x.com/genewadash
njaabati,@Njaambati,@KenyaPower hunters to mwiki no stima,"Jan 6, 2022",,,,https://x.com/Njaambati,https://x.com/Njaambati
THAT_Girl,@Cdarle,@KenyaPower washeni stima nishuke lift Alafu mzimie @princemill_ apumzike kazi.,"Jan 11, 2022",,,,https://x.com/Cdarle,https://x.com/Cdarle
Sheriff,@vjsheriff,"i want to take this opportunity to announce my innovation ya stima kutoka kwa maembe,stay tuned for more","Jan 11, 2022",,,,https://x.com/vjsheriff,https://x.com/vjsheriff
Kemboi Ultra,@kyvin_kemboi,"@kenyapower
Nyinyi watu mmefanyia nini stima kericho..","Jan 8, 2022",2,1,,https://x.com/kyvin_kemboi,https://x.com/kyvin_kemboi
REDRUM,@jublojagotti,Kwani stima za nairobi zote zinabebwa na hio post moka imeanguka....bure kabisaaa,"Jan 11, 2022",,,,https://x.com/jublojagotti,https://x.com/jublojagotti
Héavy G,@zambiake9,Leo tumetoka mapema foreman ako na bash kwani kuna time stima ilienda,"Jan 11, 2022",,,,https://x.com/zambiake9,https://x.com/zambiake9
Dj Nthi 1,@Nthiweezy,@KenyaPower hakuna Stima,"Jan 11, 2022",,,,https://x.com/Nthiweezy,https://x.com/Nthiweezy
miss.muthoni,@Muthonii77,Mturudishie stima jameni,"Jan 11, 2022",,,1,https://x.com/Muthonii77,https://x.com/Muthonii77
Jafield,@MkenyaDaima018,@KenyaPower kuna mlevi hapo amekanyaga waya ya stima ebu mtafute ili mturudishie stima. #Blackout #kenyapower,"Jan 10, 2022",,,,https://x.com/MkenyaDaima018,https://x.com/MkenyaDaima018
MURKONMEN,@ItsSmall06,@KenyaPower mmeamua hamtakuja kuturudishia stima huku kwetu?? It has been three days without power and you're busy giving out reference number to customers and you don't do what they need,"Jan 1, 2022",,,,https://x.com/ItsSmall06,https://x.com/ItsSmall06
CHAMPION.,@kijo_carol,@kenyapower rudisheni stima,"Jan 4, 2022",,,,https://x.com/kijo_carol,https://x.com/kijo_carol
wicklif marube,@wicklifmarube11,Dandora phase 2 hakuna stima plz saidia,"Jan 5, 2022",,,,https://x.com/wicklifmarube11,https://x.com/wicklifmarube11
Paul Meltus,@MeltusPaulo,"No electricity since October 2021, hata 2022 tumeanza bila stima kesho itakuwa siku ya tatu. Ac no. 3723188042","Jan 2, 2022",,,2,https://x.com/MeltusPaulo,https://x.com/MeltusPaulo
Abdi Ali bashir,@AbdiAlibashir2,"@KenyaPower 
@KenyaPower_Care 
I am complaining about Kenya power head office in Garissa.There is a transformers and posts that rural electrification has finished the project but still are not connected to stima nd as a resident of bula ramha we are very disturbed by the darkness","Jan 5, 2022",,,1,https://x.com/AbdiAlibashir2,https://x.com/AbdiAlibashir2
AGWANDA Aloo,@agwanda_aloo,"@KenyaPower So, being the new year you decided that Amani court Embakasi we just be in the dark from 31st at 21hr 2021 mpaka saa hii hatuna stima surely. Why are you always like this with Amani court Embakasi, are we not Kenyans?!!!!","Jan 1, 2022",,,,https://x.com/agwanda_aloo,https://x.com/agwanda_aloo
Tsum,@Tsumizwer,"@KenyaPower it’s a new year, we are working from home. We are paying for electricity but lazima tu stima ipotee?","Jan 5, 2022",,,,https://x.com/Tsumizwer,https://x.com/Tsumizwer
Weddy Kathambi,@Weddy88321747,"It's 6 days since I was promised a technician to handle my token update. I have walked to Nkubu, Meru office for days now and no help still. Why did you have to force an update if there was no plan on how to go about it fully.  Meter 22170882751 mkuje mturudishie stima ama mkae",21h,4,,3,https://x.com/Weddy88321747,https://x.com/Weddy88321747
OCHANDA OOGA STEVE,@OogaOchanda,Whole week bila stima hapa utawala mama teresa,5h,1,,2,https://x.com/OogaOchanda,https://x.com/OogaOchanda
Road Sense Kenya - RSK,@roadsensekenya,"In the spirit of promoting e-mobility, we’ve suggested an edit on @googlemaps for the EV charging station at Stima Plaza, Parklands to add info about the available EV charging stations in Nairobi area. The Ruaraka Depot EV station should also be added. #PoweringEmobilityKE.",Jul 6,1,1,,https://x.com/roadsensekenya,https://x.com/roadsensekenya
theuri,@petertheuri15,No power in Bamburi Total mmeanua stima mkaenda nayo wapi?,Aug 7,2,,,https://x.com/petertheuri15,https://x.com/petertheuri15
John,@jonkaloki,Mbona stima huenda na hakunyeshi?,17h,,,,https://x.com/jonkaloki,https://x.com/jonkaloki
Lenny de Reuel,@DeReuel,@KenyaPower mrudishe Stima ama tukuje usiku kwa offisi tuanguke na nyinyi. The whole day bila stima kwani tuko Nigeria? Angalia DM.,Jul 15,,,,https://x.com/DeReuel,https://x.com/DeReuel
Rambo kanambo,@MburuTm,"Kwani stima matasia ngong imekuwa ya kupimiwa kila siku, yesterday we did not have power the whole day(8-5pm, coming and going in btwn),Monday,the power went off around 6pm and came back the following day,today we don't have power,what is it,we are losing business bana",Jul 12,1,,1,https://x.com/MburuTm,https://x.com/MburuTm
#30 Rock,@Mudagala_,Nyi wasenge hatuna stima Satellite since yesterday,May 9,,,,https://x.com/Mudagala_,https://x.com/Mudagala_
𝓛𝔂𝓭𝓲𝓪𝓱 𝓚𝓲𝓷𝔂𝓪𝓷𝓳𝓾𝓲-𝓞𝓭𝓱𝓲𝓪𝓶𝓫𝓸,@LydiahKinyanju4,"@KenyaPower @KenyaPower_Care I just woke up to my pre-paid meter off. It's like switched off. Stima ziko lakini meter haifanyi. Yes, I updated it a week or so ago. MTR. No. 14244243888",Aug 1,,,1,https://x.com/LydiahKinyanju4,https://x.com/LydiahKinyanju4
Plug wa data na minates,@lifesgoodlf,"@KenyaPower 
Should tell us how rainfall is related to power blackouts
Hata manyunyu stima inapitea  the whole day",Jun 4,,,,https://x.com/lifesgoodlf,https://x.com/lifesgoodlf
Ja Taliban.,@_Educatedfool,@KenyaPower wameamua waanue stima yao,Jun 20,,,,https://x.com/_Educatedfool,https://x.com/_Educatedfool
Daud Akbari,@Daud_Akbari,"We still have no power in madogo tana river. Your team ilikataa kutuskiza mpaka tumetuma vijana wetu kufanya hio kazi,tunarepair kwa mfuko yetu. Murudishe stima !",May 31,,,1,https://x.com/Daud_Akbari,https://x.com/Daud_Akbari
Biko Kenyanito,@bikokenyanito,"@KenyaPower How do you explain this, vile hakuna bars kwa hii C.I.U Is it an error?
Hlafau  Codes za Stima na ata za Updating zinasoma FAILED zote.",Jun 24,,,1,https://x.com/bikokenyanito,https://x.com/bikokenyanito
null,@millxn_,@KenyaPower three days bila stima jameni,Jul 18,,,,https://x.com/millxn_,https://x.com/millxn_
"Justérick, BSc",@justerick_,Big conversation na mmeanua stima Mombasa,May 23,,,,https://x.com/justerick_,https://x.com/justerick_
keshy zill,@keshy_zill,Kwani hamrudishi stima kongowea!?,Jul 31,,,,https://x.com/keshy_zill,https://x.com/keshy_zill
Kijana ya Nairobi,@ndika_palmer,"@KenyaPower bana mkipoteza stima inafaa mjuwe mnatuumiza sana sisi watu wa wifi, kubuy mbz sucks",Jul 8,,,,https://x.com/ndika_palmer,https://x.com/ndika_palmer
El Jefe,@GoddyJatelo,@KenyaPower Rudisheni stima tafadhali.,May 25,,,1,https://x.com/GoddyJatelo,https://x.com/GoddyJatelo
Zj Wakorach,@wakorach,Nilisikia mnatuletea gas ya stima,Jun 17,,,,https://x.com/wakorach,https://x.com/wakorach
Patrick Mwadime,@Patrickmwadimek,"Yes nimeupdate...but stima zimepotea huku banana,victory area!!!  Plz help.",Aug 2,,,1,https://x.com/Patrickmwadimek,https://x.com/Patrickmwadimek
Mwalimu Eric,@_MwalimuEric,"""hatuanuangi stima""",Apr 29,22,,1,https://x.com/_MwalimuEric,https://x.com/_MwalimuEric
Bishop ©,@edwarddiamonds,@KenyaPower stima mbona mmechukua,May 5,1,,,https://x.com/edwarddiamonds,https://x.com/edwarddiamonds
Certy AF,@medezommy,"@KenyaPower muache izo tabia, rudisheni stima",Apr 7,1,,,https://x.com/medezommy,https://x.com/medezommy
ric,@kakaeriko,"@KenyaPower wakikata stima at this hour in Mombasa, ni either ulale nje ama ukeshe. Can't sleep with this heat, huku ata the moon inawaka na joto",Mar 7,1,,,https://x.com/kakaeriko,https://x.com/kakaeriko
A_Kenyan,@_Wambua254,Tucheki miti na hakuna stima tangu Jana usiku.,Mar 8,,,1,https://x.com/_Wambua254,https://x.com/_Wambua254
MR๛PRIZE亗,@MrPrizeke,@KenyaPower Uku kiambuu mlisema stima hamuwezi rudisha tuguze guze walls kama lizard,Apr 16,,,,https://x.com/MrPrizeke,https://x.com/MrPrizeke
FieldMarshall Onepaul,@onnehpaul,Kwetu huwa mnaanua…jakinyesha hivi ..street lights half of road inazima.. plot inazima pia  sijui..kidogo jirani both left and right unsona stima..mark you we use 1 same transfomer….as am typing nko kwa giza…bure nyinyi,Apr 30,1,,1,https://x.com/onnehpaul,https://x.com/onnehpaul
freddy000,@fredkdesigns,I don't get how mnaanua stima and it's not even raining,May 7,,,,https://x.com/fredkdesigns,https://x.com/fredkdesigns
sultan,@shangatatu,@KenyaPower turudishieni stima kiembeni,Apr 8,,,,https://x.com/shangatatu,https://x.com/shangatatu
THE Connector,@Robahmyish,Hatuna stima since Saturday?,May 6,,,1,https://x.com/Robahmyish,https://x.com/Robahmyish
Cactus owino(you can call me Rose),@awuoshee,@KenyaPower mvua kidogo mshaanua stima?!,Mar 30,2,1,2,https://x.com/awuoshee,https://x.com/awuoshee
𝙒𝙖𝙞𝙡𝙚𝙧,@Reggaewailer,@KenyaPower hakuna stima fedha bana mnataka kitemeo adhani huku ni witeithie?,Mar 7,1,,1,https://x.com/Reggaewailer,https://x.com/Reggaewailer
sensei,@__marshallN,@KenyaPower rudisheni stima nguii,May 2,,,,https://x.com/__marshallN,https://x.com/__marshallN
Omushevi,@Omushevi,"@KenyaPower nini inawasumbuanga?
Ayamu tayadi.Hii ni masaa ya mtu kupumzika kwake kwa amani regretting how Ukur Yatani is  fool.
Yaani ksh.61Milion kwa nyumba and your fellow thief anazikujia tena na ayamu hia najikuna makende nikiwaza mambo ya kesho,alafu mnatuzimia stima?",May 6,,,,https://x.com/Omushevi,https://x.com/Omushevi
intel,@intel_uarch,@KenyaPower hii ni masaa ya kukatia watu stima surely,Mar 13,,,,https://x.com/intel_uarch,https://x.com/intel_uarch
Daniel Nzioka,@danziokaa,Tumieni Ndindi Nyoro hii. Punguza bei ya Stima shenzi,Feb 23,,,,https://x.com/danziokaa,https://x.com/danziokaa
Wes Lee,@walker89368,@KenyaPower hii wiki mlikua mnaanua stima zenu tu fwaa hata hamkujali nilikua nasomea exam. mangai nikipata supp nitakuja huko headquarters na panga,Apr 20,,,,https://x.com/walker89368,https://x.com/walker89368
Pinto,@pintspints,@KenyaPower @KenyaPower_Care so leo mmeamua Rungiri wezi watuvamie juu hatuna stima,Feb 14,1,,1,https://x.com/pintspints,https://x.com/pintspints
The Caucasian Chalk Circle,@Certified__hate,@KenyaPower_Care  mliamua Thindigua kila siku ni kuzima stima for several hours?,Apr 9,,,3,https://x.com/Certified__hate,https://x.com/Certified__hate
mista waziri ™,@ras_waziri,@KenyaPower yaye muturudishie stima ....sasa tukule Kwa Giza,Mar 7,,,,https://x.com/ras_waziri,https://x.com/ras_waziri
Sajida Nyakao,@zyphatruto,@KenyaPower mturudishie stima 87 uthiru.,Jan 11,,,1,https://x.com/zyphatruto,https://x.com/zyphatruto
Sajida Nyakao,@zyphatruto,Sasa mbona mmeanua stima Huku 87?,Jan 12,,,,https://x.com/zyphatruto,https://x.com/zyphatruto
Ms_Mungai,@sheey_mungai,@KenyaPower  mmeamua aje...hamskii hatujakuwa na stima kutoka Jana usiku,Jan 15,,,1,https://x.com/sheey_mungai,https://x.com/sheey_mungai
Grey Beard,@RickySp16073248,"Huku limuru hakuna stima bana.What is happening here.Area ni Thigio,limuru.Hakujakuwa na stima kutoka SAA saba.Tusaidie bana.",Jan 5,,,1,https://x.com/RickySp16073248,https://x.com/RickySp16073248
Fab and Roll,@Fabandroll1,@KenyaPower Hatuna stima hapa chambers road ngara kutoka Jana... kindly assist,Jan 14,,,,https://x.com/Fabandroll1,https://x.com/Fabandroll1
gilbert kaunda stima,@SuufStima,"@KenyaPower nini mbaya Transaction failed, M-PESA cannot complete payment of Ksh1,000.00 to KPLC. The Organization's system receiving the payment experienced some technical challenges, try again later.",Feb 10,,,1,https://x.com/SuufStima,https://x.com/SuufStima
Jina-kubwa,@caloti,@KenyaPower @KenyaPower_Care Mmetuchosha na hii stima yenyu kaeni nayo we don't need it. Useless people. Total failure. You can't do a simple thing as just having the lightson. Mshindwe mapepo nyinyi.,Jan 14,,,,https://x.com/caloti,https://x.com/caloti
gilbert kaunda stima,@SuufStima,This is from yesterday,Feb 10,,,,https://x.com/SuufStima,https://x.com/SuufStima
Ghost of Kyiv,@_GhostOfKyiv,"Hapa Nyahururu Site Phase 2, around ST. Monica Catholic Church stima watutengenezee waache mchezo. Zinapotea almost daily in the evening wanareconnect asubuhi. Some of of us rely on the power kuchapa kazi usiku. Its now three hours tangu zipotee. Who can I reach for help?",Jan 17,1,,1,https://x.com/_GhostOfKyiv,https://x.com/_GhostOfKyiv
