Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date
Farad Sharmarke,@farsharm,,,,,17,https://x.com/farsharm/status/1786648464622841928,https://x.com/farsharm,"Seems KP couldn't fix  problem that blighted few properties, whereas surrounding properties' power is OK. Nothing to do with announced area outages, bur we are part of estate, and got interruption in every few days, not weeks.
Mtr no 04225794140",4-May
Nicole polo,@Nicole_polo,,,,,35,https://x.com/Nicole_polo/status/1786643246413730298,https://x.com/Nicole_polo,Mt no 31403876 no power.kindly confirm if the interruption is with the main power line.,4-May
Ruto Must Go,@nelkarimi,,1,3,1,232,https://x.com/nelkarimi/status/1786466588322832824,https://x.com/nelkarimi,No power again at kamakis area. We’ve been experiencing power interruption everyday for the last one week.,3-May
Mathenge Wahome®,@mathenge_wahome,,,,2,507,https://x.com/mathenge_wahome/status/1785977906398711900,https://x.com/mathenge_wahome,What about us who have been without power since Tuesday what planned or unplanned power interruption are we in KPLC Ref No 11163689 Metre No 14107180664. Please look into this issue,2-May
Ruto Must Go,@nelkarimi,,1,3,1,232,https://x.com/nelkarimi/status/1786466588322832824,https://x.com/nelkarimi,No power again at kamakis area. We’ve been experiencing power interruption everyday for the last one week.,3-May
Mathenge Wahome®,@mathenge_wahome,,,,2,507,https://x.com/mathenge_wahome/status/1785977906398711900,https://x.com/mathenge_wahome,What about us who have been without power since Tuesday what planned or unplanned power interruption are we in KPLC Ref No 11163689 Metre No 14107180664. Please look into this issue,2-May
ariko joan okaya,@arikojoanokaya,,,,,4,https://x.com/arikojoanokaya/status/1785931149488918709,https://x.com/arikojoanokaya,I have posted and asked the same question when are people in Kayole having power ...we do not have power since Saturday. This is not power interruption but injustice to people of MASIMBA Kayole.,2-May
Raycheal Ndegwa,@NdegwaRaycheal,,,,,205,https://x.com/NdegwaRaycheal/status/1785902756101796275,https://x.com/NdegwaRaycheal,"Our area isn't on the scheduled interruption list yet every morning we don't have electricity in our area.Githurai 45,mwihoko primary area",2-May
Philip,@Philip10574041,,,,,133,https://x.com/Philip10574041/status/1785739415362445546,https://x.com/Philip10574041,This  power interruptions  his being story of the day we have experience the interruption for 5 weeks # kamau Kahuho,1-May
Tepeyian Rissah,@tepeyian,,1,1,3,265,https://x.com/tepeyian/status/1785690427552641429,https://x.com/tepeyian,@KenyaPower_Care strangely we are never on a planned interruption schedule meaning you don't even plan to look into our power problems. Been on and off all day. Now dim posing risk of a surge that will take out our electronics. I'm a disappointed Kenyan. Do better! #thindigua,1-May
Daniel Wahome,@_DanielWahome,,,1,1,68,https://x.com/_DanielWahome/status/1785554403082027141,https://x.com/_DanielWahome,"Twinbirds Kamulu area
No power not in the interruption list
Account no: 25963168
Kindly assist",1-May
kimzy,@equifirst11,,,,,184,https://x.com/equifirst11/status/1785394831721725973,https://x.com/equifirst11,"@KenyaPower_Care @KenyaPower 
Toll, Ruiru hakujakuwa na stima since monday night, the whole of tuesday na bado. Any explanation would be appreciated coz it was not notified on the expected interruption list.",30-Apr
Джеймс,@Jamesthou,,1,1,2,269,https://x.com/Jamesthou/status/1785352225856123348,https://x.com/Jamesthou,"@KenyaPower_Care ,@KenyaPower  why is it abnormal to have constant power supply in Thindigua? A week can't go by without power loss,come shine come rain. It has become normal to have power loss.Lived in  areas where there were hardly power interruption,hapa your services stink!",30-Apr
renjiSAN,@renjiSAN,,,,3,36,https://x.com/renjiSAN/status/1785349535516037281,https://x.com/renjiSAN,@KenyaPower_Care assistance needed. Power interruption with power surge reports in Komarock Phase 2 area. Kindly assist,30-Apr
Munge Gathecere,@MGathecere,,,,1,10,https://x.com/MGathecere/status/1785261780626772414,https://x.com/MGathecere,Whee is Kilifi na hakuna moto. Interruption since the beginning of the month,30-Apr
Mo,@Moffah,,,,5,41,https://x.com/Moffah/status/1785239288885522909,https://x.com/Moffah,@KenyaPower_Care was there any scheduled power interruption in Ngara? We can't work due to a power outage since morning...,30-Apr
mburu karanja,@mburu_ka,,,,1,28,https://x.com/mburu_ka/status/1785213442783125695,https://x.com/mburu_ka,"@KenyaPower_Care Fix the power outage...smh, every damn week we have to get an interruption. kwani ni skuma mnakatakata?? Details in dm",30-Apr
_its. triplod. _,@ITriplod,,,,,10,https://x.com/ITriplod/status/1785195612415168769,https://x.com/ITriplod,I don't see Machakos in this power interruption yet there is no power ...What's happening,30-Apr
RatedBountyKilla YT,@BillowYaqub,,,,3,101,https://x.com/BillowYaqub/status/1785042088796496072,https://x.com/BillowYaqub,"Donholm, how many times Kuna interruption. there has been 5 interruptions just this month",29-Apr
kelvin kinuthia,@kinuthiakm,,,,3,84,https://x.com/kinuthiakm/status/1784969520781668402,https://x.com/kinuthiakm,"@KenyaPower_Care we have no power since 3pm today along karen Dagoretti road, zanetta apartments. My acc no is 26813202. Is this a scheduled power interruption?",29-Apr
EliasTheDon,@Kamaaleh,,1,,,39,https://x.com/Kamaaleh/status/1784667436496679065,https://x.com/Kamaaleh,"@KenyaPower_Care @KenyaPower as per your notice yesterday and today there was no power interruption at huruma, the lights have been off since 10am, i thought zitarudi by 6 as you always do but no, insecurity sai iko top, please work on reconnecting the lights",28-Apr
Lameck Okeyo,@lamokeyo,,,,1,28,https://x.com/lamokeyo/status/1784595495639216327,https://x.com/lamokeyo,What is the time this interruption was to end? Am in Kibos and my neighbors have power restored already and my line has no power!!!!!! Please reconnect us we need the service urgently for I am using an electric car and need to use it tomorrow,28-Apr
paul Mugo,@paulMug44283375,,,,,12,https://x.com/paulMug44283375/status/1784490113503797446,https://x.com/paulMug44283375,"We have no power now , and we aren't listed above . It's a second day in a low interruption. It's disabling us now",28-Apr
Kambuanotthesinger,@Kambuadamaris,,,,,18,https://x.com/Kambuadamaris/status/1784459034097045602,https://x.com/Kambuadamaris,"@KenyaPower_Care no power at account no. 14140062903 since yesterday and we're NOT on the list for interruption. 
Kindly  resolve",28-Apr
Lameck Okeyo,@lamokeyo,,,,1,28,https://x.com/lamokeyo/status/1784595495639216327,https://x.com/lamokeyo,What is the time this interruption was to end? Am in Kibos and my neighbors have power restored already and my line has no power!!!!!! Please reconnect us we need the service urgently for I am using an electric car and need to use it tomorrow,28-Apr
paul Mugo,@paulMug44283375,,,,,12,https://x.com/paulMug44283375/status/1784490113503797446,https://x.com/paulMug44283375,"We have no power now , and we aren't listed above . It's a second day in a low interruption. It's disabling us now",28-Apr
Kambuanotthesinger,@Kambuadamaris,,,,,18,https://x.com/Kambuadamaris/status/1784459034097045602,https://x.com/Kambuadamaris,"@KenyaPower_Care no power at account no. 14140062903 since yesterday and we're NOT on the list for interruption. 
Kindly  resolve",28-Apr
Arufeni,@arufeni,,,,,41,https://x.com/arufeni/status/1784457652203888970,https://x.com/arufeni,"@KenyaPower_Care no power at 307488 and we're NOT on the list for interruption. 
Please resolve",28-Apr
McCow,@Justagyallie,,,,1,94,https://x.com/Justagyallie/status/1784429159722209340,https://x.com/Justagyallie,@KenyaPower_Care what's the update on power interruption around Kamakis area?,28-Apr
v.e.s.t.y,@jm_slazy,,,1,,480,https://x.com/jm_slazy/status/1784279283608735841,https://x.com/jm_slazy,"Power interruption is when you have power,just repair since it's been off no worries",27-Apr
Distantspectator,@Spectatedistant,,,,1,139,https://x.com/Spectatedistant/status/1784049980098937203,https://x.com/Spectatedistant,Jambo blackout on Hatheru road but not on your power interruption schedule kindly assist asante,27-Apr
Gathingi,@WanjikuGathingi,,,,3,43,https://x.com/WanjikuGathingi/status/1783813689016987847,https://x.com/WanjikuGathingi,@KenyaPower_Care Hi we have been having power interruption on and off and bulbs flickering Ac number; 37176353326 please assist Asante!,26-Apr
Elsy Njeru,@NjeruElsy,,,,1,11,https://x.com/NjeruElsy/status/1783804040788300118,https://x.com/NjeruElsy,Lucky they are for it's an interruption. Mimi niliona na stima 5days ago after your power supply bursted near Lumac apartments Zimmerman,26-Apr
Catherine Ritah,@ritahmwagira,,,,4,462,https://x.com/ritahmwagira/status/1783122280719011890,https://x.com/ritahmwagira,@KenyaPower_Care we are not scheduled for interruption @54400862519 kindly assist,24-Apr
Kerry Belchambers,@trish_kerry,,,,6,64,https://x.com/trish_kerry/status/1783065457500512630,https://x.com/trish_kerry,"We've been having power interruption all week, they're on and off, 2 days of sleeping in the dark at Clifftop Estate, Muchatha, and you don't seem to care enough to do anything about it.",24-Apr
Liej Mumbo,@gmagak,,,,,124,https://x.com/gmagak/status/1782801006881071114,https://x.com/gmagak,Is the current interruption of service at my account shared in DM part of your scheduled maintenance? @KenyaPower,23-Apr
Ricky Warutere,@ericwarutere,,,,3,46,https://x.com/ericwarutere/status/1782696677373063431,https://x.com/ericwarutere,"I know what the issue is, and the progress on fixing it. But why do we have to have an issue every other day? Can't remember the last time we went 3 days without a power interruption.",23-Apr
Distantspectator,@Spectatedistant,,,,,148,https://x.com/Spectatedistant/status/1782485758177116166,https://x.com/Spectatedistant,Jambo. Blackout on Hatheru road since 6pm. but it is not appearing on your power interruption schedule kindly assist asante,22-Apr
Kay mrimbo,@maseghe,,,1,4,3.8K,https://x.com/maseghe/status/1782468398045073882,https://x.com/maseghe,"We've had no electricity in athi river the whole day till now and we weren't part of the scheduled interruption areas. It's now over 14 hours in black out!!!!
Meter number: 92100403614",22-Apr
Kevin Murungi,@AuthorKevinPope,,,,,647,https://x.com/AuthorKevinPope/status/1782430993946693829,https://x.com/AuthorKevinPope,"Interruption of power supply has LASTED 10days in Mutuati Town, Igembe North. The sub county hospital is in darkness. Businesses are burning fuel daily. Your office at Maua,responsible for this line has not bothered. They removed a transformer in COMATOSE and brought a DEAD one!",22-Apr
Shemeji,@Treenafula,,,,1,33,https://x.com/Treenafula/status/1781759071328031177,https://x.com/Treenafula,Your power interruption was for the whole day PLUS the night?? It's past 5pm!!,20-Apr
Santi kaito la,@robertkaito,,,,2,98,https://x.com/robertkaito/status/1781694518128988342,https://x.com/robertkaito,@KenyaPower_Care scheduled interruption should be over by now it's 5:40pm and still no power in South C AC. 45077216948,20-Apr
Frank,@justfrank254,,,,2,145,https://x.com/justfrank254/status/1781616007309660368,https://x.com/justfrank254,"@KenyaPower_Care Good afternoon. We have no power in Southlands, Langata yet we were not on the scheduled areas for interruption. What's the problem?",20-Apr
ECDE Dropout,@ChangeA_254,,,1,1,82,https://x.com/ChangeA_254/status/1781601974879691050,https://x.com/ChangeA_254,"@KenyaPower_Care, there's blackout Mukiri road. It's not one of the areas listed to experience power interruption due to your scheduled maintenance today. Changamkeni mrudishe stima.",20-Apr
gatimakongo,@GatiMakongo,,,,,147,https://x.com/GatiMakongo/status/1781533044370735180,https://x.com/GatiMakongo,"Been often seeing  interruption notices,Kuria east and west hardly listed, blackouts too much. Urgently attend to the frequency and duration of the outages.",20-Apr
Omatsuri-san  ジェディ,@JNzingo,,,,1,62,https://x.com/JNzingo/status/1781221001855914420,https://x.com/JNzingo,ref 11048987. Is this a scheduled interruption? Coz I don't see my area on the list...,19-Apr
Frank,@justfrank254,,,,2,145,https://x.com/justfrank254/status/1781616007309660368,https://x.com/justfrank254,"@KenyaPower_Care Good afternoon. We have no power in Southlands, Langata yet we were not on the scheduled areas for interruption. What's the problem?",20-Apr
ECDE Dropout,@ChangeA_254,,,1,1,82,https://x.com/ChangeA_254/status/1781601974879691050,https://x.com/ChangeA_254,"@KenyaPower_Care, there's blackout Mukiri road. It's not one of the areas listed to experience power interruption due to your scheduled maintenance today. Changamkeni mrudishe stima.",20-Apr
gatimakongo,@GatiMakongo,,,,,147,https://x.com/GatiMakongo/status/1781533044370735180,https://x.com/GatiMakongo,"Been often seeing  interruption notices,Kuria east and west hardly listed, blackouts too much. Urgently attend to the frequency and duration of the outages.",20-Apr
Omatsuri-san  ジェディ,@JNzingo,,,,1,62,https://x.com/JNzingo/status/1781221001855914420,https://x.com/JNzingo,ref 11048987. Is this a scheduled interruption? Coz I don't see my area on the list...,19-Apr
Flo.N,@FloN64103006,,,,1,56,https://x.com/FloN64103006/status/1781200086438936639,https://x.com/FloN64103006,@KenyaPower_Care kindly assist yesterday we had a planned interruption at mugutha area near murera primary school. Power came back but very low voltage lights keep flickering acc. no. 46202066596,19-Apr
Tatz,@NjauPurity,,,,,24,https://x.com/NjauPurity/status/1781199681944506807,https://x.com/NjauPurity,"@KenyaPower_Care 37164481964, No power from last night, this after we were without power whole day  after your 'power interruption' schedule...",19-Apr
Wangui Grace,@wanguikimemu,,,,,49,https://x.com/wanguikimemu/status/1781045949957062997,https://x.com/wanguikimemu,We at Utawala Astrol are already experiencing power interruption. This has happened this week twice.,18-Apr
Sophia Kimani,@Noel_james254,,,,2,367,https://x.com/Noel_james254/status/1781031486654746903,https://x.com/Noel_james254,We are still in darkness after the your interruption since morning. Mugutha area near Praise Gate childrens home. My account no is37181498405. Kindly restore power for us,18-Apr
Flo.N,@FloN64103006,,,,1,59,https://x.com/FloN64103006/status/1780995572905791613,https://x.com/FloN64103006,Power is back at mugutha near murera primary school after the planned interruption but the power is really weak kindly assist acc no 46202066596,18-Apr
silva star,@Ekowyzer,,,,2,50,https://x.com/Ekowyzer/status/1780524557855601134,https://x.com/Ekowyzer,Hello do is there power interruption in kiAmbuu kiambaa region today,17-Apr
Lucky Luke Bandika,@Luckylukebn,,,,4,67,https://x.com/Luckylukebn/status/1780513804926775298,https://x.com/Luckylukebn,"Hi there's power blackout since yesterday at around 1930hrs upto now 1129hrs 

And we are not on scheduled electricity interruption... Please check DM",17-Apr
Mzalend0,@KydKudi,,,,,53,https://x.com/KydKudi/status/1780473600711053648,https://x.com/KydKudi,You already did a fullday interruption last week tena sasa Leo ..,17-Apr
Scofield.,@sikamatts,,,,,281,https://x.com/sikamatts/status/1780382756255473702,https://x.com/sikamatts,"Hey you said their will be power interruption in ruaka town, muchatha on 18th Thursday and yet we dont have lights already from 8pm yesterday, most of us rely on power.
Account number: 14467565256
You can reach me on my number: 0741654138.",17-Apr
mburu karanja,@mburu_ka,,,,1,41,https://x.com/mburu_ka/status/1780300960264237166,https://x.com/mburu_ka,@KenyaPower_Care Another power outage ? Barely 2 days from the last interruption. Fix ASAP. Ac no in dm,16-Apr
Sidney Wambua,@w_ambuaa,,,1,2,102,https://x.com/w_ambuaa/status/1780143238302642501,https://x.com/w_ambuaa,"We don't have power in Golden Gate Estate, South B, and from your post there was no planned interruption. Could you work on that",16-Apr
Sylvester Kotheki Mu,@KothekiMukabi,,,,1,18,https://x.com/KothekiMukabi/status/1780126491226800253,https://x.com/KothekiMukabi,@KenyaPower_Care we aren't listed in the planned interruption for today 16th April and we wonder if there's a fair reason for the blackout ongoing here around 13 Avenue off Deliverance Road in Mwiki please. M.N. 37187404977,16-Apr
@NM Stephen,@NM Stephen,,,,2,95,https://x.com/mogakastephen/status/1780112012976042372,https://x.com/mogakastephen,"Uthiru cooperation has been without power since yesterday (15/04/2024) 
midday, and it was not listed for interruption, whatsup ?",16-Apr
Anthony Njoroge,@AnthonyArsenali,,,,1,425,https://x.com/AnthonyArsenali/status/1779783400892563720,https://x.com/AnthonyArsenali,"Wangige, muthumu, kangora and it's environs no power. What's happening since I've not received any power interruption in my area?",15-Apr
ONE ALI.,@mwidini_ali,,1,,,64,https://x.com/mwidini_ali/status/1779541953664753960,https://x.com/mwidini_ali,Bamburi area almost every sunday we have power interruption. If we  wronged you in anyway  accept our apologies..and yeah iam not sending you the meter number..YOU KNOW!!!,14-Apr
Rafael,@Mwau003,,,,1,52,https://x.com/Mwau003/status/1779477010441507122,https://x.com/Mwau003,We have been in the dark for the last 18 hours in Mukaa area of Makueni county and there was no power interruption notice issued.,14-Apr
@NM Stephen,@NM Stephen,,,,2,95,https://x.com/mogakastephen/status/1780112012976042372,https://x.com/mogakastephen,"Uthiru cooperation has been without power since yesterday (15/04/2024) 
midday, and it was not listed for interruption, whatsup ?",16-Apr
Anthony Njoroge,@AnthonyArsenali,,,,1,425,https://x.com/AnthonyArsenali/status/1779783400892563720,https://x.com/AnthonyArsenali,"Wangige, muthumu, kangora and it's environs no power. What's happening since I've not received any power interruption in my area?",15-Apr
ONE ALI.,@mwidini_ali,,1,,,64,https://x.com/mwidini_ali/status/1779541953664753960,https://x.com/mwidini_ali,Bamburi area almost every sunday we have power interruption. If we  wronged you in anyway  accept our apologies..and yeah iam not sending you the meter number..YOU KNOW!!!,14-Apr
Rafael,@Mwau003,,,,1,52,https://x.com/Mwau003/status/1779477010441507122,https://x.com/Mwau003,We have been in the dark for the last 18 hours in Mukaa area of Makueni county and there was no power interruption notice issued.,14-Apr
Sonia kithinji,@MuthoniKithinj1,,,1,2,115,https://x.com/MuthoniKithinj1/status/1779383269168906397,https://x.com/MuthoniKithinj1,"@KenyaPower_Care this is the 4th day with power interruption this week, I have reported here called 97771 got a reference number 11011873, restore my power and I want to know who will compensate all the meat that is rotting in my freezer..mnataka watoto wangu wakule nini it's",14-Apr
Ibrah Wa Thikah 2K24,@Ibrah_Wa_Thikah,,,,,17,https://x.com/Ibrah_Wa_Thikah/status/1778454357844902055,https://x.com/Ibrah_Wa_Thikah,@KenyaPower_Care kwani when is the scheduled interruption supposed to end it's 7pm for godsake!!,11-Apr
Allan Muma,@allanmush,,,,1,52,https://x.com/allanmush/status/1778375540740677925,https://x.com/allanmush,@KenyaPower_Care Hi power interruption in Kawangware Coast area are you addressing it? Since yesterday,11-Apr
meg kinyanjui,@megkinya,,,,1,22,https://x.com/megkinya/status/1778086462229020843,https://x.com/megkinya,"@KenyaPower_Care power outage at baraka close off kibiko rd ngong since morning. What s happening?
There was no notice for power interruption in the area.",10-Apr
Starving African,@TheRealPA,,,,1,119,https://x.com/TheRealPA/status/1777940603562598701,https://x.com/TheRealPA,@KenyaPower_Care Jambo do you have a scheduled power interruption for Dagoretti Road in Karen hatuna stima na ni holiday,10-Apr
Martin Ihugo,@IhugoMartin,,,,1,83,https://x.com/IhugoMartin/status/1777331288174706781,https://x.com/IhugoMartin,No supply since Friday no interruption notification sent no reply on dm,8-Apr
JUJU,@yaa_gideon,,,,,61,https://x.com/yaa_gideon/status/1777216043850608722,https://x.com/yaa_gideon,"Power interruption in utange was scheduled for yesterday but pia Leo imepotea,,, around utange field hospital area",8-Apr
Swabra Sidi,@swabysidi,,,,,18,https://x.com/swabysidi/status/1777215943107912149,https://x.com/swabysidi,"@KenyaPower_Care our planned interruption was yesterday and electricity was restored at 10:30pm. Then again you disconnect it today. Honestly, we depend on it for work and business. What is happening? My mtr no is 92105487307.",8-Apr
Raycheal Ndegwa,@NdegwaRaycheal,,,,,100,https://x.com/NdegwaRaycheal/status/1777215353564573999,https://x.com/NdegwaRaycheal,"We didn't have power the whole day on friday,today also since 8am yet there is no scheduled power interruption.Githurai 45,Mwihoko.",8-Apr
Nusrat Mohammed,@reelwithnusrat,,4,6,1,466,https://x.com/reelwithnusrat/status/1777211214566748546,https://x.com/reelwithnusrat,"@KenyaPower_Care You restored power yesterday at 10pm in Kisauni. Today at 8.30am you've interrupted power again in Kisauni.

 A/C 14491955 

Is this a 1 week power interruption??",8-Apr
Amisi Benjamin,@Asembian,,,,2,1.7K,https://x.com/Asembian/status/1777046696289046561,https://x.com/Asembian,Power interruption from yesterday 10 am Donholm phase 8 near Amani court. Yet to see your team on site.,7-Apr
nickfrancis wachira,@Nickvalz,,1,,1,468,https://x.com/Nickvalz/status/1777043593036792310,https://x.com/Nickvalz,hakuna stima mshomoroni kisauni after todays scheduled interruption  what is not happening,7-Apr
Patience Mwonga,@MwongaPatience,,,,3,71,https://x.com/MwongaPatience/status/1777039621802652078,https://x.com/MwongaPatience,Is the interruption going for 24 hours?No power still,7-Apr
Pinchez,@Pinchez81533825,,,,,104,https://x.com/Pinchez81533825/status/1777037867845378458,https://x.com/Pinchez81533825,Umoja Innercore is to listed and interruption is already taking effect.,7-Apr
Robert kirombo,@robertkirombo,,,,,22,https://x.com/robertkirombo/status/1777023063285989567,https://x.com/robertkirombo,Your notice for power interruption affecting this area was scheduled from 8-5pm . Up to now power has not been restored. Kindly give an update,7-Apr
Nusrat Mohammed,@reelwithnusrat,https://pbs.twimg.com/media/GKflFt-XIAA5yuo?format=png&name=small,5,9,2,1.5K,https://x.com/reelwithnusrat/status/1777021219268653259,https://x.com/reelwithnusrat,@KenyaPower_Care When is this power interruption today ending in Mombasa ?? It is 8PM and you still haven't restored power in some areas in Mombasa. This is power rationing not network maintenance!,7-Apr
Nusrat Mohammed,@reelwithnusrat,"https://pbs.twimg.com/media/GKflFt-XIAA5yuo?format=png&name=small, https://pbs.twimg.com/media/GKflFt-XIAA5yuo?format=png&name=small",5,9,2,1.5K,https://x.com/reelwithnusrat/status/1777021219268653259,https://x.com/reelwithnusrat,@KenyaPower_Care When is this power interruption today ending in Mombasa ?? It is 8PM and you still haven't restored power in some areas in Mombasa. This is power rationing not network maintenance!,7-Apr
Stephen Nyadenge,@StephenNyadeng2,,,,,52,https://x.com/StephenNyadeng2/status/1777016869037146301,https://x.com/StephenNyadeng2,The interruption was to end at 5pm in bamburi ... its now 8.00pm what's your story?..,7-Apr
Knot Sure,@Suck_Ass_Moron,,,,,57,https://x.com/Suck_Ass_Moron/status/1777001897813037528,https://x.com/Suck_Ass_Moron,Why TF are we in darkness since morning in Busia County yet there's no scheduled power interruption communicated earlier? Over 100 years in existence with no much achievement. Very useless company. Mmefanya hata tukakosa kuona Onana na Vaseline. Bure kabisa.,7-Apr
ONE ALI.,@mwidini_ali,,,,,190,https://x.com/mwidini_ali/status/1776974971530572116,https://x.com/mwidini_ali,Your notice says power interruption will be restored at 5.00pm today from 8.00am bamburi/utange/shanzu areas..so far NOTHING!!!!!,7-Apr
Richard Wanjohi,@lilclarinetti,,,1,1,173,https://x.com/lilclarinetti/status/1776845916084814129,https://x.com/lilclarinetti,"Mombasa Bamburi/ Shanzu/ Utange areas scheduled power interruption for the second Sunday within one month? What's not happening? Huku tunaumia sana na joto bila fan, it's not the same as upcountry. Food goes bad faster bila fridge. We hope to have minimal interruptions in future",7-Apr
Diana-Mwendwa,@DianaMwendwa7,,,,,15,https://x.com/DianaMwendwa7/status/1776647628224131438,https://x.com/DianaMwendwa7,Power interruption in Runda for over 2hrs?,6-Apr
Aar,@Abdifatahyu,,,,1,40,https://x.com/Abdifatahyu/status/1776630722171744529,https://x.com/Abdifatahyu,I have never seen power interruption scheduled for Garissa but we don't have power for the last 24 hrs.,6-Apr
Barbell Conversations,@mongarekimmie,,,,2,71,https://x.com/mongarekimmie/status/1775764138746077537,https://x.com/mongarekimmie,@KenyaPower_Care No lights since yesterday afternoon with no planned power interruption. What is not happening?,4-Apr
Bernard Kiprop,@benkiprop,,,,,44,https://x.com/benkiprop/status/1775528032360346043,https://x.com/benkiprop,@KenyaPower_Care Thanks for the power interruption alerts! Small complaint - can be hard to tell if I'll be affected sometimes. Suggestion - would it be possible to draw maps over areas with planned interruptions for us? This will be super HUGE and helpful!!!!,3-Apr
okeyo oyugi,@drjakenya,,,,,81,https://x.com/drjakenya/status/1775019310530076865,https://x.com/drjakenya,We dont need interruption notifications because KPLC does not want to connect people with power,2-Apr
Jackie Kioko,@cherubjak,,,,,22,https://x.com/cherubjak/status/1774658942313861456,https://x.com/cherubjak,@KenyaPower_Care restore power in Machakos. Why extend the scheduled interruption from yesterday till now?,1-Apr
Anne njuguna,@Annenju1975,,,,1,88,https://x.com/Annenju1975/status/1774376236438987111,https://x.com/Annenju1975,"We are in darkness yet we are not scheduled for power interruption, hata Easter amenity? ACC.47918341",31-Mar
𝐃𝐄𝐌𝐀☠︎︎,@UTDdenny,,2,2,3,76,https://x.com/UTDdenny/status/1774030852839612853,https://x.com/UTDdenny,"Wazae , Am at Kya'ngombe kitengela and there is a power interruption. CAN you clear on that as we are not scheduled for any power outages today 
Account no is 14245955324",30-Mar
biba,@mugowabeta,,,,1,48,https://x.com/mugowabeta/status/1773985872234373552,https://x.com/mugowabeta,@KenyaPower_Care Meter no 37193768118 no electricity.. Why is it that every time it rains there must be an interruption ?,30-Mar
Justus Owaka,@justusowaka,,,,2,559,https://x.com/justusowaka/status/1772519986742821348,https://x.com/justusowaka,"Morning, we have an interruption in South B for 1 hour now, kindly any updates? That’s my meter number 37155435995 and location is Dai Dai Road South B",26-Mar
ONE ALI.,@mwidini_ali,,,,,48,https://x.com/mwidini_ali/status/1772315024440139916,https://x.com/mwidini_ali,Bamburi mtamboni and bamburi mwisho area in mombasa no power half of yesterday  Sunday and i type this tuko kwa giza account number 14284105278 no interruption notice given ...Nothing!!  Why subject us to this !!!!!!!!!!!!!,25-Mar
Robert Ontomwa,@ontomwa_robert,,,,,24,https://x.com/ontomwa_robert/status/1772314679928385668,https://x.com/ontomwa_robert,A scheduled power interruption was supposed to take place between 9 and 4pm..its now 8 pm and no signs of power..why???,25-Mar
Duke Of Kakamega,@Jimmy254KE,,,,,29,https://x.com/Jimmy254KE/status/1772288455969521811,https://x.com/Jimmy254KE,"@KenyaPower_Care were not on the list of power interruption on your daily update, what's the matter now?",25-Mar
Claudio lopez,@lopezclaudio101,,,,,121,https://x.com/lopezclaudio101/status/1772159902066114879,https://x.com/lopezclaudio101,"@KenyaPower_Care 
Hi hi, how long is the power interruption in Kinoo 87 going to be?",25-Mar
Jones Lowe,@jones_lowe1,,,,,115,https://x.com/jones_lowe1/status/1772142679628857562,https://x.com/jones_lowe1,Why I'm I in kamulu and there's no power we already had our power interruption,25-Mar
Aggrey Alwala,@AlwalaAggrey,,,,1,31,https://x.com/AlwalaAggrey/status/1771796209184752046,https://x.com/AlwalaAggrey,@KenyaPower_Care @EnergyMinK @EPRA_Ke @KenyaPower why are your consumers in ebusiratsi vihiga being subjected to an outage since 8am without any notice of interruption?,24-Mar
ONE ALI.,@mwidini_ali,,,,,48,https://x.com/mwidini_ali/status/1772315024440139916,https://x.com/mwidini_ali,Bamburi mtamboni and bamburi mwisho area in mombasa no power half of yesterday  Sunday and i type this tuko kwa giza account number 14284105278 no interruption notice given ...Nothing!!  Why subject us to this !!!!!!!!!!!!!,25-Mar
Robert Ontomwa,@ontomwa_robert,,,,,24,https://x.com/ontomwa_robert/status/1772314679928385668,https://x.com/ontomwa_robert,A scheduled power interruption was supposed to take place between 9 and 4pm..its now 8 pm and no signs of power..why???,25-Mar
Duke Of Kakamega,@Jimmy254KE,,,,,29,https://x.com/Jimmy254KE/status/1772288455969521811,https://x.com/Jimmy254KE,"@KenyaPower_Care were not on the list of power interruption on your daily update, what's the matter now?",25-Mar
Claudio lopez,@lopezclaudio101,,,,,121,https://x.com/lopezclaudio101/status/1772159902066114879,https://x.com/lopezclaudio101,"@KenyaPower_Care 
Hi hi, how long is the power interruption in Kinoo 87 going to be?",25-Mar
Jones Lowe,@jones_lowe1,,,,,115,https://x.com/jones_lowe1/status/1772142679628857562,https://x.com/jones_lowe1,Why I'm I in kamulu and there's no power we already had our power interruption,25-Mar
Aggrey Alwala,@AlwalaAggrey,,,,1,31,https://x.com/AlwalaAggrey/status/1771796209184752046,https://x.com/AlwalaAggrey,@KenyaPower_Care @EnergyMinK @EPRA_Ke @KenyaPower why are your consumers in ebusiratsi vihiga being subjected to an outage since 8am without any notice of interruption?,24-Mar
haaM,@therealhaaM,,,2,2,150,https://x.com/therealhaaM/status/1771498205722603830,https://x.com/therealhaaM,"Why does Bamburi Mombasa lose power everytime you have a planned interruption, even if it's in areas unrelated to Bamburi. A whole week of power outages.",23-Mar
Mis Kui,@MisKui5,,,4,3,313,https://x.com/MisKui5/status/1770748487430271233,https://x.com/MisKui5,"No lights in rongai, we are not scheduled for interruption",21-Mar
Mwadime Koronge,@KorongeMwa76916,,,,4,684,https://x.com/KorongeMwa76916/status/1770401886387999160,https://x.com/KorongeMwa76916,Was there a scheduled power supply interruption today within umoja area Nairobi,20-Mar
